Specimen choice input : Material,Steel,
30.30,0.10,413.92
30.40,0.10,415.27
30.50,0.10,416.50
30.60,0.10,417.89
30.70,0.10,419.21
30.80,0.10,420.51
30.90,0.10,421.82
31.00,0.10,423.18
31.10,0.10,424.50
31.20,0.10,425.84
31.30,0.10,427.14
31.40,0.10,428.42
31.50,0.10,429.79
31.60,0.10,431.12
31.70,0.10,432.44
31.80,0.10,433.79
31.90,0.10,435.02
32.00,0.10,436.39
32.10,0.10,437.64
32.20,0.10,439.00
32.30,0.10,440.30
32.40,0.10,441.58
32.50,0.11,442.94
32.60,0.11,444.24
32.70,0.11,445.53
32.80,0.11,446.83
32.90,0.11,448.16
33.00,0.11,449.44
33.10,0.11,450.78
33.20,0.11,452.07
33.30,0.11,453.41
33.40,0.11,454.74
33.50,0.11,456.09
33.60,0.11,457.36
33.70,0.11,458.68
33.80,0.11,460.04
33.90,0.11,461.32
34.00,0.11,462.68
34.10,0.11,464.00
34.20,0.11,465.30
34.30,0.11,466.66
34.40,0.11,467.92
34.50,0.11,469.29
34.60,0.11,470.60
34.70,0.11,471.94
34.80,0.11,473.21
34.90,0.11,474.56
35.00,0.11,475.82
35.10,0.11,477.21
35.20,0.11,478.49
35.30,0.11,479.81
35.40,0.11,481.17
35.50,0.11,482.47
35.60,0.11,483.75
35.70,0.11,485.07
35.80,0.11,486.36
35.90,0.11,487.69
36.00,0.11,488.98
36.10,0.11,490.34
36.20,0.12,491.59
36.30,0.12,492.99
36.40,0.12,494.24
36.50,0.12,495.64
36.60,0.12,496.90
36.70,0.12,498.26
36.80,0.12,499.54
36.90,0.12,500.91
37.00,0.12,502.21
37.10,0.12,503.53
37.20,0.12,504.88
37.30,0.12,506.15
37.40,0.12,507.49
37.50,0.12,508.82
37.60,0.12,510.11
37.70,0.12,511.49
37.80,0.12,512.79
37.90,0.12,514.06
38.00,0.12,515.45
38.10,0.12,516.69
38.20,0.12,518.04
38.30,0.12,519.35
38.40,0.12,520.61
38.50,0.12,521.94
38.60,0.12,523.27
38.70,0.12,524.60
38.80,0.12,525.89
38.90,0.12,527.20
39.00,0.12,528.53
39.10,0.12,529.88
39.20,0.12,531.14
39.30,0.12,532.48
39.40,0.12,533.79
39.50,0.12,535.10
39.60,0.12,536.46
39.70,0.12,537.77
39.80,0.13,539.07
39.90,0.13,540.40
40.00,0.13,541.74
40.10,0.13,543.07
40.20,0.13,544.37
40.30,0.13,545.71
40.40,0.13,547.02
40.50,0.13,548.33
40.60,0.13,549.68
40.70,0.13,550.98
40.80,0.13,552.32
40.90,0.13,553.60
41.00,0.13,554.91
41.10,0.13,556.24
41.20,0.13,557.54
41.30,0.13,558.86
41.40,0.13,560.16
41.50,0.13,561.50
41.60,0.13,562.79
41.70,0.13,564.10
41.80,0.13,565.42
41.90,0.13,566.71
42.00,0.13,568.04
42.10,0.13,569.37
42.20,0.13,570.66
42.30,0.13,571.96
42.40,0.13,573.30
42.50,0.13,574.67
42.60,0.13,575.95
42.70,0.13,577.34
42.80,0.13,578.55
42.90,0.13,579.95
43.00,0.13,581.26
43.10,0.13,582.55
43.20,0.13,583.92
43.30,0.13,585.23
43.40,0.13,586.53
43.50,0.14,587.90
43.60,0.14,589.15
43.70,0.14,590.51
43.80,0.14,591.74
43.90,0.14,593.13
44.00,0.14,594.44
44.10,0.14,595.76
44.20,0.14,597.02
44.30,0.14,598.39
44.40,0.14,599.67
44.50,0.14,600.99
44.60,0.14,602.28
44.70,0.14,603.62
44.80,0.14,604.93
44.90,0.14,606.22
45.00,0.14,607.52
45.10,0.14,608.87
45.20,0.14,610.18
45.30,0.14,611.51
45.40,0.14,612.78
45.50,0.14,614.17
45.60,0.14,615.45
45.70,0.14,616.77
45.80,0.14,618.08
45.90,0.14,619.40
46.00,0.14,620.73
46.10,0.14,622.08
46.20,0.14,623.42
46.30,0.14,624.71
46.40,0.14,626.03
46.50,0.14,627.33
46.60,0.14,628.67
46.70,0.14,629.99
46.80,0.14,631.29
46.90,0.14,632.62
47.00,0.14,633.99
47.10,0.15,635.25
47.20,0.15,636.59
47.30,0.15,637.87
47.40,0.15,639.18
47.50,0.15,640.51
47.60,0.15,641.78
47.70,0.15,643.12
47.80,0.15,644.44
47.90,0.15,645.74
48.00,0.15,647.10
48.10,0.15,648.38
48.20,0.15,649.76
48.30,0.15,651.10
48.40,0.15,652.36
48.50,0.15,653.67
48.60,0.15,655.03
48.70,0.15,656.31
48.80,0.15,657.66
48.90,0.15,659.00
49.00,0.15,660.28
49.10,0.15,661.62
49.20,0.15,662.93
49.30,0.15,664.26
49.40,0.15,665.54
49.50,0.15,666.87
49.60,0.15,668.23
49.70,0.15,669.54
49.80,0.15,670.84
49.90,0.15,672.16
50.00,0.15,673.45
50.10,0.15,674.74
50.20,0.15,676.04
50.30,0.15,677.39
50.40,0.15,678.71
50.50,0.15,680.01
50.60,0.15,681.33
50.70,0.16,682.70
50.80,0.16,684.00
50.90,0.16,685.26
51.00,0.16,686.60
51.10,0.16,687.93
51.20,0.16,689.19
51.30,0.16,690.58
51.40,0.16,691.86
51.50,0.16,693.22
51.60,0.16,694.54
51.70,0.16,695.80
51.80,0.16,697.12
51.90,0.16,698.47
52.00,0.16,699.77
52.10,0.16,701.15
52.20,0.16,702.45
52.30,0.16,703.79
52.40,0.16,705.10
52.50,0.16,706.42
52.60,0.16,707.76
52.70,0.16,709.02
52.80,0.16,710.34
52.90,0.16,711.64
53.00,0.16,712.94
53.10,0.16,714.25
53.20,0.16,715.62
53.30,0.16,716.91
53.40,0.16,718.25
53.50,0.16,719.54
53.60,0.16,720.84
53.70,0.16,722.15
53.80,0.16,723.50
53.90,0.16,724.77
54.00,0.16,726.12
54.10,0.16,727.44
54.20,0.16,728.75
54.30,0.17,730.08
54.40,0.17,731.40
54.50,0.17,732.70
54.60,0.17,734.02
54.70,0.17,735.38
54.80,0.17,736.73
54.90,0.17,738.03
55.00,0.17,739.35
55.10,0.17,740.63
55.20,0.17,741.94
55.30,0.17,743.32
55.40,0.17,744.65
55.50,0.17,745.95
55.60,0.17,747.24
55.70,0.17,748.56
55.80,0.17,749.83
55.90,0.17,751.18
56.00,0.17,752.50
56.10,0.17,753.80
56.20,0.17,755.13
56.30,0.17,756.43
56.40,0.17,757.72
56.50,0.17,759.04
56.60,0.17,760.37
56.70,0.17,761.68
56.80,0.17,762.96
56.90,0.17,764.26
57.00,0.17,765.54
57.10,0.17,766.96
57.20,0.17,768.26
57.30,0.17,769.57
57.40,0.17,770.90
57.50,0.17,772.23
57.60,0.17,773.57
57.70,0.17,774.89
57.80,0.17,776.19
57.90,0.18,777.52
58.00,0.18,778.82
58.10,0.18,780.15
58.20,0.18,781.46
58.30,0.18,782.84
58.40,0.18,784.11
58.50,0.18,785.44
58.60,0.18,786.73
58.70,0.18,788.03
58.80,0.18,789.30
58.90,0.18,790.74
59.00,0.18,792.03
59.10,0.18,793.34
59.20,0.18,794.59
59.30,0.18,795.87
59.40,0.18,797.25
59.50,0.18,798.56
59.60,0.18,799.84
59.70,0.18,801.24
59.80,0.18,802.53
59.90,0.18,803.83
60.00,0.18,805.17
60.10,0.18,806.52
60.20,0.18,807.82
60.30,0.18,809.11
60.40,0.18,810.44
60.50,0.18,811.76
60.60,0.18,813.19
60.70,0.18,814.40
60.80,0.18,815.76
60.90,0.18,817.05
61.00,0.18,818.35
61.10,0.18,819.64
61.20,0.18,821.04
61.30,0.18,822.30
61.40,0.19,823.65
61.50,0.19,824.92
61.60,0.19,826.28
61.70,0.19,827.58
61.80,0.19,828.85
61.90,0.19,830.15
62.00,0.19,831.45
62.10,0.19,832.77
62.20,0.19,834.16
62.30,0.19,835.44
62.40,0.19,836.76
62.50,0.19,838.09
62.60,0.19,839.44
62.70,0.19,840.72
62.80,0.19,842.06
62.90,0.19,843.36
63.00,0.19,844.66
63.10,0.19,846.01
63.20,0.19,847.35
63.30,0.19,848.67
63.40,0.19,849.99
63.50,0.19,851.31
63.60,0.19,852.60
63.70,0.19,853.90
63.80,0.19,855.31
63.90,0.19,856.60
64.00,0.19,857.95
64.10,0.19,859.23
64.20,0.19,860.50
64.30,0.19,861.79
64.40,0.19,863.16
64.50,0.19,864.41
64.60,0.19,865.83
64.70,0.19,867.08
64.80,0.19,868.44
64.90,0.19,869.72
65.00,0.20,870.97
65.10,0.20,872.30
65.20,0.20,873.63
65.30,0.20,874.98
65.40,0.20,876.29
65.50,0.20,877.55
65.60,0.20,878.88
65.70,0.20,880.22
65.80,0.20,881.51
65.90,0.20,882.96
66.00,0.20,884.14
66.10,0.20,885.54
66.20,0.20,886.87
66.30,0.20,888.21
66.40,0.20,889.55
66.50,0.20,890.82
66.60,0.20,892.15
66.70,0.20,893.47
66.80,0.20,894.81
66.90,0.20,896.10
67.00,0.20,897.42
67.10,0.20,898.73
67.20,0.20,900.06
67.30,0.20,901.39
67.40,0.20,902.66
67.50,0.20,904.00
67.60,0.20,905.32
67.70,0.20,906.64
67.80,0.20,907.92
67.90,0.20,909.21
68.00,0.20,910.54
68.10,0.20,911.84
68.20,0.20,913.16
68.30,0.20,914.49
68.40,0.20,915.79
68.50,0.21,917.12
68.60,0.21,918.40
68.70,0.21,919.73
68.80,0.21,921.03
68.90,0.21,922.40
69.00,0.21,923.72
69.10,0.21,925.05
69.20,0.21,926.37
69.30,0.21,927.63
69.40,0.21,928.96
69.50,0.21,930.32
69.60,0.21,931.69
69.70,0.21,932.98
69.80,0.21,934.28
69.90,0.21,935.58
70.00,0.21,936.97
70.10,0.21,938.20
70.20,0.21,939.57
70.30,0.21,940.89
70.40,0.21,942.17
70.50,0.21,943.48
70.60,0.21,944.80
70.70,0.21,946.10
70.80,0.21,947.37
70.90,0.21,948.72
71.00,0.21,950.07
71.10,0.21,951.38
71.20,0.21,952.74
71.30,0.21,954.02
71.40,0.21,955.32
71.50,0.21,956.62
71.60,0.21,957.93
71.70,0.21,959.31
71.80,0.21,960.61
71.90,0.21,961.96
72.00,0.21,963.31
72.10,0.22,964.51
72.20,0.22,965.89
72.30,0.22,967.19
72.40,0.22,968.55
72.50,0.22,969.86
72.60,0.22,971.24
72.70,0.22,972.51
72.80,0.22,973.85
72.90,0.22,975.10
73.00,0.22,976.45
73.10,0.22,977.73
73.20,0.22,979.08
73.30,0.22,980.39
73.40,0.22,981.72
73.50,0.22,982.99
73.60,0.22,984.22
73.70,0.22,985.53
73.80,0.22,986.89
73.90,0.22,988.24
74.00,0.22,989.60
74.10,0.22,990.87
74.20,0.22,992.18
74.30,0.22,993.49
74.40,0.22,994.85
74.50,0.22,996.17
74.60,0.22,997.53
74.70,0.22,998.84
74.80,0.22,1000.16
74.90,0.22,1001.45
75.00,0.22,1002.77
75.10,0.22,1004.10
75.20,0.22,1005.44
75.30,0.22,1006.73
75.40,0.22,1008.08
75.50,0.22,1009.36
75.60,0.23,1010.72
75.70,0.23,1012.01
75.80,0.23,1013.33
75.90,0.23,1014.62
76.00,0.23,1015.95
76.10,0.23,1017.30
76.20,0.23,1018.59
76.30,0.23,1019.86
76.40,0.23,1021.18
76.50,0.23,1022.46
76.60,0.23,1023.78
76.70,0.23,1025.14
76.80,0.23,1026.45
76.90,0.23,1027.78
77.00,0.23,1029.02
77.10,0.23,1030.37
77.20,0.23,1031.73
77.30,0.23,1032.99
77.40,0.23,1034.37
77.50,0.23,1035.74
77.60,0.23,1037.04
77.70,0.23,1038.39
77.80,0.23,1039.67
77.90,0.23,1040.98
78.00,0.23,1042.28
78.10,0.23,1043.65
78.20,0.23,1044.98
78.30,0.23,1046.29
78.40,0.23,1047.58
78.50,0.23,1048.83
78.60,0.23,1050.22
78.70,0.23,1051.49
78.80,0.23,1052.89
78.90,0.23,1054.15
79.00,0.23,1055.47
79.10,0.24,1056.76
79.20,0.24,1058.10
79.30,0.24,1059.36
79.40,0.24,1060.69
79.50,0.24,1061.97
79.60,0.24,1063.34
79.70,0.24,1064.65
79.80,0.24,1066.02
79.90,0.24,1067.24
80.00,0.24,1068.53
80.10,0.24,1069.93
80.20,0.24,1071.23
80.30,0.24,1072.55
80.40,0.24,1073.89
80.50,0.24,1075.16
80.60,0.24,1076.54
80.70,0.24,1077.83
80.80,0.24,1079.18
80.90,0.24,1080.52
81.00,0.24,1081.84
81.10,0.24,1083.13
81.20,0.24,1084.46
81.30,0.24,1085.76
81.40,0.24,1087.06
81.50,0.24,1088.38
81.60,0.24,1089.72
81.70,0.24,1091.05
81.80,0.24,1092.37
81.90,0.24,1093.64
82.00,0.24,1094.95
82.10,0.24,1096.26
82.20,0.24,1097.56
82.30,0.24,1098.95
82.40,0.24,1100.21
82.50,0.24,1101.55
82.60,0.25,1102.91
82.70,0.25,1104.15
82.80,0.25,1105.50
82.90,0.25,1106.82
83.00,0.25,1108.13
83.10,0.25,1109.48
83.20,0.25,1110.79
83.30,0.25,1112.16
83.40,0.25,1113.39
83.50,0.25,1114.69
83.60,0.25,1115.99
83.70,0.25,1117.39
83.80,0.25,1118.72
83.90,0.25,1120.09
84.00,0.25,1121.34
84.10,0.25,1122.65
84.20,0.25,1123.99
84.30,0.25,1125.31
84.40,0.25,1126.63
84.50,0.25,1127.96
84.60,0.25,1129.24
84.70,0.25,1130.58
84.80,0.25,1131.87
84.90,0.25,1133.17
85.00,0.25,1134.45
85.10,0.25,1135.73
85.20,0.25,1137.05
85.30,0.25,1138.41
85.40,0.25,1139.74
85.50,0.25,1141.04
85.60,0.25,1142.33
85.70,0.25,1143.64
85.80,0.25,1145.02
85.90,0.25,1146.33
86.00,0.25,1147.69
86.10,0.25,1149.03
86.20,0.26,1150.34
86.30,0.26,1151.67
86.40,0.26,1152.95
86.50,0.26,1154.26
86.60,0.26,1155.55
86.70,0.26,1156.90
86.80,0.26,1158.25
86.90,0.26,1159.55
87.00,0.26,1160.87
87.10,0.26,1162.16
87.20,0.26,1163.43
87.30,0.26,1164.85
87.40,0.26,1166.12
87.50,0.26,1167.44
87.60,0.26,1168.79
87.70,0.26,1170.08
87.80,0.26,1171.39
87.90,0.26,1172.70
88.00,0.26,1173.98
88.10,0.26,1175.26
88.20,0.26,1176.63
88.30,0.26,1177.92
88.40,0.26,1179.22
88.50,0.26,1180.57
88.60,0.26,1181.89
88.70,0.26,1183.13
88.80,0.26,1184.49
88.90,0.26,1185.90
89.00,0.26,1187.17
89.10,0.26,1188.57
89.20,0.26,1189.88
89.30,0.26,1191.15
89.40,0.26,1192.48
89.50,0.26,1193.78
89.60,0.26,1195.13
89.70,0.27,1196.44
89.80,0.27,1197.83
89.90,0.27,1199.12
90.00,0.27,1200.37
90.10,0.27,1201.68
90.20,0.27,1202.97
90.30,0.27,1204.27
90.40,0.27,1205.63
90.50,0.27,1206.99
90.60,0.27,1208.27
90.70,0.27,1209.52
90.80,0.27,1210.80
90.90,0.27,1212.09
91.00,0.27,1213.45
91.10,0.27,1214.79
91.20,0.27,1216.11
91.30,0.27,1217.47
91.40,0.27,1218.81
91.50,0.27,1220.10
91.60,0.27,1221.37
91.70,0.27,1222.69
91.80,0.27,1224.01
91.90,0.27,1225.38
92.00,0.27,1226.67
92.10,0.27,1228.03
92.20,0.27,1229.35
92.30,0.27,1230.65
92.40,0.27,1231.96
92.50,0.27,1233.30
92.60,0.27,1234.63
92.70,0.27,1235.94
92.80,0.27,1237.29
92.90,0.27,1238.58
93.00,0.27,1239.89
93.10,0.28,1241.16
93.20,0.28,1242.46
93.30,0.28,1243.85
93.40,0.28,1245.16
93.50,0.28,1246.50
93.60,0.28,1247.73
93.70,0.28,1249.05
93.80,0.28,1250.37
93.90,0.28,1251.68
94.00,0.28,1253.04
94.10,0.28,1254.37
94.20,0.28,1255.71
94.30,0.28,1256.98
94.40,0.28,1258.29
94.50,0.28,1259.55
94.60,0.28,1260.97
94.70,0.28,1262.27
94.80,0.28,1263.60
94.90,0.28,1264.92
95.00,0.28,1266.29
95.10,0.28,1267.52
95.20,0.28,1268.96
95.30,0.28,1270.08
95.40,0.28,1271.51
95.50,0.28,1272.84
95.60,0.28,1274.24
95.70,0.28,1275.41
95.80,0.28,1276.75
95.90,0.28,1278.09
96.00,0.28,1279.37
96.10,0.28,1280.75
96.20,0.28,1282.04
96.30,0.28,1283.40
96.40,0.28,1284.66
96.50,0.28,1285.95
96.60,0.29,1287.25
96.70,0.29,1288.58
96.80,0.29,1289.92
96.90,0.29,1291.27
97.00,0.29,1292.59
97.10,0.29,1293.84
97.20,0.29,1295.11
97.30,0.29,1296.51
97.40,0.29,1297.83
97.50,0.29,1299.18
97.60,0.29,1300.49
97.70,0.29,1301.88
97.80,0.29,1303.10
97.90,0.29,1304.46
98.00,0.29,1305.76
98.10,0.29,1307.07
98.20,0.29,1308.46
98.30,0.29,1309.77
98.40,0.29,1311.10
98.50,0.29,1312.30
98.60,0.29,1313.59
98.70,0.29,1314.99
98.80,0.29,1316.29
98.90,0.29,1317.61
99.00,0.29,1318.93
99.10,0.29,1320.17
99.20,0.29,1321.49
99.30,0.29,1322.80
99.40,0.29,1324.17
99.50,0.29,1325.48
99.60,0.29,1326.86
99.70,0.29,1328.09
99.80,0.29,1329.39
99.90,0.29,1330.70
100.00,0.29,1332.04
100.10,0.30,1333.38
100.20,0.30,1334.72
100.30,0.30,1336.09
100.40,0.30,1337.30
100.50,0.30,1338.63
100.60,0.30,1339.98
100.70,0.30,1341.32
100.80,0.30,1342.65
100.90,0.30,1344.02
101.00,0.30,1345.35
101.10,0.30,1346.61
101.20,0.30,1347.93
101.30,0.30,1349.26
101.40,0.30,1350.60
101.50,0.30,1351.94
101.60,0.30,1353.19
101.70,0.30,1354.54
101.80,0.30,1355.77
101.90,0.30,1357.08
102.00,0.30,1358.41
102.10,0.30,1359.75
102.20,0.30,1361.07
102.30,0.30,1362.38
102.40,0.30,1363.59
102.50,0.30,1364.94
102.60,0.30,1366.27
102.70,0.30,1367.60
102.80,0.30,1368.94
102.90,0.30,1370.30
103.00,0.30,1371.61
103.10,0.30,1372.90
103.20,0.30,1374.19
103.30,0.30,1375.51
103.40,0.30,1376.80
103.50,0.30,1378.21
103.60,0.31,1379.52
103.70,0.31,1380.84
103.80,0.31,1382.23
103.90,0.31,1383.46
104.00,0.31,1384.79
104.10,0.31,1386.13
104.20,0.31,1387.42
104.30,0.31,1388.73
104.40,0.31,1390.09
104.50,0.31,1391.38
104.60,0.31,1392.68
104.70,0.31,1393.98
104.80,0.31,1395.33
104.90,0.31,1396.69
105.00,0.31,1397.94
105.10,0.31,1399.13
105.20,0.31,1400.46
105.30,0.31,1401.90
105.40,0.31,1403.21
105.50,0.31,1404.56
105.60,0.31,1405.85
105.70,0.31,1407.07
105.80,0.31,1408.43
105.90,0.31,1409.77
106.00,0.31,1411.09
106.10,0.31,1412.51
106.20,0.31,1413.81
106.30,0.31,1415.09
106.40,0.31,1416.32
106.50,0.31,1417.64
106.60,0.31,1419.04
106.70,0.31,1420.37
106.80,0.31,1421.71
106.90,0.31,1423.05
107.00,0.31,1424.34
107.10,0.32,1425.64
107.20,0.32,1426.94
107.30,0.32,1428.26
107.40,0.32,1429.62
107.50,0.32,1430.92
107.60,0.32,1432.20
107.70,0.32,1433.50
107.80,0.32,1434.78
107.90,0.32,1436.09
108.00,0.32,1437.45
108.10,0.32,1438.77
108.20,0.32,1440.06
108.30,0.32,1441.38
108.40,0.32,1442.66
108.50,0.32,1444.04
108.60,0.32,1445.37
108.70,0.32,1446.71
108.80,0.32,1448.03
108.90,0.32,1449.34
109.00,0.32,1450.68
109.10,0.32,1451.98
109.20,0.32,1453.24
109.30,0.32,1454.61
109.40,0.32,1455.98
109.50,0.32,1457.24
109.60,0.32,1458.62
109.70,0.32,1459.88
109.80,0.32,1461.20
109.90,0.32,1462.55
110.00,0.32,1463.85
110.10,0.32,1465.20
110.20,0.32,1466.50
110.30,0.32,1467.71
110.40,0.32,1468.99
110.50,0.33,1470.35
110.60,0.33,1471.69
110.70,0.33,1473.05
110.80,0.33,1474.31
110.90,0.33,1475.59
111.00,0.33,1476.92
111.10,0.33,1478.24
111.20,0.33,1479.57
111.30,0.33,1480.91
111.40,0.33,1482.30
111.50,0.33,1483.54
111.60,0.33,1484.86
111.70,0.33,1486.18
111.80,0.33,1487.52
111.90,0.33,1488.88
112.00,0.33,1490.29
112.10,0.33,1491.42
112.20,0.33,1492.80
112.30,0.33,1494.14
112.40,0.33,1495.49
