Specimen choice input : Material,Steel,,,,
Specimen properties : Geometry,Rectangular,,,,
Width,13.03,mm,,,
Thickness,3.57,mm,,,
,,,,,
Time,Extension,Load,,,
(s),(mm),(N),,Stress,Strain
146.2,-1.25371,1840.86,,122511.0629,-0.010406138
146.3,-1.25329,1842.11,,122594.2517,-0.010402652
146.4,-1.25294,1843.38,,122678.7714,-0.010399747
146.5,-1.25252,1844.55,,122756.6361,-0.010396261
146.6,-1.25218,1845.82,,122841.1559,-0.010393439
146.7,-1.25175,1846.98,,122918.355,-0.01038987
146.8,-1.25132,1848.27,,123004.2058,-0.010386301
146.9,-1.25098,1849.55,,123089.3911,-0.010383479
147,-1.25055,1850.79,,123171.9143,-0.01037991
147.1,-1.25021,1852.05,,123255.7686,-0.010377088
147.2,-1.24978,1853.27,,123336.9608,-0.010373518
147.3,-1.24944,1854.52,,123420.1495,-0.010370696
147.4,-1.24902,1855.8,,123505.3348,-0.01036721
147.5,-1.24859,1857.03,,123587.1925,-0.010363641
147.6,-1.24825,1858.33,,123673.7088,-0.010360819
147.7,-1.24782,1859.56,,123755.5665,-0.01035725
147.8,-1.24748,1860.84,,123840.7518,-0.010354428
147.9,-1.24705,1862.24,,123933.9232,-0.010350859
148,-1.24663,1863.3,,124004.4672,-0.010347373
148.1,-1.24628,1864.7,,124097.6386,-0.010344467
148.2,-1.24586,1865.82,,124172.1757,-0.010340981
148.3,-1.24543,1867.16,,124261.3541,-0.010337412
148.4,-1.24509,1868.37,,124341.8808,-0.01033459
148.5,-1.24466,1869.59,,124423.073,-0.010331021
148.6,-1.24432,1870.9,,124510.2548,-0.010328199
148.7,-1.24389,1872.07,,124588.1195,-0.01032463
148.8,-1.24355,1873.36,,124673.9702,-0.010321808
148.9,-1.24321,1874.64,,124759.1555,-0.010318986
149,-1.24278,1875.81,,124837.0202,-0.010315416
149.1,-1.24236,1877.07,,124920.8744,-0.01031193
149.2,-1.24202,1878.33,,125004.7287,-0.010309108
149.3,-1.24159,1879.55,,125085.9209,-0.010305539
149.4,-1.24125,1880.83,,125171.1062,-0.010302717
149.5,-1.24082,1882.06,,125252.9639,-0.010299148
149.6,-1.24039,1883.36,,125339.4802,-0.010295579
149.7,-1.24005,1884.65,,125425.331,-0.010292757
149.8,-1.23962,1885.87,,125506.5232,-0.010289188
149.9,-1.23928,1887.17,,125593.0395,-0.010286366
150,-1.23886,1888.39,,125674.2317,-0.010282879
150.1,-1.23851,1889.74,,125764.0755,-0.010279974
150.2,-1.23809,1890.96,,125845.2677,-0.010276488
150.3,-1.23766,1892.19,,125927.1255,-0.010272919
150.4,-1.23732,1893.43,,126009.6487,-0.010270097
150.5,-1.23689,1894.68,,126092.8374,-0.010266528
150.6,-1.23655,1895.95,,126177.3572,-0.010263706
150.7,-1.23612,1897.15,,126257.2184,-0.010260137
150.8,-1.2357,1898.36,,126337.7451,-0.010256651
150.9,-1.23536,1899.68,,126425.5924,-0.010253828
151,-1.23493,1900.91,,126507.4501,-0.010250259
151.1,-1.23459,1902.16,,126590.6389,-0.010247437
151.2,-1.23416,1903.37,,126671.1656,-0.010243868
151.3,-1.23373,1904.56,,126750.3613,-0.010240299
151.4,-1.23339,1905.88,,126838.2086,-0.010237477
151.5,-1.23305,1907.07,,126917.4043,-0.010234655
151.6,-1.23262,1908.35,,127002.5895,-0.010231086
151.7,-1.23228,1909.61,,127086.4438,-0.010228264
151.8,-1.23185,1910.84,,127168.3015,-0.010224694
151.9,-1.23143,1912.18,,127257.4798,-0.010221208
152,-1.231,1913.41,,127339.3376,-0.010217639
152.1,-1.23066,1914.63,,127420.5298,-0.010214817
152.2,-1.23032,1915.96,,127509.0426,-0.010211995
152.3,-1.22981,1917.15,,127588.2383,-0.010207762
152.4,-1.22946,1918.42,,127672.758,-0.010204857
152.5,-1.22912,1919.68,,127756.6123,-0.010202035
152.6,-1.2287,1920.94,,127840.4665,-0.010198549
152.7,-1.22835,1922.21,,127924.9863,-0.010195643
152.8,-1.22793,1923.44,,128006.844,-0.010192157
152.9,-1.2275,1924.72,,128092.0293,-0.010188588
153,-1.22716,1925.96,,128174.5525,-0.010185766
153.1,-1.22673,1927.11,,128251.0862,-0.010182197
153.2,-1.22639,1928.44,,128339.599,-0.010179375
153.3,-1.22596,1929.72,,128424.7843,-0.010175806
153.4,-1.22562,1930.95,,128506.642,-0.010172984
153.5,-1.2252,1932.17,,128587.8342,-0.010169498
153.6,-1.22477,1933.38,,128668.3609,-0.010165929
153.7,-1.22443,1934.76,,128760.2013,-0.010163106
153.8,-1.224,1935.92,,128837.4004,-0.010159537
153.9,-1.22357,1937.23,,128924.5822,-0.010155968
154,-1.22323,1938.44,,129005.1089,-0.010153146
154.1,-1.2228,1939.69,,129088.2977,-0.010149577
154.2,-1.22246,1940.97,,129173.483,-0.010146755
154.3,-1.22204,1942.33,,129263.9923,-0.010143269
154.4,-1.22169,1943.51,,129342.5225,-0.010140364
154.5,-1.22127,1944.79,,129427.7077,-0.010136878
154.6,-1.22084,1946.02,,129509.5655,-0.010133308
154.7,-1.2205,1947.3,,129594.7507,-0.010130486
154.8,-1.22007,1948.55,,129677.9395,-0.010126917
154.9,-1.21973,1949.79,,129760.4627,-0.010124095
155,-1.2193,1950.99,,129840.3239,-0.010120526
155.1,-1.21888,1952.14,,129916.8576,-0.01011704
155.2,-1.21854,1953.49,,130006.7014,-0.010114218
155.3,-1.21811,1954.68,,130085.8971,-0.010110649
155.4,-1.21777,1955.91,,130167.7548,-0.010107827
155.5,-1.21743,1957.28,,130258.9297,-0.010105004
155.6,-1.217,1958.4,,130333.4668,-0.010101435
155.7,-1.21657,1959.73,,130421.9796,-0.010097866
155.8,-1.21623,1960.95,,130503.1718,-0.010095044
155.9,-1.2158,1962.23,,130588.3571,-0.010091475
156,-1.21546,1963.53,,130674.8734,-0.010088653
156.1,-1.21504,1964.77,,130757.3966,-0.010085167
156.2,-1.21461,1966.04,,130841.9164,-0.010081598
156.3,-1.21427,1967.34,,130928.4327,-0.010078776
156.4,-1.21384,1968.52,,131006.9628,-0.010075206
156.5,-1.2135,1969.82,,131093.4791,-0.010072384
156.6,-1.21307,1971.07,,131176.6679,-0.010068815
156.7,-1.21264,1972.31,,131259.1911,-0.010065246
156.8,-1.2123,1973.55,,131341.7143,-0.010062424
156.9,-1.21188,1974.75,,131421.5755,-0.010058938
157,-1.21153,1976.06,,131508.7573,-0.010056033
157.1,-1.21111,1977.29,,131590.6151,-0.010052547
157.2,-1.21068,1978.58,,131676.4658,-0.010048978
157.3,-1.21034,1979.78,,131756.327,-0.010046156
157.4,-1.20991,1980.95,,131834.1917,-0.010042586
157.5,-1.20957,1982.32,,131925.3666,-0.010039764
157.6,-1.20914,1983.43,,131999.2382,-0.010036195
157.7,-1.2088,1984.7,,132083.7579,-0.010033373
157.8,-1.20846,1986.06,,132174.2673,-0.010030551
157.9,-1.20795,1987.25,,132253.463,-0.010026318
158,-1.20761,1988.61,,132343.9723,-0.010023496
158.1,-1.20718,1989.79,,132422.5025,-0.010019927
158.2,-1.20675,1990.99,,132502.3637,-0.010016358
158.3,-1.20641,1992.37,,132594.204,-0.010013535
158.4,-1.20598,1993.53,,132671.4032,-0.010009966
158.5,-1.20564,1994.86,,132759.916,-0.010007144
158.6,-1.2053,1996.13,,132844.4358,-0.010004322
158.7,-1.20488,1997.34,,132924.9625,-0.010000836
158.8,-1.20445,1998.66,,133012.8098,-0.009997267
158.9,-1.20402,1999.8,,133088.6779,-0.009993698
159,-1.20368,2001.1,,133175.1942,-0.009990876
159.1,-1.20334,2002.36,,133259.0485,-0.009988054
159.2,-1.20291,2003.58,,133340.2407,-0.009984484
159.3,-1.20257,2004.85,,133424.7605,-0.009981662
159.4,-1.20214,2006.09,,133507.2837,-0.009978093
159.5,-1.20172,2007.3,,133587.8104,-0.009974607
159.6,-1.20137,2008.5,,133667.6716,-0.009971702
159.7,-1.20095,2009.67,,133745.5362,-0.009968216
159.8,-1.20061,2011.05,,133837.3766,-0.009965394
159.9,-1.20018,2012.22,,133915.2413,-0.009961825
160,-1.19975,2013.52,,134001.7576,-0.009958256
160.1,-1.19941,2014.82,,134088.2739,-0.009955434
160.2,-1.19898,2016.04,,134169.4661,-0.009951864
160.3,-1.19856,2017.32,,134254.6513,-0.009948378
160.4,-1.19822,2018.62,,134341.1676,-0.009945556
160.5,-1.19779,2019.85,,134423.0254,-0.009941987
160.6,-1.19745,2021.14,,134508.8761,-0.009939165
160.7,-1.19702,2022.4,,134592.7304,-0.009935596
160.8,-1.19659,2023.66,,134676.5846,-0.009932027
160.9,-1.19625,2024.86,,134756.4458,-0.009929205
161,-1.19582,2026.1,,134838.9691,-0.009925636
161.1,-1.19548,2027.39,,134924.8199,-0.009922813
161.2,-1.19506,2028.61,,135006.0121,-0.009919327
161.3,-1.19463,2029.91,,135092.5284,-0.009915758
161.4,-1.19429,2031.1,,135171.724,-0.009912936
161.5,-1.19386,2032.26,,135248.9232,-0.009909367
161.6,-1.19352,2033.66,,135342.0946,-0.009906545
161.7,-1.19309,2034.83,,135419.9593,-0.009902976
161.8,-1.19267,2036.14,,135507.1411,-0.00989949
161.9,-1.19232,2037.34,,135587.0022,-0.009896585
162,-1.1919,2038.55,,135667.529,-0.009893098
162.1,-1.19156,2039.91,,135758.0383,-0.009890276
162.2,-1.19113,2041.11,,135837.8995,-0.009886707
162.3,-1.1907,2042.37,,135921.7537,-0.009883138
162.4,-1.19036,2043.64,,136006.2735,-0.009880316
162.5,-1.18993,2044.84,,136086.1347,-0.009876747
162.6,-1.18959,2046.17,,136174.6475,-0.009873925
162.7,-1.18916,2047.51,,136263.8259,-0.009870356
162.8,-1.18874,2048.7,,136343.0215,-0.00986687
162.9,-1.1884,2049.94,,136425.5448,-0.009864047
163,-1.18797,2051.22,,136510.73,-0.009860478
163.1,-1.18763,2052.45,,136592.5878,-0.009857656
163.2,-1.1872,2053.66,,136673.1145,-0.009854087
163.3,-1.18686,2054.89,,136754.9722,-0.009851265
163.4,-1.18643,2056.16,,136839.492,-0.009847696
163.5,-1.18601,2057.31,,136916.0256,-0.00984421
163.6,-1.18566,2058.66,,137005.8694,-0.009841305
163.7,-1.18532,2059.93,,137090.3892,-0.009838483
163.8,-1.18481,2061.12,,137169.5849,-0.009834249
163.9,-1.18447,2062.41,,137255.4357,-0.009831427
164,-1.18404,2063.58,,137333.3003,-0.009827858
164.1,-1.1837,2064.9,,137421.1476,-0.009825036
164.2,-1.18327,2066.2,,137507.6639,-0.009821467
164.3,-1.18285,2067.46,,137591.5182,-0.009817981
164.4,-1.18251,2068.73,,137676.038,-0.009815159
164.5,-1.18208,2069.94,,137756.5647,-0.00981159
164.6,-1.18165,2071.21,,137841.0844,-0.009808021
164.7,-1.18131,2072.49,,137926.2697,-0.009805199
164.8,-1.18088,2073.73,,138008.7929,-0.009801629
164.9,-1.18054,2075.07,,138097.9713,-0.009798807
165,-1.18011,2076.23,,138175.1704,-0.009795238
165.1,-1.17969,2077.44,,138255.6971,-0.009791752
165.2,-1.17935,2078.79,,138345.541,-0.00978893
165.3,-1.17892,2079.95,,138422.7401,-0.009785361
165.4,-1.17858,2081.22,,138507.2599,-0.009782539
165.5,-1.17815,2082.47,,138590.4486,-0.00977897
165.6,-1.17772,2083.62,,138666.9823,-0.009775401
165.7,-1.17738,2084.98,,138757.4916,-0.009772578
165.8,-1.17696,2086.12,,138833.3597,-0.009769092
165.9,-1.17661,2087.48,,138923.8691,-0.009766187
166,-1.17619,2088.68,,139003.7303,-0.009762701
166.1,-1.17585,2089.9,,139084.9225,-0.009759879
166.2,-1.17542,2091.25,,139174.7663,-0.00975631
166.3,-1.17499,2092.42,,139252.631,-0.009752741
166.4,-1.17465,2093.77,,139342.4748,-0.009749919
166.5,-1.17422,2094.98,,139423.0015,-0.00974635
166.6,-1.1738,2096.24,,139506.8558,-0.009742863
166.7,-1.17346,2097.57,,139595.3686,-0.009740041
166.8,-1.17303,2098.78,,139675.8953,-0.009736472
166.9,-1.1726,2100.03,,139759.0841,-0.009732903
167,-1.17226,2101.31,,139844.2693,-0.009730081
167.1,-1.17183,2102.58,,139928.7891,-0.009726512
167.2,-1.17149,2103.78,,140008.6503,-0.00972369
167.3,-1.17106,2105.03,,140091.839,-0.009720121
167.4,-1.17064,2106.2,,140169.7037,-0.009716635
167.5,-1.1703,2107.54,,140258.882,-0.009713812
167.6,-1.16987,2108.72,,140337.4122,-0.009710243
167.7,-1.16953,2110,,140422.5975,-0.009707421
167.8,-1.1691,2111.24,,140505.1207,-0.009703852
167.9,-1.16876,2112.4,,140582.3199,-0.00970103
168,-1.16842,2113.75,,140672.1637,-0.009698208
168.1,-1.16791,2114.92,,140750.0284,-0.009693975
168.2,-1.16756,2116.2,,140835.2136,-0.00969107
168.3,-1.16722,2117.49,,140921.0644,-0.009688248
168.4,-1.16671,2118.71,,141002.2566,-0.009684015
168.5,-1.16637,2120.02,,141089.4384,-0.009681192
168.6,-1.16594,2121.25,,141171.2962,-0.009677623
168.7,-1.16552,2122.56,,141258.478,-0.009674137
168.8,-1.16517,2123.81,,141341.6667,-0.009671232
168.9,-1.16475,2125.03,,141422.8589,-0.009667746
169,-1.16441,2126.36,,141511.3717,-0.009664924
169.1,-1.16398,2127.57,,141591.8984,-0.009661355
169.2,-1.16355,2128.83,,141675.7527,-0.009657786
169.3,-1.16321,2130.06,,141757.6104,-0.009654964
169.4,-1.16278,2131.32,,141841.4647,-0.009651394
169.5,-1.16244,2132.56,,141923.9879,-0.009648572
169.6,-1.16201,2133.78,,142005.1801,-0.009645003
169.7,-1.16159,2134.92,,142081.0482,-0.009641517
169.8,-1.16125,2136.3,,142172.8886,-0.009638695
169.9,-1.16082,2137.46,,142250.0878,-0.009635126
170,-1.16039,2138.82,,142340.5971,-0.009631557
170.1,-1.15997,2140.09,,142425.1169,-0.009628071
170.2,-1.15962,2141.25,,142502.316,-0.009625166
170.3,-1.15928,2142.57,,142590.1634,-0.009622343
170.4,-1.15886,2143.84,,142674.6831,-0.009618857
170.5,-1.15843,2145.05,,142755.2098,-0.009615288
170.6,-1.15809,2146.32,,142839.7296,-0.009612466
170.7,-1.15766,2147.57,,142922.9183,-0.009608897
170.8,-1.15723,2148.82,,143006.1071,-0.009605328
170.9,-1.15689,2150.15,,143094.6199,-0.009602506
171,-1.15646,2151.34,,143173.8156,-0.009598937
171.1,-1.15612,2152.69,,143263.6594,-0.009596115
171.2,-1.15561,2153.83,,143339.5275,-0.009591881
171.3,-1.15527,2155.1,,143424.0473,-0.009589059
171.4,-1.15493,2156.4,,143510.5636,-0.009586237
171.5,-1.1545,2157.54,,143586.4317,-0.009582668
171.6,-1.15416,2158.85,,143673.6135,-0.009579846
171.7,-1.15373,2160.05,,143753.4747,-0.009576277
171.8,-1.15331,2161.31,,143837.329,-0.009572791
171.9,-1.15288,2162.62,,143924.5108,-0.009569222
172,-1.15254,2163.77,,144001.0444,-0.0095664
172.1,-1.15211,2165.06,,144086.8952,-0.00956283
172.2,-1.15168,2166.34,,144172.0805,-0.009559261
172.3,-1.15134,2167.53,,144251.2762,-0.009556439
172.4,-1.151,2168.92,,144343.782,-0.009553617
172.5,-1.15057,2170.07,,144420.3157,-0.009550048
172.6,-1.15015,2171.39,,144508.163,-0.009546562
172.7,-1.14972,2172.68,,144594.0138,-0.009542993
172.8,-1.14929,2173.86,,144672.544,-0.009539424
172.9,-1.14895,2175.21,,144762.3878,-0.009536602
173,-1.14852,2176.42,,144842.9145,-0.009533032
173.1,-1.14818,2177.67,,144926.1032,-0.00953021
173.2,-1.14776,2178.98,,145013.285,-0.009526724
173.3,-1.14733,2180.18,,145093.1462,-0.009523155
173.4,-1.14699,2181.41,,145175.004,-0.009520333
173.5,-1.14656,2182.65,,145257.5272,-0.009516764
173.6,-1.14622,2183.93,,145342.7125,-0.009513942
173.7,-1.14579,2185.21,,145427.8977,-0.009510373
173.8,-1.14537,2186.37,,145505.0969,-0.009506887
173.9,-1.14502,2187.65,,145590.2822,-0.009503982
174,-1.1446,2188.87,,145671.4744,-0.009500495
174.1,-1.14417,2190.07,,145751.3356,-0.009496926
174.2,-1.14383,2191.39,,145839.1829,-0.009494104
174.3,-1.1434,2192.59,,145919.0441,-0.009490535
174.4,-1.14306,2193.9,,146006.2259,-0.009487713
174.5,-1.14263,2195.18,,146091.4112,-0.009484144
174.6,-1.14221,2196.35,,146169.2758,-0.009480658
174.7,-1.14186,2197.72,,146260.4507,-0.009477753
174.8,-1.14144,2198.92,,146340.3119,-0.009474267
174.9,-1.14101,2200.26,,146429.4902,-0.009470697
175,-1.14067,2201.48,,146510.6824,-0.009467875
175.1,-1.14024,2202.73,,146593.8712,-0.009464306
175.2,-1.1399,2204.04,,146681.053,-0.009461484
175.3,-1.13947,2205.21,,146758.9176,-0.009457915
175.4,-1.13905,2206.48,,146843.4374,-0.009454429
175.5,-1.13871,2207.75,,146927.9571,-0.009451607
175.6,-1.13828,2208.98,,147009.8149,-0.009448038
175.7,-1.13794,2210.23,,147093.0036,-0.009445216
175.8,-1.13751,2211.42,,147172.1993,-0.009441646
175.9,-1.13708,2212.61,,147251.395,-0.009438077
176,-1.13674,2213.96,,147341.2388,-0.009435255
176.1,-1.13632,2215.07,,147415.1104,-0.009431769
176.2,-1.13597,2216.36,,147500.9612,-0.009428864
176.3,-1.13555,2217.66,,147587.4775,-0.009425378
176.4,-1.13512,2218.83,,147665.3422,-0.009421809
176.5,-1.13478,2220.17,,147754.5205,-0.009418987
176.6,-1.13435,2221.44,,147839.0403,-0.009415418
176.7,-1.13392,2222.6,,147916.2394,-0.009411848
176.8,-1.13358,2223.94,,148005.4177,-0.009409026
176.9,-1.13307,2225.14,,148085.2789,-0.009404793
177,-1.13273,2226.45,,148172.4607,-0.009401971
177.1,-1.1323,2227.73,,148257.646,-0.009398402
177.2,-1.13196,2228.92,,148336.8417,-0.00939558
177.3,-1.13153,2230.3,,148428.6821,-0.009392011
177.4,-1.13111,2231.48,,148507.2122,-0.009388525
177.5,-1.13077,2232.74,,148591.0665,-0.009385703
177.6,-1.13034,2233.97,,148672.9242,-0.009382133
177.7,-1.12991,2235.2,,148754.7819,-0.009378564
177.8,-1.12957,2236.52,,148842.6292,-0.009375742
177.9,-1.12914,2237.69,,148920.4939,-0.009372173
178,-1.1288,2238.95,,149004.3482,-0.009369351
178.1,-1.12837,2240.19,,149086.8714,-0.009365782
178.2,-1.12795,2241.47,,149172.0567,-0.009362296
178.3,-1.12761,2242.72,,149255.2454,-0.009359474
178.4,-1.12718,2243.87,,149331.7791,-0.009355905
178.5,-1.12675,2245.26,,149424.2849,-0.009352335
178.6,-1.12641,2246.49,,149506.1427,-0.009349513
178.7,-1.12598,2247.73,,149588.6659,-0.009345944
178.8,-1.12564,2249.1,,149679.8408,-0.009343122
178.9,-1.12522,2250.25,,149756.3744,-0.009339636
179,-1.12479,2251.54,,149842.2252,-0.009336067
179.1,-1.12445,2252.82,,149927.4104,-0.009333245
179.2,-1.12394,2254.02,,150007.2716,-0.009329012
179.3,-1.12359,2255.35,,150095.7845,-0.009326107
179.4,-1.12317,2256.54,,150174.9801,-0.009322621
179.5,-1.12274,2257.83,,150260.8309,-0.009319051
179.6,-1.1224,2259.07,,150343.3542,-0.009316229
179.7,-1.12197,2260.19,,150417.8913,-0.00931266
179.8,-1.12163,2261.54,,150507.7351,-0.009309838
179.9,-1.1212,2262.72,,150586.2653,-0.009306269
180,-1.12078,2263.95,,150668.123,-0.009302783
180.1,-1.12043,2265.3,,150757.9669,-0.009299878
180.2,-1.12001,2266.46,,150835.166,-0.009296392
180.3,-1.11958,2267.75,,150921.0168,-0.009292823
180.4,-1.11924,2269.08,,151009.5296,-0.00929
180.5,-1.11881,2270.22,,151085.3977,-0.009286431
180.6,-1.11847,2271.52,,151171.914,-0.009283609
180.7,-1.11804,2272.78,,151255.7683,-0.00928004
180.8,-1.11762,2274.08,,151342.2846,-0.009276554
180.9,-1.11719,2275.35,,151426.8043,-0.009272985
181,-1.11676,2276.51,,151504.0035,-0.009269416
181.1,-1.11642,2277.87,,151594.5129,-0.009266594
181.2,-1.116,2279.12,,151677.7016,-0.009263108
181.3,-1.11557,2280.37,,151760.8903,-0.009259538
181.4,-1.11523,2281.6,,151842.7481,-0.009256716
181.5,-1.1148,2282.86,,151926.6023,-0.009253147
181.6,-1.11437,2284.07,,152007.129,-0.009249578
181.7,-1.11403,2285.34,,152091.6488,-0.009246756
181.8,-1.1136,2286.48,,152167.5169,-0.009243187
181.9,-1.11326,2287.83,,152257.3608,-0.009240365
182,-1.11284,2289.08,,152340.5495,-0.009236879
182.1,-1.11241,2290.32,,152423.0727,-0.00923331
182.2,-1.11207,2291.62,,152509.589,-0.009230487
182.3,-1.11164,2292.76,,152585.4572,-0.009226918
182.4,-1.11121,2294.02,,152669.3114,-0.009223349
182.5,-1.11079,2295.33,,152756.4932,-0.009219863
182.6,-1.11045,2296.49,,152833.6924,-0.009217041
182.7,-1.1101,2297.88,,152926.1982,-0.009214136
182.8,-1.10968,2299.12,,153008.7215,-0.00921065
182.9,-1.10925,2300.36,,153091.2447,-0.009207081
183,-1.10882,2301.66,,153177.761,-0.009203512
183.1,-1.1084,2302.94,,153262.9463,-0.009200025
183.2,-1.10805,2304.16,,153344.1385,-0.00919712
183.3,-1.10763,2305.39,,153425.9962,-0.009193634
183.4,-1.1072,2306.65,,153509.8505,-0.009190065
183.5,-1.10686,2307.91,,153593.7047,-0.009187243
183.6,-1.10643,2309.14,,153675.5624,-0.009183674
183.7,-1.10609,2310.42,,153760.7477,-0.009180852
183.8,-1.10566,2311.6,,153839.2779,-0.009177283
183.9,-1.10524,2312.82,,153920.4701,-0.009173797
184,-1.1049,2314.12,,154006.9864,-0.009170974
184.1,-1.10447,2315.35,,154088.8441,-0.009167405
184.2,-1.10404,2316.56,,154169.3708,-0.009163836
184.3,-1.1037,2317.82,,154253.2251,-0.009161014
184.4,-1.10327,2318.98,,154330.4242,-0.009157445
184.5,-1.10293,2320.29,,154417.606,-0.009154623
184.6,-1.10242,2321.55,,154501.4603,-0.00915039
184.7,-1.10208,2322.84,,154587.3111,-0.009147568
184.8,-1.10165,2324.11,,154671.8308,-0.009143999
184.9,-1.10122,2325.3,,154751.0265,-0.009140429
185,-1.10088,2326.66,,154841.5359,-0.009137607
185.1,-1.10046,2327.86,,154921.397,-0.009134121
185.2,-1.10003,2329.17,,155008.5788,-0.009130552
185.3,-1.09969,2330.44,,155093.0986,-0.00912773
185.4,-1.09918,2331.64,,155172.9598,-0.009123497
185.5,-1.09883,2332.88,,155255.483,-0.009120592
185.6,-1.09849,2334.23,,155345.3269,-0.00911777
185.7,-1.09798,2335.37,,155421.195,-0.009113537
185.8,-1.09764,2336.73,,155511.7044,-0.009110714
185.9,-1.0973,2337.91,,155590.2345,-0.009107892
186,-1.09687,2339.14,,155672.0923,-0.009104323
186.1,-1.09653,2340.45,,155759.2741,-0.009101501
186.2,-1.09602,2341.58,,155834.4767,-0.009097268
186.3,-1.09567,2342.87,,155920.3275,-0.009094363
186.4,-1.09525,2344.12,,156003.5162,-0.009090877
186.5,-1.09482,2345.32,,156083.3774,-0.009087308
186.6,-1.09448,2346.68,,156173.8868,-0.009084486
186.7,-1.09405,2347.86,,156252.4169,-0.009080916
186.8,-1.09363,2349.21,,156342.2608,-0.00907743
186.9,-1.09328,2350.43,,156423.453,-0.009074525
187,-1.09286,2351.68,,156506.6417,-0.009071039
187.1,-1.09252,2352.98,,156593.158,-0.009068217
187.2,-1.09209,2354.23,,156676.3468,-0.009064648
187.3,-1.09166,2355.45,,156757.539,-0.009061079
187.4,-1.09132,2356.75,,156844.0553,-0.009058257
187.5,-1.09081,2357.91,,156921.2544,-0.009054024
187.6,-1.09047,2359.3,,157013.7603,-0.009051201
187.7,-1.09004,2360.47,,157091.625,-0.009047632
187.8,-1.0897,2361.63,,157168.8241,-0.00904481
187.9,-1.08927,2363.03,,157261.9955,-0.009041241
188,-1.08893,2364.1,,157333.2051,-0.009038419
188.1,-1.0885,2365.46,,157423.7144,-0.00903485
188.2,-1.08808,2366.69,,157505.5721,-0.009031364
188.3,-1.08765,2367.86,,157583.4368,-0.009027795
188.4,-1.08731,2369.26,,157676.6082,-0.009024973
188.5,-1.08688,2370.4,,157752.4763,-0.009021404
188.6,-1.08645,2371.73,,157840.9892,-0.009017834
188.7,-1.08611,2372.97,,157923.5124,-0.009015012
188.8,-1.08569,2374.21,,158006.0356,-0.009011526
188.9,-1.08526,2375.54,,158094.5484,-0.009007957
189,-1.08492,2376.74,,158174.4096,-0.009005135
189.1,-1.08449,2377.93,,158253.6053,-0.009001566
189.2,-1.08406,2379.33,,158346.7767,-0.008997997
189.3,-1.08364,2380.44,,158420.6483,-0.008994511
189.4,-1.08329,2381.83,,158513.1542,-0.008991606
189.5,-1.08287,2383.02,,158592.3499,-0.008988119
189.6,-1.08244,2384.22,,158672.2111,-0.00898455
189.7,-1.0821,2385.57,,158762.0549,-0.008981728
189.8,-1.08167,2386.75,,158840.5851,-0.008978159
189.9,-1.08125,2388.03,,158925.7704,-0.008974673
190,-1.0809,2389.3,,159010.2901,-0.008971768
190.1,-1.08048,2390.48,,159088.8203,-0.008968282
190.2,-1.08014,2391.71,,159170.678,-0.00896546
190.3,-1.07962,2392.94,,159252.5357,-0.008961144
190.4,-1.07928,2394.25,,159339.7175,-0.008958321
190.5,-1.07894,2395.47,,159420.9098,-0.008955499
190.6,-1.07843,2396.66,,159500.1054,-0.008951266
190.7,-1.07809,2398.05,,159592.6113,-0.008948444
190.8,-1.07766,2399.23,,159671.1415,-0.008944875
190.9,-1.07723,2400.53,,159757.6578,-0.008941306
191,-1.07689,2401.82,,159843.5086,-0.008938484
191.1,-1.07646,2403.02,,159923.3698,-0.008934915
191.2,-1.07612,2404.37,,160013.2136,-0.008932093
191.3,-1.07561,2405.56,,160092.4093,-0.008927859
191.4,-1.07527,2406.79,,160174.267,-0.008925037
191.5,-1.07484,2408.12,,160262.7798,-0.008921468
191.6,-1.07442,2409.27,,160339.3135,-0.008917982
191.7,-1.07399,2410.58,,160426.4953,-0.008914413
191.8,-1.07365,2411.8,,160507.6875,-0.008911591
191.9,-1.07322,2412.97,,160585.5521,-0.008908022
192,-1.07288,2414.34,,160676.727,-0.0089052
192.1,-1.07245,2415.48,,160752.5951,-0.008901631
192.2,-1.07202,2416.78,,160839.1114,-0.008898061
192.3,-1.07168,2418.06,,160924.2967,-0.008895239
192.4,-1.07117,2419.17,,160998.1683,-0.008891006
192.5,-1.07083,2420.51,,161087.3466,-0.008888184
192.6,-1.0704,2421.71,,161167.2078,-0.008884615
192.7,-1.06998,2422.92,,161247.7345,-0.008881129
192.8,-1.06963,2424.29,,161338.9094,-0.008878224
192.9,-1.06921,2425.45,,161416.1086,-0.008874738
193,-1.06878,2426.77,,161503.9559,-0.008871169
193.1,-1.06835,2428.03,,161587.8101,-0.008867599
193.2,-1.06793,2429.27,,161670.3334,-0.008864113
193.3,-1.06758,2430.62,,161760.1772,-0.008861208
193.4,-1.06716,2431.8,,161838.7074,-0.008857722
193.5,-1.06673,2433.09,,161924.5581,-0.008854153
193.6,-1.06639,2434.38,,162010.4089,-0.008851331
193.7,-1.06596,2435.57,,162089.6046,-0.008847762
193.8,-1.06554,2436.9,,162178.1174,-0.008844276
193.9,-1.06519,2438.11,,162258.6441,-0.008841371
194,-1.06468,2439.33,,162339.8364,-0.008837137
194.1,-1.06434,2440.64,,162427.0182,-0.008834315
194.2,-1.06391,2441.76,,162501.5553,-0.008830746
194.3,-1.06357,2443.01,,162584.744,-0.008827924
194.4,-1.06315,2444.33,,162672.5913,-0.008824438
194.5,-1.06272,2445.49,,162749.7905,-0.008820869
