Specimen choice input : Material,Steel,,,,
Specimen properties : Geometry,Rectangular,,,,
Width,13.03,mm,,,
Thickness,3.57,mm,,,
,,,,,
Time,Extension,Load,,,
(s),(mm),(N),,Stress,Strain
48.5,-1.64552,617.44,,41091.24578,-0.013658269
48.6,-1.64509,618.72,,41176.43105,-0.0136547
48.7,-1.64458,619.94,,41257.62326,-0.013650467
48.8,-1.64415,621.22,,41342.80853,-0.013646898
48.9,-1.64373,622.47,,41425.99728,-0.013643412
49,-1.6433,623.7,,41507.855,-0.013639843
49.1,-1.64287,624.95,,41591.04374,-0.013636274
49.2,-1.64244,626.22,,41675.5635,-0.013632705
49.3,-1.64193,627.44,,41756.75572,-0.013628471
49.4,-1.64151,628.66,,41837.94793,-0.013624985
49.5,-1.64108,629.89,,41919.80565,-0.013621416
49.6,-1.64065,631.17,,42004.99092,-0.013617847
49.7,-1.64022,632.43,,42088.84518,-0.013614278
49.8,-1.63971,633.67,,42171.36841,-0.013610045
49.9,-1.63929,634.93,,42255.22266,-0.013606559
50,-1.63886,636.18,,42338.4114,-0.01360299
50.1,-1.63843,637.45,,42422.93117,-0.01359942
50.2,-1.63801,638.73,,42508.11644,-0.013595934
50.3,-1.63749,639.99,,42591.97069,-0.013591618
50.4,-1.63707,641.27,,42677.15596,-0.013588132
50.5,-1.63664,642.5,,42759.01369,-0.013584563
50.6,-1.63621,643.74,,42841.53692,-0.013580994
50.7,-1.63579,645.04,,42928.05321,-0.013577508
50.8,-1.63536,646.28,,43010.57644,-0.013573939
50.9,-1.63485,647.54,,43094.4307,-0.013569706
51,-1.63442,648.77,,43176.28842,-0.013566136
51.1,-1.63399,649.99,,43257.48063,-0.013562567
51.2,-1.63357,651.24,,43340.66937,-0.013559081
51.3,-1.63314,652.46,,43421.86159,-0.013555512
51.4,-1.63271,653.7,,43504.38482,-0.013551943
51.5,-1.63228,654.93,,43586.24254,-0.013548374
51.6,-1.63177,656.2,,43670.76231,-0.013544141
51.7,-1.63135,657.44,,43753.28554,-0.013540655
51.8,-1.63092,658.72,,43838.47081,-0.013537085
51.9,-1.63049,660,,43923.65608,-0.013533516
52,-1.63006,661.24,,44006.17932,-0.013529947
52.1,-1.62955,662.51,,44090.69908,-0.013525714
52.2,-1.62913,663.78,,44175.21884,-0.013522228
52.3,-1.6287,665.08,,44261.73513,-0.013518659
52.4,-1.62827,666.29,,44342.26184,-0.01351509
52.5,-1.62784,667.56,,44426.7816,-0.013511521
52.6,-1.62733,668.8,,44509.30483,-0.013507287
52.7,-1.62699,670.06,,44593.15908,-0.013504465
52.8,-1.62656,671.31,,44676.34783,-0.013500896
52.9,-1.62614,672.56,,44759.53657,-0.01349741
53,-1.62571,673.77,,44840.06327,-0.013493841
53.1,-1.62528,674.99,,44921.25548,-0.013490272
53.2,-1.62477,676.23,,45003.77872,-0.013486039
53.3,-1.62434,677.43,,45083.63991,-0.01348247
53.4,-1.62392,678.7,,45168.15967,-0.013478983
53.5,-1.62349,679.93,,45250.01739,-0.013475414
53.6,-1.62306,681.21,,45335.20267,-0.013471845
53.7,-1.62264,682.49,,45420.38794,-0.013468359
53.8,-1.62221,683.75,,45504.24219,-0.01346479
53.9,-1.62178,685,,45587.43093,-0.013461221
54,-1.62136,686.26,,45671.28519,-0.013457735
54.1,-1.62093,687.57,,45758.46699,-0.013454166
54.2,-1.6205,688.79,,45839.6592,-0.013450597
54.3,-1.61999,690.07,,45924.84447,-0.013446363
54.4,-1.61956,691.33,,46008.69873,-0.013442794
54.5,-1.61914,692.6,,46093.21849,-0.013439308
54.6,-1.61871,693.84,,46175.74172,-0.013435739
54.7,-1.61828,695.09,,46258.93046,-0.01343217
54.8,-1.61786,696.31,,46340.12268,-0.013428684
54.9,-1.61743,697.58,,46424.64244,-0.013425115
55,-1.617,698.8,,46505.83465,-0.013421546
55.1,-1.61657,700.02,,46587.02687,-0.013417976
55.2,-1.61615,701.25,,46668.88459,-0.01341449
55.3,-1.61572,702.53,,46754.06986,-0.013410921
55.4,-1.61529,703.79,,46837.92411,-0.013407352
55.5,-1.61487,705.07,,46923.10939,-0.013403866
55.6,-1.61444,706.31,,47005.63262,-0.013400297
55.7,-1.61401,707.56,,47088.82136,-0.013396728
55.8,-1.61359,708.85,,47174.67214,-0.013393242
55.9,-1.61316,710.1,,47257.86089,-0.013389673
56,-1.61273,711.38,,47343.04616,-0.013386103
56.1,-1.61222,712.61,,47424.90388,-0.01338187
56.2,-1.61179,713.89,,47510.08915,-0.013378301
56.3,-1.61145,715.13,,47592.61239,-0.013375479
56.4,-1.61094,716.37,,47675.13562,-0.013371246
56.5,-1.6106,717.63,,47758.98987,-0.013368424
56.6,-1.61017,718.87,,47841.5131,-0.013364855
56.7,-1.60974,720.12,,47924.70185,-0.013361286
56.8,-1.60932,721.34,,48005.89406,-0.013357799
56.9,-1.60889,722.59,,48089.0828,-0.01335423
57,-1.60846,723.84,,48172.27154,-0.013350661
57.1,-1.60804,725.05,,48252.79825,-0.013347175
57.2,-1.60761,726.33,,48337.98352,-0.013343606
57.3,-1.60718,727.59,,48421.83777,-0.013340037
57.4,-1.60676,728.87,,48507.02304,-0.013336551
57.5,-1.60633,730.12,,48590.21179,-0.013332982
57.6,-1.6059,731.39,,48674.73155,-0.013329413
57.7,-1.60548,732.62,,48756.58927,-0.013325926
57.8,-1.60505,733.92,,48843.10556,-0.013322357
57.9,-1.60462,735.17,,48926.29431,-0.013318788
58,-1.60419,736.45,,49011.47958,-0.013315219
58.1,-1.60377,737.71,,49095.33383,-0.013311733
58.2,-1.60334,738.94,,49177.19155,-0.013308164
58.3,-1.60291,740.18,,49259.71479,-0.013304595
58.4,-1.6024,741.4,,49340.907,-0.013300362
58.5,-1.60206,742.69,,49426.75778,-0.013297539
58.6,-1.60163,743.9,,49507.28448,-0.01329397
58.7,-1.60121,745.13,,49589.14221,-0.013290484
58.8,-1.60078,746.4,,49673.66197,-0.013286915
58.9,-1.60035,747.62,,49754.85418,-0.013283346
59,-1.59993,748.88,,49838.70844,-0.01327986
59.1,-1.5995,750.1,,49919.90065,-0.013276291
59.2,-1.59907,751.35,,50003.08939,-0.013272722
59.3,-1.59864,752.63,,50088.27466,-0.013269153
59.4,-1.59822,753.91,,50173.45994,-0.013265666
59.5,-1.59779,755.16,,50256.64868,-0.013262097
59.6,-1.59736,756.42,,50340.50293,-0.013258528
59.7,-1.59694,757.68,,50424.35718,-0.013255042
59.8,-1.59651,758.92,,50506.88042,-0.013251473
59.9,-1.59608,760.22,,50593.39671,-0.013247904
60,-1.59566,761.46,,50675.91994,-0.013244418
60.1,-1.59523,762.75,,50761.77072,-0.013240849
60.2,-1.5948,764.01,,50845.62498,-0.013237279
60.3,-1.59438,765.19,,50924.15515,-0.013233793
60.4,-1.59403,766.45,,51008.0094,-0.013230888
60.5,-1.59352,767.69,,51090.53263,-0.013226655
60.6,-1.59318,768.95,,51174.38689,-0.013223833
60.7,-1.59275,770.14,,51253.58257,-0.013220264
60.8,-1.59233,771.4,,51337.43682,-0.013216778
60.9,-1.5919,772.61,,51417.96352,-0.013213209
61,-1.59147,773.9,,51503.81431,-0.01320964
61.1,-1.59105,775.12,,51585.00652,-0.013206153
61.2,-1.5907,776.4,,51670.19179,-0.013203248
61.3,-1.59019,777.65,,51753.38053,-0.013199015
61.4,-1.58977,778.92,,51837.9003,-0.013195529
61.5,-1.58942,780.18,,51921.75455,-0.013192624
61.6,-1.589,781.4,,52002.94676,-0.013189138
61.7,-1.58857,782.7,,52089.46305,-0.013185569
61.8,-1.58814,783.97,,52173.98282,-0.013182
61.9,-1.58772,785.24,,52258.50258,-0.013178514
62,-1.58729,786.51,,52343.02234,-0.013174944
62.1,-1.58686,787.75,,52425.54557,-0.013171375
62.2,-1.58644,789.01,,52509.39983,-0.013167889
62.3,-1.58601,790.26,,52592.58857,-0.01316432
62.4,-1.58558,791.48,,52673.78078,-0.013160751
62.5,-1.58516,792.75,,52758.30055,-0.013157265
62.6,-1.58473,793.98,,52840.15827,-0.013153696
62.7,-1.5843,795.21,,52922.01599,-0.013150127
62.8,-1.58396,796.42,,53002.54269,-0.013147304
62.9,-1.58353,797.7,,53087.72797,-0.013143735
63,-1.58311,798.93,,53169.58569,-0.013140249
63.1,-1.58268,800.24,,53256.76749,-0.01313668
63.2,-1.58225,801.47,,53338.62521,-0.013133111
63.3,-1.58183,802.73,,53422.47947,-0.013129625
63.4,-1.5814,803.98,,53505.66821,-0.013126056
63.5,-1.58097,805.28,,53592.1845,-0.013122487
63.6,-1.58054,806.5,,53673.37671,-0.013118918
63.7,-1.58012,807.78,,53758.56199,-0.013115431
63.8,-1.57969,809.03,,53841.75073,-0.013111862
63.9,-1.57926,810.3,,53926.27049,-0.013108293
64,-1.57892,811.55,,54009.45923,-0.013105471
64.1,-1.5785,812.85,,54095.97553,-0.013101985
64.2,-1.57807,814.01,,54173.17468,-0.013098416
64.3,-1.57764,815.26,,54256.36342,-0.013094847
64.4,-1.57721,816.55,,54342.2142,-0.013091278
64.5,-1.57679,817.77,,54423.40642,-0.013087792
64.6,-1.57645,819.04,,54507.92618,-0.013084969
64.7,-1.57602,820.25,,54588.45288,-0.0130814
64.8,-1.57559,821.47,,54669.64509,-0.013077831
64.9,-1.57517,822.73,,54753.49935,-0.013074345
65,-1.57474,823.99,,54837.3536,-0.013070776
65.1,-1.57431,825.3,,54924.5354,-0.013067207
65.2,-1.57388,826.5,,55004.39659,-0.013063638
65.3,-1.57346,827.79,,55090.24738,-0.013060152
65.4,-1.57303,829.03,,55172.77061,-0.013056582
65.5,-1.5726,830.33,,55259.2869,-0.013053013
65.6,-1.57226,831.58,,55342.47564,-0.013050191
65.7,-1.57184,832.86,,55427.66092,-0.013046705
65.8,-1.57141,834.09,,55509.51864,-0.013043136
65.9,-1.57098,835.34,,55592.70738,-0.013039567
66,-1.57056,836.59,,55675.89612,-0.013036081
66.1,-1.57013,837.86,,55760.41589,-0.013032512
66.2,-1.5697,839.08,,55841.6081,-0.013028943
66.3,-1.56936,840.35,,55926.12786,-0.01302612
66.4,-1.56893,841.52,,56003.99253,-0.013022551
66.5,-1.56851,842.81,,56089.84331,-0.013019065
66.6,-1.56808,844.06,,56173.03205,-0.013015496
66.7,-1.56765,845.32,,56256.8863,-0.013011927
66.8,-1.56731,846.55,,56338.74403,-0.013009105
66.9,-1.5668,847.8,,56421.93277,-0.013004872
67,-1.56646,849.03,,56503.79049,-0.01300205
67.1,-1.56603,850.31,,56588.97576,-0.012998481
67.2,-1.5656,851.57,,56672.83002,-0.012994911
67.3,-1.56518,852.84,,56757.34978,-0.012991425
67.4,-1.56475,854.08,,56839.87301,-0.012987856
67.5,-1.56432,855.38,,56926.3893,-0.012984287
67.6,-1.5639,856.63,,57009.57805,-0.012980801
67.7,-1.56355,857.85,,57090.77026,-0.012977896
67.8,-1.56313,859.16,,57177.95206,-0.01297441
67.9,-1.5627,860.4,,57260.47529,-0.012970841
68,-1.56227,861.63,,57342.33302,-0.012967272
68.1,-1.56185,862.91,,57427.51829,-0.012963785
68.2,-1.5615,864.12,,57508.04499,-0.01296088
68.3,-1.56108,865.39,,57592.56475,-0.012957394
68.4,-1.56065,866.6,,57673.09146,-0.012953825
68.5,-1.56022,867.89,,57758.94224,-0.012950256
68.6,-1.5598,869.06,,57836.8069,-0.01294677
68.7,-1.55937,870.32,,57920.66115,-0.012943201
68.8,-1.55903,871.51,,57999.85684,-0.012940379
68.9,-1.5586,872.78,,58084.3766,-0.012936809
69,-1.55818,874.02,,58166.89983,-0.012933323
69.1,-1.55775,875.28,,58250.75409,-0.012929754
69.2,-1.55732,876.59,,58337.93589,-0.012926185
69.3,-1.55689,877.83,,58420.45912,-0.012922616
69.4,-1.55647,879.1,,58504.97888,-0.01291913
69.5,-1.55604,880.34,,58587.50212,-0.012915561
69.6,-1.5557,881.64,,58674.01841,-0.012912739
69.7,-1.55527,882.91,,58758.53817,-0.01290917
69.8,-1.55485,884.15,,58841.0614,-0.012905683
69.9,-1.55442,885.4,,58924.25015,-0.012902114
70,-1.55399,886.7,,59010.76644,-0.012898545
70.1,-1.55365,887.91,,59091.29314,-0.012895723
70.2,-1.55322,889.21,,59177.80943,-0.012892154
70.3,-1.5528,890.42,,59258.33614,-0.012888668
70.4,-1.55237,891.67,,59341.52488,-0.012885099
70.5,-1.55203,892.92,,59424.71362,-0.012882277
70.6,-1.5516,894.1,,59503.24379,-0.012878708
70.7,-1.55117,895.36,,59587.09805,-0.012875138
70.8,-1.55075,896.64,,59672.28332,-0.012871652
70.9,-1.55032,897.9,,59756.13757,-0.012868083
71,-1.54989,899.14,,59838.6608,-0.012864514
71.1,-1.54947,900.4,,59922.51506,-0.012861028
71.2,-1.54912,901.66,,60006.36931,-0.012858123
71.3,-1.5487,902.9,,60088.89254,-0.012854637
71.4,-1.54827,904.19,,60174.74332,-0.012851068
71.5,-1.54784,905.43,,60257.26656,-0.012847499
71.6,-1.54742,906.67,,60339.78979,-0.012844012
71.7,-1.54708,907.99,,60427.6371,-0.01284119
71.8,-1.54665,909.18,,60506.83278,-0.012837621
71.9,-1.54622,910.43,,60590.02153,-0.012834052
72,-1.5458,911.69,,60673.87578,-0.012830566
72.1,-1.54537,912.96,,60758.39554,-0.012826997
72.2,-1.54503,914.21,,60841.58428,-0.012824175
72.3,-1.5446,915.44,,60923.44201,-0.012820606
72.4,-1.54417,916.66,,61004.63422,-0.012817037
72.5,-1.54375,917.9,,61087.15745,-0.01281355
72.6,-1.54332,919.16,,61171.0117,-0.012809981
72.7,-1.54298,920.41,,61254.20045,-0.012807159
72.8,-1.54255,921.67,,61338.0547,-0.01280359
72.9,-1.54212,922.92,,61421.24344,-0.012800021
73,-1.5417,924.15,,61503.10117,-0.012796535
73.1,-1.54127,925.48,,61591.61399,-0.012792966
73.2,-1.54084,926.73,,61674.80273,-0.012789397
73.3,-1.54042,927.97,,61757.32596,-0.01278591
73.4,-1.54007,929.25,,61842.51123,-0.012783005
73.5,-1.53965,930.47,,61923.70345,-0.012779519
73.6,-1.53922,931.77,,62010.21974,-0.01277595
73.7,-1.53879,933.04,,62094.7395,-0.012772381
73.8,-1.53837,934.28,,62177.26274,-0.012768895
73.9,-1.53803,935.52,,62259.78597,-0.012766073
74,-1.5376,936.78,,62343.64022,-0.012762504
74.1,-1.53717,938.03,,62426.82896,-0.012758935
74.2,-1.53674,939.26,,62508.68669,-0.012755365
74.3,-1.5364,940.5,,62591.20992,-0.012752543
74.4,-1.53598,941.73,,62673.06764,-0.012749057
74.5,-1.53555,942.95,,62754.25985,-0.012745488
74.6,-1.53521,944.24,,62840.11064,-0.012742666
74.7,-1.53478,945.46,,62921.30285,-0.012739097
74.8,-1.53435,946.72,,63005.1571,-0.012735528
74.9,-1.53393,947.97,,63088.34584,-0.012732042
75,-1.5335,949.19,,63169.53806,-0.012728473
75.1,-1.53307,950.5,,63256.71986,-0.012724903
75.2,-1.53265,951.75,,63339.9086,-0.012721417
75.3,-1.53231,953,,63423.09734,-0.012718595
75.4,-1.53188,954.29,,63508.94813,-0.012715026
75.5,-1.53145,955.52,,63590.80585,-0.012711457
75.6,-1.53111,956.81,,63676.65663,-0.012708635
75.7,-1.5306,958.06,,63759.84537,-0.012704402
75.8,-1.53026,959.36,,63846.36167,-0.01270158
75.9,-1.52983,960.57,,63926.88837,-0.012698011
76,-1.52949,961.81,,64009.4116,-0.012695188
76.1,-1.52906,963.03,,64090.60381,-0.012691619
76.2,-1.52863,964.26,,64172.46154,-0.01268805
76.3,-1.52821,965.51,,64255.65028,-0.012684564
76.4,-1.52778,966.77,,64339.50453,-0.012680995
76.5,-1.52744,968.01,,64422.02776,-0.012678173
76.6,-1.52701,969.25,,64504.551,-0.012674604
76.7,-1.52667,970.45,,64584.41219,-0.012671782
76.8,-1.52624,971.71,,64668.26644,-0.012668213
76.9,-1.52582,972.94,,64750.12417,-0.012664726
77,-1.52539,974.23,,64835.97495,-0.012661157
77.1,-1.52496,975.49,,64919.8292,-0.012657588
77.2,-1.52462,976.76,,65004.34896,-0.012654766
77.3,-1.52419,978,,65086.8722,-0.012651197
77.4,-1.52377,979.3,,65173.38849,-0.012647711
77.5,-1.52334,980.58,,65258.57376,-0.012644142
77.6,-1.52291,981.81,,65340.43148,-0.012640573
77.7,-1.52249,983.08,,65424.95125,-0.012637087
77.8,-1.52215,984.34,,65508.8055,-0.012634264
77.9,-1.52172,985.59,,65591.99424,-0.012630695
78,-1.52129,986.85,,65675.84849,-0.012627126
78.1,-1.52086,988.06,,65756.3752,-0.012623557
78.2,-1.52052,989.35,,65842.22598,-0.012620735
78.3,-1.5201,990.56,,65922.75268,-0.012617249
78.4,-1.51967,991.85,,66008.60346,-0.01261368
78.5,-1.51933,993.03,,66087.13364,-0.012610858
78.6,-1.5189,994.29,,66170.98789,-0.012607289
78.7,-1.51847,995.53,,66253.51112,-0.012603719
78.8,-1.51805,996.81,,66338.69639,-0.012600233
78.9,-1.51771,998.02,,66419.2231,-0.012597411
79,-1.51728,999.28,,66503.07735,-0.012593842
79.1,-1.51685,1000.56,,66588.26262,-0.012590273
79.2,-1.51651,1001.84,,66673.44789,-0.012587451
79.3,-1.51608,1003.09,,66756.63664,-0.012583882
79.4,-1.51566,1004.35,,66840.49089,-0.012580396
79.5,-1.51523,1005.61,,66924.34514,-0.012576827
79.6,-1.5148,1006.86,,67007.53388,-0.012573257
79.7,-1.51446,1008.12,,67091.38814,-0.012570435
79.8,-1.51403,1009.37,,67174.57688,-0.012566866
79.9,-1.51361,1010.65,,67259.76215,-0.01256338
80,-1.51327,1011.86,,67340.28885,-0.012560558
80.1,-1.51284,1013.16,,67426.80515,-0.012556989
80.2,-1.51241,1014.4,,67509.32838,-0.01255342
80.3,-1.51198,1015.61,,67589.85508,-0.012549851
80.4,-1.51164,1016.87,,67673.70933,-0.012547029
80.5,-1.51122,1018.12,,67756.89808,-0.012543542
80.6,-1.51079,1019.33,,67837.42478,-0.012539973
80.7,-1.51045,1020.56,,67919.2825,-0.012537151
80.8,-1.51002,1021.82,,68003.13676,-0.012533582
80.9,-1.50959,1023.11,,68088.98754,-0.012530013
81,-1.50917,1024.35,,68171.51077,-0.012526527
81.1,-1.50883,1025.62,,68256.03053,-0.012523705
81.2,-1.5084,1026.87,,68339.21928,-0.012520136
81.3,-1.50797,1028.14,,68423.73904,-0.012516567
81.4,-1.50755,1029.43,,68509.58982,-0.01251308
81.5,-1.50712,1030.66,,68591.44754,-0.012509511
81.6,-1.50678,1031.97,,68678.62935,-0.012506689
81.7,-1.50635,1033.18,,68759.15605,-0.01250312
81.8,-1.50592,1034.47,,68845.00683,-0.012499551
81.9,-1.50558,1035.68,,68925.53353,-0.012496729
82,-1.50515,1036.95,,69010.0533,-0.01249316
82.1,-1.50473,1038.16,,69090.58,-0.012489674
82.2,-1.50439,1039.45,,69176.43078,-0.012486852
82.3,-1.50396,1040.65,,69256.29197,-0.012483282
82.4,-1.50353,1041.9,,69339.48072,-0.012479713
82.5,-1.50311,1043.13,,69421.33844,-0.012476227
82.6,-1.50276,1044.4,,69505.8582,-0.012473322
82.7,-1.50234,1045.62,,69587.05041,-0.012469836
82.8,-1.50191,1046.88,,69670.90467,-0.012466267
82.9,-1.50157,1048.1,,69752.09688,-0.012463445
83,-1.50114,1049.37,,69836.61664,-0.012459876
83.1,-1.50071,1050.64,,69921.1364,-0.012456307
83.2,-1.50037,1051.91,,70005.65617,-0.012453484
83.3,-1.49995,1053.12,,70086.18287,-0.012449998
83.4,-1.49952,1054.47,,70176.02671,-0.012446429
83.5,-1.49909,1055.7,,70257.88443,-0.01244286
83.6,-1.49875,1056.99,,70343.73522,-0.012440038
83.7,-1.49832,1058.17,,70422.26539,-0.012436469
83.8,-1.4979,1059.51,,70511.44372,-0.012432983
83.9,-1.49756,1060.77,,70595.29797,-0.012430161
84,-1.49713,1061.97,,70675.15917,-0.012426592
84.1,-1.4967,1063.28,,70762.34097,-0.012423022
84.2,-1.49627,1064.44,,70839.54012,-0.012419453
84.3,-1.49593,1065.74,,70926.05641,-0.012416631
84.4,-1.49551,1066.95,,71006.58312,-0.012413145
84.5,-1.49517,1068.21,,71090.43737,-0.012410323
84.6,-1.49474,1069.45,,71172.9606,-0.012406754
84.7,-1.4944,1070.62,,71250.82527,-0.012403932
84.8,-1.49397,1071.91,,71336.67605,-0.012400363
84.9,-1.49354,1073.11,,71416.53724,-0.012396794
85,-1.49312,1074.41,,71503.05353,-0.012393307
85.1,-1.49277,1075.62,,71583.58024,-0.012390402
85.2,-1.49235,1076.9,,71668.76551,-0.012386916
85.3,-1.49192,1078.19,,71754.61629,-0.012383347
85.4,-1.49158,1079.44,,71837.80503,-0.012380525
85.5,-1.49115,1080.7,,71921.65929,-0.012376956
85.6,-1.49073,1081.98,,72006.84456,-0.01237347
85.7,-1.4903,1083.23,,72090.0333,-0.012369901
85.8,-1.48996,1084.5,,72174.55306,-0.012367079
85.9,-1.48953,1085.82,,72262.40038,-0.012363509
86,-1.48919,1087,,72340.93055,-0.012360687
86.1,-1.48876,1088.24,,72423.45378,-0.012357118
86.2,-1.48833,1089.54,,72509.97007,-0.012353549
86.3,-1.48799,1090.74,,72589.83127,-0.012350727
86.4,-1.48757,1091.99,,72673.02001,-0.012347241
86.5,-1.48714,1093.2,,72753.54671,-0.012343672
86.6,-1.4868,1094.42,,72834.73892,-0.01234085
86.7,-1.48637,1095.73,,72921.92073,-0.012337281
86.8,-1.48603,1096.99,,73005.77498,-0.012334458
86.9,-1.4856,1098.24,,73088.96372,-0.012330889
87,-1.48518,1099.52,,73174.14899,-0.012327403
87.1,-1.48475,1100.7,,73252.67917,-0.012323834
87.2,-1.48441,1101.99,,73338.52995,-0.012321012
87.3,-1.48398,1103.25,,73422.3842,-0.012317443
87.4,-1.48364,1104.53,,73507.56947,-0.012314621
87.5,-1.48321,1105.8,,73592.08924,-0.012311052
87.6,-1.48279,1106.99,,73671.28492,-0.012307566
87.7,-1.48236,1108.27,,73756.47019,-0.012303996
87.8,-1.48202,1109.58,,73843.65199,-0.012301174
87.9,-1.48159,1110.78,,73923.51319,-0.012297605
88,-1.48116,1112.04,,74007.36744,-0.012294036
88.1,-1.48074,1113.32,,74092.55271,-0.01229055
88.2,-1.48039,1114.56,,74175.07595,-0.012287645
88.3,-1.47997,1115.81,,74258.26469,-0.012284159
88.4,-1.47963,1117.04,,74340.12241,-0.012281337
88.5,-1.4792,1118.28,,74422.64564,-0.012277768
88.6,-1.47877,1119.48,,74502.50684,-0.012274198
88.7,-1.47843,1120.79,,74589.68864,-0.012271376
88.8,-1.478,1122,,74670.21534,-0.012267807
88.9,-1.47758,1123.31,,74757.39714,-0.012264321
89,-1.47724,1124.52,,74837.92385,-0.012261499
89.1,-1.47681,1125.77,,74921.11259,-0.01225793
89.2,-1.47638,1127.01,,75003.63582,-0.012254361
89.3,-1.47604,1128.32,,75090.81762,-0.012251539
89.4,-1.47561,1129.62,,75177.33392,-0.01224797
89.5,-1.47519,1130.83,,75257.86062,-0.012244484
89.6,-1.47484,1132.08,,75341.04936,-0.012241578
89.7,-1.47442,1133.35,,75425.56912,-0.012238092
89.8,-1.47399,1134.57,,75506.76134,-0.012234523
89.9,-1.47365,1135.87,,75593.27763,-0.012231701
90,-1.47322,1137.12,,75676.46637,-0.012228132
90.1,-1.4728,1138.36,,75758.9896,-0.012224646
90.2,-1.47245,1139.61,,75842.17835,-0.012221741
90.3,-1.47203,1140.86,,75925.36709,-0.012218255
90.4,-1.47169,1142.09,,76007.22481,-0.012215433
90.5,-1.47126,1143.36,,76091.74457,-0.012211863
90.6,-1.47083,1144.6,,76174.26781,-0.012208294
90.7,-1.47049,1145.82,,76255.46002,-0.012205472
90.8,-1.47006,1147.05,,76337.31774,-0.012201903
90.9,-1.46972,1148.35,,76423.83403,-0.012199081
91,-1.4693,1149.54,,76503.02972,-0.012195595
91.1,-1.46887,1150.83,,76588.8805,-0.012192026
91.2,-1.46844,1152.04,,76669.4072,-0.012188457
91.3,-1.4681,1153.33,,76755.25799,-0.012185635
91.4,-1.46767,1154.57,,76837.78122,-0.012182065
91.5,-1.46725,1155.86,,76923.632,-0.012178579
91.6,-1.4669,1157.13,,77008.15176,-0.012175674
91.7,-1.46648,1158.39,,77092.00602,-0.012172188
91.8,-1.46605,1159.68,,77177.8568,-0.012168619
91.9,-1.46571,1160.94,,77261.71105,-0.012165797
92,-1.46528,1162.15,,77342.23775,-0.012162228
92.1,-1.46486,1163.45,,77428.75404,-0.012158742
92.2,-1.46451,1164.66,,77509.28075,-0.012155837
92.3,-1.46409,1165.96,,77595.79704,-0.01215235
92.4,-1.46366,1167.14,,77674.32721,-0.012148781
92.5,-1.46332,1168.37,,77756.18494,-0.012145959
92.6,-1.46289,1169.67,,77842.70123,-0.01214239
92.7,-1.46255,1170.84,,77920.56589,-0.012139568
92.8,-1.46212,1172.13,,78006.41667,-0.012135999
92.9,-1.4617,1173.27,,78082.28481,-0.012132513
93,-1.46135,1174.57,,78168.8011,-0.012129608
93.1,-1.46093,1175.83,,78252.65535,-0.012126122
93.2,-1.4605,1177.06,,78334.51307,-0.012122552
93.3,-1.46016,1178.33,,78419.03284,-0.01211973
93.4,-1.45973,1179.58,,78502.22158,-0.012116161
93.5,-1.45931,1180.89,,78589.40338,-0.012112675
93.6,-1.45896,1182.1,,78669.93008,-0.01210977
93.7,-1.45854,1183.4,,78756.44638,-0.012106284
93.8,-1.4582,1184.64,,78838.96961,-0.012103462
93.9,-1.45777,1185.93,,78924.82039,-0.012099893
94,-1.45743,1187.18,,79008.00913,-0.012097071
94.1,-1.457,1188.44,,79091.86339,-0.012093501
94.2,-1.45657,1189.67,,79173.72111,-0.012089932
94.3,-1.45623,1191,,79262.23393,-0.01208711
94.4,-1.45581,1192.17,,79340.09859,-0.012083624
94.5,-1.45538,1193.47,,79426.61489,-0.012080055
94.6,-1.45495,1194.66,,79505.81057,-0.012076486
94.7,-1.45461,1195.88,,79587.00278,-0.012073664
94.8,-1.45427,1197.15,,79671.52254,-0.012070842
94.9,-1.45384,1198.37,,79752.71476,-0.012067273
95,-1.45341,1199.71,,79841.89309,-0.012063704
95.1,-1.45307,1200.9,,79921.08877,-0.012060881
95.2,-1.45265,1202.18,,80006.27405,-0.012057395
95.3,-1.45222,1203.41,,80088.13177,-0.012053826
95.4,-1.45188,1204.69,,80173.31704,-0.012051004
95.5,-1.45145,1205.96,,80257.8368,-0.012047435
95.6,-1.45102,1207.17,,80338.36351,-0.012043866
95.7,-1.45068,1208.48,,80425.54531,-0.012041044
95.8,-1.45026,1209.71,,80507.40303,-0.012037558
95.9,-1.44991,1210.96,,80590.59177,-0.012034653
96,-1.44949,1212.24,,80675.77705,-0.012031166
96.1,-1.44906,1213.45,,80756.30375,-0.012027597
96.2,-1.44872,1214.77,,80844.15106,-0.012024775
96.3,-1.44829,1215.96,,80923.34674,-0.012021206
96.4,-1.44786,1217.21,,81006.53549,-0.012017637
96.5,-1.44752,1218.48,,81091.05525,-0.012014815
96.6,-1.4471,1219.74,,81174.9095,-0.012011329
96.7,-1.44676,1220.96,,81256.10171,-0.012008507
96.8,-1.44633,1222.17,,81336.62842,-0.012004938
96.9,-1.4459,1223.42,,81419.81716,-0.012001368
97,-1.44556,1224.69,,81504.33692,-0.011998546
97.1,-1.44513,1225.93,,81586.86015,-0.011994977
97.2,-1.44479,1227.2,,81671.37992,-0.011992155
97.3,-1.44436,1228.47,,81755.89968,-0.011988586
97.4,-1.44394,1229.7,,81837.7574,-0.0119851
97.5,-1.44351,1230.95,,81920.94614,-0.011981531
97.6,-1.44317,1232.2,,82004.13489,-0.011978709
97.7,-1.44274,1233.53,,82092.64771,-0.01197514
