Material,Steel,
Geometry,Rectangular,
Width,3.502,mm
Thickness,2.49,mm
Length,50.8,mm
,,
Time,Extension,Load
(s),(mm),(N)
614.80,10.4104,3425.4
614.90,10.41237,3427.73
615.00,10.41425,3429.38
615.10,10.41587,3428.07
615.20,10.4174,3426.96
615.30,10.41911,3427.03
615.40,10.4209,3427.88
615.50,10.42261,3428.1
615.60,10.42424,3426.92
615.70,10.4256,3425.37
615.80,10.42731,3425.02
615.90,10.42936,3428.39
616.00,10.43124,3430.46
616.10,10.43277,3428.47
616.20,10.43431,3426.79
616.30,10.43593,3426.16
616.40,10.43772,3427.76
616.50,10.43952,3428.39
616.60,10.44105,3427.83
616.70,10.44268,3426.51
616.80,10.44447,3427.87
616.90,10.44635,3428.9
617.00,10.44806,3429.49
617.10,10.44959,3427.68
617.20,10.45121,3427.05
617.30,10.45301,3428.08
617.40,10.45489,3429.79
617.50,10.45642,3428.84
617.60,10.45787,3426.91
617.70,10.45941,3425.67
617.80,10.46146,3428.69
617.90,10.46342,3431.7
618.00,10.46496,3429.9
618.10,10.46658,3428.41
618.20,10.46812,3426.95
618.30,10.46991,3426.29
618.40,10.47171,3426.04
618.50,10.47333,3425.57
618.60,10.47486,3424.58
618.70,10.47657,3425.64
618.80,10.47854,3428.21
618.90,10.48024,3429.46
619.00,10.48178,3428.07
619.10,10.4834,3427.91
619.20,10.48511,3428.46
619.30,10.48699,3430.36
619.40,10.48861,3430.06
619.50,10.49006,3428.41
619.60,10.4916,3426.58
619.70,10.49356,3429.29
619.80,10.49553,3432.2
619.90,10.49723,3431.69
620.00,10.49869,3429.66
620.10,10.50031,3428.51
620.20,10.50202,3429.35
620.30,10.50381,3430.38
620.40,10.50552,3430.31
620.50,10.50697,3428.8
620.60,10.50876,3429.22
620.70,10.51064,3431.31
620.80,10.51243,3432.17
620.90,10.51397,3430.36
621.00,10.51559,3429.57
621.10,10.5173,3429.65
621.20,10.51909,3430.87
621.30,10.5208,3431.45
621.40,10.52234,3430.2
621.50,10.52379,3427.99
621.60,10.52567,3429.5
621.70,10.52771,3432.87
621.80,10.52942,3433.4
621.90,10.53096,3431.15
622.00,10.53241,3429.55
622.10,10.5342,3430.07
622.20,10.536,3431.41
622.30,10.5377,3431.73
622.40,10.53916,3430.17
622.50,10.54086,3429.44
622.60,10.54283,3432.36
622.70,10.54462,3433.22
622.80,10.54616,3431.64
622.90,10.54778,3430.76
623.00,10.54957,3431.05
623.10,10.55128,3431.92
623.20,10.55299,3431.79
623.30,10.55452,3430.74
623.40,10.55597,3428.77
623.50,10.55777,3429.65
623.60,10.55973,3432.97
623.70,10.56161,3434.42
623.80,10.56315,3432.38
623.90,10.56468,3430.83
624.00,10.56639,3430.6
624.10,10.56818,3431.98
624.20,10.56989,3432.52
624.30,10.57134,3431.36
624.40,10.57305,3429.97
624.50,10.57493,3432.89
624.60,10.57681,3434.29
624.70,10.57834,3432.89
624.80,10.57997,3431.68
624.90,10.58159,3431.18
625.00,10.58347,3432.44
625.10,10.58526,3434.01
625.20,10.5868,3432.24
625.30,10.58825,3430.64
625.40,10.58987,3430.51
625.50,10.59184,3433.16
625.60,10.59371,3434.78
625.70,10.59534,3433.86
625.80,10.59687,3432.27
625.90,10.59849,3431.79
626.00,10.60037,3433
626.10,10.60208,3433.78
626.20,10.60362,3432.87
626.30,10.60515,3430.82
626.40,10.60703,3433.34
626.50,10.609,3435.21
626.60,10.61062,3434.51
626.70,10.61215,3432.76
626.80,10.61378,3432.49
626.90,10.61557,3433.16
627.00,10.61745,3434.56
627.10,10.61898,3433.38
627.20,10.62044,3431.79
627.30,10.62206,3431.02
627.40,10.62385,3432.66
627.50,10.6259,3435.86
627.60,10.62752,3435.5
627.70,10.62914,3433.38
627.80,10.63068,3432.21
627.90,10.63248,3431.16
628.00,10.63427,3431.29
628.10,10.63589,3430.45
628.20,10.63734,3429.1
628.30,10.63913,3430.76
628.40,10.6411,3433.8
628.50,10.64281,3434.27
628.60,10.64434,3433.09
628.70,10.64597,3432.67
628.80,10.64776,3433.37
628.90,10.64955,3435.16
629.00,10.65117,3434.5
629.10,10.65263,3433.39
629.20,10.65416,3431.85
629.30,10.65604,3433.63
629.40,10.65809,3437.12
629.50,10.6598,3437.18
629.60,10.66133,3434.72
629.70,10.66287,3433.87
629.80,10.66458,3433.55
629.90,10.66637,3435.53
630.00,10.66808,3435.38
630.10,10.66953,3433.36
630.20,10.67132,3434.27
630.30,10.67329,3436.49
630.40,10.67499,3437.03
630.50,10.67653,3435.43
630.60,10.67815,3434.22
630.70,10.67986,3434.58
630.80,10.68174,3436.49
630.90,10.68336,3436.21
631.00,10.6849,3434.6
631.10,10.68635,3433.06
631.20,10.68806,3433.19
631.30,10.69019,3437.02
631.40,10.69199,3438.36
631.50,10.69352,3436.08
631.60,10.69514,3435.26
631.70,10.69677,3434.7
631.80,10.69847,3435.57
631.90,10.70027,3436.15
632.00,10.70172,3435.23
632.10,10.70342,3434.21
632.20,10.7053,3436.89
632.30,10.70718,3437.9
632.40,10.70872,3436.92
632.50,10.71034,3435.65
632.60,10.71196,3435.03
632.70,10.71393,3436.88
632.80,10.71563,3438.07
632.90,10.71717,3436.07
633.00,10.71862,3434.28
633.10,10.72025,3433.97
633.20,10.72229,3437.47
633.30,10.72417,3439.28
633.40,10.72571,3437.47
633.50,10.72733,3436.23
633.60,10.72895,3435.72
633.70,10.73066,3436.34
633.80,10.73237,3437.16
633.90,10.73399,3436.3
634.00,10.73553,3435.09
634.10,10.73749,3437.2
634.20,10.73937,3438.8
634.30,10.74091,3437.8
634.40,10.74244,3436.13
634.50,10.74407,3435.35
634.60,10.74603,3437.77
634.70,10.74782,3439.07
634.80,10.74936,3437.02
634.90,10.75073,3435.33
635.00,10.75235,3434.33
635.10,10.7544,3437.79
635.20,10.75636,3440.4
635.30,10.7579,3438.83
635.40,10.75952,3437.09
635.50,10.76114,3436.9
635.60,10.76285,3436.97
635.70,10.76464,3437.95
635.80,10.76618,3437.53
635.90,10.76763,3435.52
636.00,10.76959,3437.69
636.10,10.77147,3439.62
636.20,10.77318,3439.32
636.30,10.77472,3437.88
636.40,10.77625,3436.72
636.50,10.77813,3437.89
636.60,10.78001,3440.18
636.70,10.78155,3438.84
636.80,10.78308,3436.98
636.90,10.78462,3435.95
637.00,10.78641,3437.37
637.10,10.78855,3440.88
637.20,10.79017,3440.7
637.30,10.79171,3438.15
637.40,10.79333,3437.62
637.50,10.79495,3437.6
637.60,10.79675,3438.48
637.70,10.79837,3438.2
637.80,10.7999,3437.52
637.90,10.8017,3437.6
638.00,10.80358,3439.95
638.10,10.80537,3439.82
638.20,10.8069,3436.25
638.30,10.80853,3434.39
638.40,10.81015,3434.49
638.50,10.81211,3436.99
638.60,10.81382,3437.96
638.70,10.81527,3436.5
638.80,10.81672,3435.22
638.90,10.8186,3436.9
639.00,10.82065,3441.2
639.10,10.82236,3441.39
639.20,10.8239,3439.15
639.30,10.82552,3438.52
639.40,10.82714,3438.38
639.50,10.82893,3439.31
639.60,10.83056,3439.28
639.70,10.83209,3438.54
639.80,10.8338,3438.67
639.90,10.83576,3440.88
640.00,10.83756,3441.86
640.10,10.83909,3440.64
640.20,10.84063,3439.07
640.30,10.84234,3439.22
640.40,10.8443,3441.35
640.50,10.84601,3442.07
640.60,10.84746,3439.58
640.70,10.84891,3437.97
640.80,10.85071,3438.12
640.90,10.85284,3442.48
641.00,10.85455,3443.2
641.10,10.85608,3440.8
641.20,10.85771,3439.68
641.30,10.85933,3439.4
641.40,10.86104,3439.94
641.50,10.86274,3440.46
641.60,10.86437,3440
641.70,10.86599,3439.94
641.80,10.86787,3441.15
641.90,10.86974,3442.91
642.00,10.87128,3441.51
642.10,10.8729,3440.32
642.20,10.87444,3439.06
642.30,10.8764,3441.37
642.40,10.8782,3442.77
642.50,10.87973,3440.99
642.60,10.88119,3438.95
642.70,10.88281,3438.39
642.80,10.88486,3442.32
642.90,10.88682,3444.48
643.00,10.88827,3442.03
643.10,10.88989,3440.6
643.20,10.89143,3440.11
643.30,10.89322,3440.57
643.40,10.89485,3440.89
643.50,10.89647,3440.62
643.60,10.89818,3440.75
643.70,10.89997,3441.49
643.80,10.90193,3443.7
643.90,10.90355,3442.92
644.00,10.90509,3441.46
644.10,10.90663,3440.09
644.20,10.90859,3442.38
644.30,10.91039,3444.05
644.40,10.91192,3442.29
644.50,10.91337,3440.23
644.60,10.91491,3438.94
644.70,10.91696,3442.19
644.80,10.91901,3445.38
644.90,10.92046,3443.34
645.00,10.92208,3441.67
645.10,10.92362,3441.11
645.20,10.92541,3441.37
645.30,10.92712,3442.19
645.40,10.92883,3442.34
645.50,10.93036,3441.41
645.60,10.93216,3441.9
645.70,10.93395,3443.39
645.80,10.93566,3443.27
645.90,10.93719,3442.21
646.00,10.93873,3440.7
646.10,10.94069,3442.92
646.20,10.94257,3444.7
646.30,10.94411,3443.44
646.40,10.94565,3441.57
646.50,10.9471,3439.93
646.60,10.94906,3442.11
646.70,10.95111,3445.65
646.80,10.95273,3444.67
646.90,10.95427,3442.73
647.00,10.95581,3442.04
647.10,10.95751,3442.04
647.20,10.95931,3443.37
647.30,10.96101,3443.36
647.40,10.96255,3442.03
647.50,10.96418,3442.15
647.60,10.96614,3444.06
647.70,10.96793,3445.15
647.80,10.96947,3443.65
647.90,10.97101,3442.47
648.00,10.9728,3442.63
648.10,10.97476,3445.35
648.20,10.97638,3444.84
648.30,10.97784,3442.87
648.40,10.97929,3441.28
648.50,10.98116,3442.3
648.60,10.98321,3446.18
648.70,10.98492,3445.98
648.80,10.98646,3442.44
648.90,10.98808,3439.81
649.00,10.9897,3439.31
649.10,10.99141,3440.25
649.20,10.99312,3441.25
649.30,10.99474,3440.95
649.40,10.99636,3441.43
649.50,10.99824,3443.13
649.60,11.00012,3445.36
649.70,11.00166,3444.35
649.80,11.00319,3443.36
649.90,11.0049,3442.99
650.00,11.00686,3445.44
650.10,11.00857,3446.05
650.20,11.01002,3443.95
650.30,11.01147,3442.07
650.40,11.01327,3442.83
650.50,11.01532,3446.31
650.60,11.01711,3447.46
650.70,11.01865,3445.53
650.80,11.02027,3444.32
650.90,11.02189,3443.93
651.00,11.02368,3444.62
651.10,11.02531,3445.15
651.20,11.02693,3444.39
651.30,11.02855,3443.87
651.40,11.03034,3444.81
651.50,11.03222,3446.96
651.60,11.03393,3446.59
651.70,11.03547,3445.2
651.80,11.03709,3444.51
651.90,11.03897,3445.64
652.00,11.04076,3447.24
652.10,11.0423,3445.47
652.20,11.04375,3443.66
652.30,11.04537,3443.4
652.40,11.04742,3446.65
652.50,11.0493,3448.92
652.60,11.05083,3446.72
652.70,11.05246,3445.39
652.80,11.05408,3444.98
652.90,11.05579,3444.87
653.00,11.05749,3445.96
653.10,11.05912,3445.64
653.20,11.06074,3444.69
653.30,11.06245,3445.31
653.40,11.06441,3447.45
653.50,11.06603,3447.42
653.60,11.06765,3446.04
653.70,11.06928,3445.32
653.80,11.07107,3445.8
653.90,11.07295,3447.73
654.00,11.07448,3446.73
654.10,11.07594,3444.87
654.20,11.07747,3443.91
654.30,11.07952,3446.72
654.40,11.08149,3449.61
654.50,11.08311,3448
654.60,11.08456,3446.06
654.70,11.08618,3445.17
654.80,11.08797,3446.25
654.90,11.08977,3447.45
655.00,11.0913,3447.03
655.10,11.09284,3445.13
655.20,11.09472,3446.51
655.30,11.0966,3448.33
655.40,11.0983,3448.54
655.50,11.09984,3446.88
655.60,11.10146,3446.47
655.70,11.10326,3446.86
655.80,11.10505,3448.17
655.90,11.10667,3447.05
656.00,11.10812,3445.84
656.10,11.10966,3444.33
656.20,11.11162,3446.77
656.30,11.11367,3449.83
656.40,11.1153,3449.24
656.50,11.11683,3447.12
656.60,11.11837,3445.62
656.70,11.12016,3446.72
656.80,11.12187,3447.7
656.90,11.12358,3447.62
657.00,11.12511,3446.31
657.10,11.12682,3446.86
657.20,11.12862,3447.92
657.30,11.13049,3449.37
657.40,11.13203,3447.69
657.50,11.13357,3446.67
657.60,11.13536,3447.11
657.70,11.13724,3449.07
657.80,11.13886,3448.92
657.90,11.1404,3447.3
658.00,11.14185,3445.47
658.10,11.14373,3446.65
658.20,11.14578,3450.43
658.30,11.14748,3450.54
658.40,11.14902,3448.27
658.50,11.15056,3447.24
658.60,11.15227,3447.21
658.70,11.15406,3448.66
658.80,11.15577,3449.01
658.90,11.1573,3447.79
659.00,11.15893,3447.4
659.10,11.1608,3448.86
659.20,11.16268,3450.66
659.30,11.16422,3449.03
659.40,11.16584,3448.09
659.50,11.16755,3447.96
659.60,11.16943,3449.5
659.70,11.17113,3449.87
659.80,11.17259,3446.13
659.90,11.17404,3442.81
660.00,11.17583,3443.41
660.10,11.17788,3447.14
660.20,11.17967,3448.74
660.30,11.18121,3447.23
660.40,11.18275,3446.33
660.50,11.18445,3446.89
660.60,11.18616,3448.31
660.70,11.18795,3449.07
660.80,11.18949,3448.22
660.90,11.19111,3447.8
661.00,11.19299,3449.6
661.10,11.19487,3451.28
661.20,11.19641,3450.16
661.30,11.19803,3449.07
661.40,11.19965,3448.64
661.50,11.20144,3449.91
661.60,11.20324,3451.09
661.70,11.20486,3449.29
661.80,11.20623,3447.94
661.90,11.20793,3447.57
662.00,11.20998,3450.56
662.10,11.21186,3453.32
662.20,11.2134,3450.71
662.30,11.21493,3449.27
662.40,11.21656,3448.78
662.50,11.21835,3449.84
662.60,11.22014,3451.16
662.70,11.22168,3450.02
662.80,11.22322,3448.11
662.90,11.22518,3450.71
663.00,11.22706,3452.24
663.10,11.22868,3451.62
663.20,11.23022,3449.98
663.30,11.23192,3450.04
663.40,11.23372,3450.83
663.50,11.23542,3451.17
663.60,11.23705,3450.49
663.70,11.2385,3448.73
663.80,11.24004,3447.8
663.90,11.24208,3450.83
664.00,11.24405,3453.42
664.10,11.24558,3452.2
664.20,11.24712,3450.15
664.30,11.24874,3449.34
664.40,11.25054,3450.39
664.50,11.25233,3451.31
664.60,11.25387,3450.75
664.70,11.25532,3448.58
664.80,11.25728,3450.69
664.90,11.25916,3452.77
665.00,11.26087,3452.54
665.10,11.2624,3450.88
665.20,11.26394,3450.1
665.30,11.26582,3450.87
665.40,11.2677,3452.61
665.50,11.26923,3451.84
665.60,11.27077,3450
665.70,11.27231,3449.1
665.80,11.27419,3450.67
665.90,11.27615,3453.17
666.00,11.27777,3453.19
666.10,11.27931,3451.47
666.20,11.28093,3450.14
666.30,11.28273,3451.24
666.40,11.28452,3452.12
666.50,11.28614,3451.97
666.60,11.28751,3449.79
666.70,11.28938,3450.88
666.80,11.29135,3453.34
666.90,11.29306,3453.61
667.00,11.29459,3452
667.10,11.29622,3451.03
667.20,11.29792,3451.46
667.30,11.2998,3452.97
667.40,11.30142,3452.69
667.50,11.30296,3451.07
667.60,11.30441,3449.66
667.70,11.3062,3450.65
667.80,11.30825,3453.66
667.90,11.31005,3454.9
668.00,11.31158,3452.41
668.10,11.31312,3451.19
668.20,11.31483,3450.8
668.30,11.31662,3452.4
668.40,11.31833,3453.04
668.50,11.31978,3451.42
668.60,11.32149,3451.02
668.70,11.32345,3453.49
668.80,11.32524,3454.55
668.90,11.32678,3453.28
669.00,11.3284,3451.61
669.10,11.33011,3451.95
669.20,11.33199,3453.37
669.30,11.33361,3453.39
669.40,11.33515,3452.5
669.50,11.3366,3450.6
669.60,11.33831,3450.71
669.70,11.34044,3454.45
669.80,11.34223,3455.99
669.90,11.34377,3453.94
670.00,11.34531,3452.41
670.10,11.34693,3451.62
670.20,11.34881,3453.17
670.30,11.35052,3454.01
670.40,11.35197,3452.51
670.50,11.35367,3451.78
670.60,11.35555,3453.52
670.70,11.35743,3452.25
670.80,11.35905,3450.25
670.90,11.36059,3449.06
671.00,11.36221,3449.35
671.10,11.36409,3451.73
671.20,11.36588,3453.11
671.30,11.36742,3452.12
671.40,11.36887,3450.85
671.50,11.37041,3450.7
671.60,11.37246,3453.42
671.70,11.37442,3456.47
671.80,11.37596,3455.15
671.90,11.37758,3453.49
672.00,11.37912,3452.9
672.10,11.38091,3453.44
672.20,11.38262,3454.13
672.30,11.38424,3454.01
672.40,11.38578,3452.13
672.50,11.38766,3454.03
672.60,11.38953,3456.14
672.70,11.39124,3455.67
672.80,11.39278,3454.23
672.90,11.3944,3453.13
673.00,11.39619,3454.17
673.10,11.39807,3456.33
673.20,11.39961,3455.27
673.30,11.40106,3453.19
673.40,11.4026,3452.07
673.50,11.40456,3453.97
673.60,11.40653,3457.18
673.70,11.40823,3456.65
673.80,11.40977,3454.58
673.90,11.41139,3454.1
674.00,11.4131,3454.09
674.10,11.41481,3455.21
674.20,11.41643,3454.93
674.30,11.41796,3453.37
674.40,11.41976,3454.45
674.50,11.42172,3456.39
674.60,11.42343,3456.64
674.70,11.42497,3454.94
674.80,11.42642,3453.02
674.90,11.4283,3455.1
675.00,11.43026,3457.29
675.10,11.4318,3455.93
675.20,11.43333,3454.13
675.30,11.43479,3452.25
675.40,11.43666,3454.09
675.50,11.43871,3457.52
675.60,11.44042,3457.91
675.70,11.44196,3455.63
675.80,11.44358,3454.8
675.90,11.4452,3454.36
676.00,11.447,3455.75
676.10,11.4487,3455.55
676.20,11.45007,3453.81
676.30,11.45195,3454.38
676.40,11.45383,3456.99
676.50,11.45562,3457.44
676.60,11.45716,3455.98
676.70,11.45869,3454.82
676.80,11.46048,3455.02
676.90,11.46236,3457.19
677.00,11.46407,3457.68
677.10,11.46552,3455.14
677.20,11.46697,3453.74
677.30,11.46877,3454.12
677.40,11.47082,3457.26
677.50,11.47269,3459.16
677.60,11.47415,3456.54
677.70,11.47577,3455.75
677.80,11.47739,3455.19
677.90,11.4791,3455.9
678.00,11.48081,3456.23
678.10,11.48243,3455.54
678.20,11.48405,3455.12
678.30,11.48593,3456.89
678.40,11.48781,3458.37
678.50,11.48934,3457.42
678.60,11.49097,3456.03
678.70,11.49259,3455.54
678.80,11.49447,3456.83
678.90,11.49626,3458.6
679.00,11.4978,3456.37
679.10,11.49916,3454.53
679.20,11.50087,3454.3
679.30,11.50292,3457.78
679.40,11.5048,3459.88
679.50,11.50633,3457.82
679.60,11.50796,3456.24
679.70,11.50958,3455.76
679.80,11.51129,3456.49
679.90,11.51299,3456.99
680.00,11.51453,3456.3
680.10,11.51615,3455.78
680.20,11.51803,3457.28
680.30,11.51991,3458.86
680.40,11.52153,3458.37
680.50,11.52315,3456.87
680.60,11.52469,3455.86
680.70,11.52657,3457.62
680.80,11.52845,3459.46
680.90,11.52998,3457.75
681.00,11.53144,3455.81
681.10,11.53297,3454.72
681.20,11.53511,3458.19
681.30,11.53707,3460.92
681.40,11.53852,3459.03
681.50,11.54014,3457.42
681.60,11.54168,3456.59
681.70,11.54339,3456.86
681.80,11.5451,3457.57
681.90,11.5468,3456.83
682.00,11.54843,3454.33
682.10,11.55022,3453.7
682.20,11.5521,3455.88
682.30,11.55381,3456.29
682.40,11.55534,3455.42
682.50,11.55688,3454.8
682.60,11.55876,3456.29
682.70,11.56064,3459.03
682.80,11.56217,3458.31
682.90,11.56362,3456.65
683.00,11.56516,3455.03
683.10,11.56712,3457.79
683.20,11.56917,3461.29
683.30,11.5708,3460.49
683.40,11.57233,3458.22
683.50,11.57395,3457.61
683.60,11.57558,3457.51
683.70,11.57728,3458.31
683.80,11.57891,3458.16
683.90,11.58061,3457.89
684.00,11.58232,3458.15
684.10,11.5842,3460.17
684.20,11.58599,3460.7
684.30,11.58753,3459.09
684.40,11.58907,3457.6
684.50,11.59086,3458.43
684.60,11.59282,3460.96
684.70,11.59445,3460.26
684.80,11.5959,3458.29
684.90,11.59735,3456.04
685.00,11.59923,3458.06
685.10,11.60136,3461.82
685.20,11.60298,3461.61
685.30,11.60452,3459.06
685.40,11.60614,3458.38
685.50,11.60776,3457.98
685.60,11.60956,3459.22
685.70,11.61127,3459.63
685.80,11.6128,3459.01
685.90,11.61451,3458.49
686.00,11.61639,3460
686.10,11.6181,3460.68
686.20,11.61972,3459.7
686.30,11.62117,3458.13
686.40,11.62296,3458.65
686.50,11.62501,3461.23
686.60,11.62663,3460.92
686.70,11.62817,3459.2
686.80,11.62954,3457.1
686.90,11.63133,3457.7
687.00,11.63346,3461.39
687.10,11.63517,3462.31
687.20,11.63671,3460.09
687.30,11.63833,3459.14
687.40,11.63995,3458.62
687.50,11.64175,3459.64
687.60,11.64337,3460.27
687.70,11.64499,3459.29
687.80,11.64661,3458.7
687.90,11.64849,3460.12
688.00,11.65028,3461.82
688.10,11.65191,3460.77
688.20,11.65353,3459.75
688.30,11.65506,3458.77
688.40,11.65703,3461.06
688.50,11.65882,3462.3
688.60,11.66036,3460.26
688.70,11.66181,3458.46
688.80,11.66343,3458.13
688.90,11.66548,3461.48
689.00,11.66736,3463.37
689.10,11.6689,3461.53
689.20,11.67052,3460.17
689.30,11.67214,3459.72
689.40,11.67385,3460.06
689.50,11.67556,3460.77
689.60,11.67718,3460.3
689.70,11.6788,3459.63
689.80,11.68059,3460.37
689.90,11.68247,3462.22
690.00,11.68418,3462.12
690.10,11.68572,3460.71
690.20,11.68725,3459.56
690.30,11.68913,3461.06
690.40,11.69101,3463
690.50,11.69255,3461.15
690.60,11.694,3459.06
690.70,11.69553,3458.57
690.80,11.69758,3461.58
690.90,11.69955,3463.84
691.00,11.70117,3462.66
691.10,11.70271,3461.06
691.20,11.70424,3460.17
691.30,11.70604,3460.64
691.40,11.70774,3461.46
691.50,11.70937,3460.66
691.60,11.71099,3460.41
691.70,11.7127,3460.56
691.80,11.71457,3462.96
691.90,11.71637,3463.38
692.00,11.7179,3461.8
692.10,11.71953,3461.27
692.20,11.72123,3461.11
692.30,11.7232,3463.57
692.40,11.72473,3462.24
692.50,11.72619,3460.75
692.60,11.72772,3458.59
692.70,11.72969,3461.96
692.80,11.73174,3464.59
692.90,11.73336,3464
693.00,11.7349,3461.8
693.10,11.73652,3460.86
693.20,11.73814,3461.36
693.30,11.73993,3461.51
693.40,11.74164,3460.93
693.50,11.74318,3461.16
693.60,11.74488,3457.1
693.70,11.74676,3459.67
693.80,11.74856,3459.01
693.90,11.75009,3458.41
694.00,11.75171,3458.8
694.10,11.75334,3458.45
694.20,11.7553,3462.33
694.30,11.75692,3461.79
694.40,11.75846,3460.67
694.50,11.75991,3459.46
694.60,11.76179,3461.03
694.70,11.76384,3465.08
694.80,11.76554,3464.73
694.90,11.76708,3462.79
695.00,11.76853,3460.81
695.10,11.77033,3461.96
695.20,11.77212,3463.05
695.30,11.77383,3463.41
695.40,11.77528,3461.82
695.50,11.77699,3461.65
695.60,11.77895,3464.24
695.70,11.78074,3465.12
695.80,11.78237,3463.6
695.90,11.78399,3462.77
696.00,11.7857,3462.84
696.10,11.78749,3464
696.20,11.78911,3463.67
696.30,11.79065,3462.29
696.40,11.7921,3460.58
696.50,11.79389,3461.55
696.60,11.79594,3465.01
696.70,11.79773,3466.11
696.80,11.79927,3463.91
696.90,11.80081,3462.12
697.00,11.80252,3462.3
697.10,11.80431,3463.65
697.20,11.80602,3464.02
697.30,11.80755,3462.97
697.40,11.80918,3462.25
697.50,11.81097,3463.56
697.60,11.81285,3464.99
697.70,11.81447,3464.49
697.80,11.81609,3463.06
697.90,11.81771,3462.47
698.00,11.81959,3464.02
698.10,11.82138,3465.36
698.20,11.82292,3463.77
698.30,11.82437,3461.99
698.40,11.82599,3461.26
698.50,11.82804,3464.95
698.60,11.82992,3466.82
698.70,11.83146,3464.83
698.80,11.833,3463.4
698.90,11.83462,3462.35
699.00,11.83641,3464.08
699.10,11.8382,3464.86
699.20,11.83974,3464.09
699.30,11.84136,3462.93
699.40,11.84316,3463.95
699.50,11.84512,3466.15
699.60,11.84674,3465.63
699.70,11.84828,3464.11
699.80,11.8499,3463.58
699.90,11.85169,3464.4
700.00,11.85357,3465.91
700.10,11.85511,3464.77
700.20,11.85656,3463.01
700.30,11.8581,3461.73
700.40,11.86015,3465.09
700.50,11.86211,3467.48
700.60,11.86365,3465.93
700.70,11.86518,3464.1
700.80,11.86681,3463.36
700.90,11.8686,3464.49
701.00,11.87039,3465.49
701.10,11.87193,3464.71
701.20,11.87355,3463.27
701.30,11.87534,3464.22
701.40,11.87722,3466.42
701.50,11.87893,3466.26
701.60,11.88047,3464.87
701.70,11.88209,3464.14
701.80,11.88388,3464.66
701.90,11.88567,3466.05
702.00,11.8873,3465.71
702.10,11.88883,3464.24
702.20,11.89028,3462.29
702.30,11.89225,3464.88
702.40,11.89421,3468.05
702.50,11.89592,3467.21
702.60,11.89737,3465.22
702.70,11.89899,3464.01
702.80,11.90079,3465.02
702.90,11.90258,3466.26
703.00,11.9042,3465.75
703.10,11.90557,3463.87
703.20,11.90745,3464.94
703.30,11.90941,3467.42
703.40,11.91112,3467.68
703.50,11.91265,3465.78
703.60,11.91428,3465.31
703.70,11.91607,3465.73
703.80,11.91786,3466.45
703.90,11.91949,3466.33
704.00,11.92102,3464.84
704.10,11.92247,3462.92
704.20,11.92435,3464.83
704.30,11.9264,3468.01
704.40,11.92811,3468.38
704.50,11.92965,3465.88
704.60,11.93118,3464.68
704.70,11.93289,3465.14
704.80,11.93468,3466.33
704.90,11.93639,3466.45
705.00,11.93776,3464.11
705.10,11.93955,3463.7
705.20,11.94151,3463.86
705.30,11.94331,3464.02
705.40,11.94484,3462.9
705.50,11.94646,3462.29
705.60,11.94817,3463.05
705.70,11.95005,3465.23
705.80,11.95176,3466.43
705.90,11.95321,3465.03
706.00,11.95475,3463.73
706.10,11.95646,3464.81
706.20,11.95842,3467.44
706.30,11.96021,3468.75
706.40,11.96183,3467.29
706.50,11.96337,3465.78
706.60,11.96508,3465.95
706.70,11.96687,3467.3
706.80,11.96858,3467.71
706.90,11.97003,3466.28
707.00,11.97174,3465.17
707.10,11.9737,3467.98
707.20,11.97549,3469.1
707.30,11.97703,3467.87
707.40,11.97865,3466.51
707.50,11.98036,3466.53
707.60,11.98224,3467.96
707.70,11.98386,3468.08
707.80,11.98548,3466.59
707.90,11.98693,3465.44
708.00,11.98856,3464.95
708.10,11.99052,3467.86
708.20,11.99248,3470.44
708.30,11.99402,3468.27
708.40,11.99556,3467.23
708.50,11.99718,3465.52
708.60,11.99897,3467.35
708.70,12.00068,3467.97
708.80,12.0023,3467.25
708.90,12.00384,3465.8
709.00,12.00572,3467.52
709.10,12.00768,3469.78
709.20,12.00931,3468.87
709.30,12.01084,3467.33
709.40,12.01246,3466.7
709.50,12.01426,3467.3
709.60,12.01605,3469.12
709.70,12.01767,3467.63
709.80,12.01912,3466.29
709.90,12.02066,3465.6
710.00,12.02271,3467.8
710.10,12.02467,3471.31
710.20,12.02629,3469.36
710.30,12.02783,3467.88
710.40,12.02937,3466.83
710.50,12.03116,3467.42
710.60,12.03295,3469.12
710.70,12.03449,3468.3
710.80,12.03603,3466.6
710.90,12.03791,3468.13
711.00,12.03978,3470.25
711.10,12.04149,3469.88
711.20,12.04303,3468.03
711.30,12.04465,3467.5
711.40,12.04644,3467.68
711.50,12.04832,3470.2
711.60,12.04986,3468.66
711.70,12.05131,3467.35
711.80,12.05293,3466.19
711.90,12.05473,3467.11
712.00,12.05678,3470.98
712.10,12.05848,3470.58
712.20,12.06002,3468.82
712.30,12.06164,3467.86
712.40,12.06326,3467.62
712.50,12.06506,3468.89
712.60,12.06676,3468.58
712.70,12.06822,3467.62
712.80,12.07001,3467.61
712.90,12.07197,3470.01
713.00,12.07368,3470.71
713.10,12.07522,3469.06
713.20,12.07684,3468.32
713.30,12.07855,3467.8
713.40,12.08043,3470.46
713.50,12.08213,3470.22
713.60,12.08358,3468.19
713.70,12.08512,3467.02
713.80,12.08683,3466.96
713.90,12.08896,3469.56
714.00,12.09067,3471.47
714.10,12.09221,3467.59
714.20,12.09383,3468.4
714.30,12.09545,3467.33
