Material,Steel,
Geometry,Rectangular,
Width,3.502,mm
Thickness,2.49,mm
Length,50.8,mm
,,
Time,Extension,Load
(s),(mm),(N)
282.80,4.78885,3014.03
282.90,4.79039,3012.85
283.00,4.79201,3012.45
283.10,4.79397,3015.08
283.20,4.79576,3015.95
283.30,4.7973,3014.28
283.40,4.79875,3012.67
283.50,4.80037,3012.13
283.60,4.80234,3015.74
283.70,4.8043,3018.05
283.80,4.80584,3016.42
283.90,4.80746,3015.15
284.00,4.809,3014.79
284.10,4.81079,3015.53
284.20,4.8125,3016.78
284.30,4.81412,3016.43
284.40,4.81566,3015.48
284.50,4.81754,3016.7
284.60,4.81933,3018.6
284.70,4.82104,3018.8
284.80,4.82266,3017.48
284.90,4.8242,3016.69
285.00,4.82607,3018.27
285.10,4.82795,3020.44
285.20,4.82949,3019.07
285.30,4.83094,3017.45
285.40,4.83248,3016.44
285.50,4.83444,3019.14
285.60,4.8364,3022.44
285.70,4.83803,3021.49
285.80,4.83965,3019.78
285.90,4.84127,3019.6
286.00,4.84289,3019.74
286.10,4.84469,3020.93
286.20,4.84631,3020.94
286.30,4.84793,3020.25
286.40,4.84964,3020.72
286.50,4.85152,3022.84
286.60,4.85322,3023.82
286.70,4.85485,3022.56
286.80,4.85638,3021.57
286.90,4.85818,3022.29
287.00,4.86014,3024.9
287.10,4.86168,3024.12
287.20,4.86313,3022.18
287.30,4.86467,3020.82
287.40,4.86654,3023.14
287.50,4.86859,3026.75
287.60,4.8703,3026.56
287.70,4.87184,3024.48
287.80,4.87346,3024.04
287.90,4.87508,3023.83
288.00,4.87687,3025.26
288.10,4.8785,3025.46
288.20,4.88003,3024.55
288.30,4.88174,3024.78
288.40,4.88362,3026.72
288.50,4.8855,3028.45
288.60,4.88703,3027.23
288.70,4.88866,3026.34
288.80,4.89028,3026.27
288.90,4.89224,3028.15
289.00,4.89387,3028.81
289.10,4.8954,3027.03
289.20,4.89685,3025.51
289.30,4.89865,3026.53
289.40,4.90078,3030.71
289.50,4.90249,3031.21
289.60,4.90403,3028.95
289.70,4.90565,3028.42
289.80,4.90727,3028.03
289.90,4.90898,3029.27
290.00,4.91077,3030.18
290.10,4.91231,3029.41
290.20,4.91393,3029.17
290.30,4.91581,3030.93
290.40,4.9176,3032.7
290.50,4.91922,3031.92
290.60,4.92085,3030.9
290.70,4.92247,3030.75
290.80,4.92435,3032.04
290.90,4.92605,3033.67
291.00,4.92759,3031.82
291.10,4.92904,3030.37
291.20,4.93083,3030.68
291.30,4.93288,3034.54
291.40,4.93468,3035.79
291.50,4.93621,3033.87
291.60,4.93766,3032.15
291.70,4.93937,3032.52
291.80,4.94117,3033.92
291.90,4.94296,3035.17
292.00,4.94449,3034
292.10,4.94603,3033.06
292.20,4.948,3035.4
292.30,4.94987,3037.26
292.40,4.95141,3036.36
292.50,4.95303,3035.34
292.60,4.95474,3035.45
292.70,4.95653,3036.29
292.80,4.95824,3037.41
292.90,4.95978,3036.03
293.00,4.96123,3034.83
293.10,4.96294,3034.55
293.20,4.9649,3038.29
293.30,4.96687,3040.59
293.40,4.9684,3039.11
293.50,4.96994,3037.12
293.60,4.97156,3036.75
293.70,4.97335,3038.18
293.80,4.97515,3039.52
293.90,4.97668,3038.72
294.00,4.97831,3038.03
294.10,4.9801,3039.27
294.20,4.98189,3040.59
294.30,4.9836,3041.33
294.40,4.98522,3039.63
294.50,4.98684,3039.07
294.60,4.98864,3040.42
294.70,4.99043,3042.34
294.80,4.99205,3041.35
294.90,4.9935,3039.82
295.00,4.99504,3038.54
295.10,4.997,3041.52
295.20,4.99897,3044.66
295.30,5.00059,3043.43
295.40,5.00221,3041.92
295.50,5.00366,3040.87
295.60,5.00546,3042.18
295.70,5.00725,3043.56
295.80,5.00896,3043.44
295.90,5.01049,3042.26
296.00,5.0122,3042.65
296.10,5.01408,3045.05
296.20,5.01587,3045.68
296.30,5.01741,3044.3
296.40,5.01903,3043.78
296.50,5.02074,3044.33
296.60,5.02262,3045.97
296.70,5.02424,3045.91
296.80,5.02578,3044.6
296.90,5.02723,3042.98
297.00,5.02911,3045.32
297.10,5.03116,3048.99
297.20,5.03278,3048.42
297.30,5.03431,3046.63
297.40,5.03594,3045.53
297.50,5.03764,3046.53
297.60,5.03944,3047.9
297.70,5.04114,3048.02
297.80,5.0426,3046.58
297.90,5.04439,3046.93
298.00,5.04627,3049.35
298.10,5.04798,3050.23
298.20,5.0496,3048.9
298.30,5.05122,3048.1
298.40,5.05293,3048.67
298.50,5.05472,3049.93
298.60,5.05643,3050.39
298.70,5.05796,3049.17
298.80,5.05942,3047.58
298.90,5.06121,3048.55
299.00,5.06326,3052.23
299.10,5.06505,3052.83
299.20,5.06659,3051.2
299.30,5.06804,3049.52
299.40,5.06983,3050.2
299.50,5.07163,3051.46
299.60,5.07333,3052.36
299.70,5.07478,3051.04
299.80,5.07649,3050.3
299.90,5.07846,3053.36
300.00,5.08025,3054.57
300.10,5.08179,3053.16
300.20,5.08341,3052.5
300.30,5.08512,3052.93
300.40,5.08691,3054.1
300.50,5.08862,3054.02
300.60,5.09015,3053.32
300.70,5.0916,3051.59
300.80,5.09331,3052.28
300.90,5.09536,3056.1
301.00,5.09724,3057.67
301.10,5.09878,3055.91
301.20,5.10031,3054.3
301.30,5.10193,3054.51
301.40,5.10373,3055.74
301.50,5.10552,3056.92
301.60,5.10697,3055.44
301.70,5.10859,3054.55
301.80,5.11056,3057.16
301.90,5.11244,3059.03
302.00,5.11397,3057.74
302.10,5.1156,3056.66
302.20,5.11722,3056.32
302.30,5.1191,3057.87
302.40,5.1208,3059.19
302.50,5.12243,3057.89
302.60,5.12388,3056.41
302.70,5.1255,3056.4
302.80,5.12746,3059.12
302.90,5.12934,3061
303.00,5.13096,3060.27
303.10,5.1325,3059.01
303.20,5.13412,3058.51
303.30,5.13592,3059.83
303.40,5.13771,3060.89
303.50,5.13925,3060.09
303.60,5.14078,3058.65
303.70,5.14266,3060.75
303.80,5.14454,3063
303.90,5.14616,3062.27
304.00,5.14778,3061.09
304.10,5.14941,3060.6
304.20,5.1512,3061.69
304.30,5.15299,3063.28
304.40,5.15461,3062.54
304.50,5.15607,3060.84
304.60,5.15769,3060.58
304.70,5.15948,3062.35
304.80,5.16153,3065.88
304.90,5.16315,3065.43
305.00,5.16477,3063.51
305.10,5.16631,3062.54
305.20,5.16802,3063.3
305.30,5.16981,3064.83
305.40,5.17152,3064.77
305.50,5.17297,3063.09
305.60,5.17476,3064.2
305.70,5.17673,3066.79
305.80,5.17835,3066.95
305.90,5.17997,3065.59
306.00,5.18159,3064.89
306.10,5.1833,3065.42
306.20,5.18518,3067.11
306.30,5.1868,3066.66
306.40,5.18834,3065.52
306.50,5.18979,3064.28
306.60,5.19158,3065.55
306.70,5.19372,3069.9
306.80,5.19543,3069.62
306.90,5.19696,3067.68
307.00,5.1985,3066.71
307.10,5.20012,3066.82
307.20,5.202,3068.88
307.30,5.20371,3069.4
307.40,5.20516,3067.25
307.50,5.20695,3068.18
307.60,5.20883,3070.41
307.70,5.21062,3071.38
307.80,5.21216,3069.87
307.90,5.21378,3069.16
308.00,5.21549,3069.4
308.10,5.21737,3071.68
308.20,5.21899,3071.5
308.30,5.22053,3070.1
308.40,5.22206,3068.8
308.50,5.22369,3069.11
308.60,5.22582,3073.16
308.70,5.22761,3074.53
308.80,5.22915,3072.47
308.90,5.23077,3071.46
309.00,5.23239,3071.43
309.10,5.2341,3072.36
309.20,5.2359,3073.2
309.30,5.23743,3072.41
309.40,5.23905,3071.58
309.50,5.24093,3074.02
309.60,5.24273,3075.71
309.70,5.24435,3074.41
309.80,5.24597,3073.57
309.90,5.24759,3073.28
310.00,5.24947,3074.74
310.10,5.25126,3076.32
310.20,5.2528,3074.72
310.30,5.25425,3073
310.40,5.25587,3073.03
310.50,5.25792,3076.12
310.60,5.2598,3078.46
310.70,5.26134,3076.54
310.80,5.26296,3075.77
310.90,5.2645,3075.2
311.00,5.26629,3076.05
311.10,5.268,3077.03
311.20,5.26962,3076.34
311.30,5.27116,3075.71
311.40,5.27304,3077.65
311.50,5.27491,3079.76
311.60,5.27654,3078.98
311.70,5.27807,3077.49
311.80,5.2797,3076.66
311.90,5.28166,3079.21
312.00,5.28345,3080.8
312.10,5.28499,3079.03
312.20,5.28644,3077.16
312.30,5.28806,3076.44
312.40,5.29003,3079.54
312.50,5.29199,3082.66
312.60,5.29353,3081.15
312.70,5.29515,3079.81
312.80,5.29677,3079.21
312.90,5.29848,3079.73
313.00,5.30019,3080.83
313.10,5.30181,3080.68
313.20,5.30335,3078.91
313.30,5.30522,3081.2
313.40,5.3071,3083.25
313.50,5.30872,3083.11
313.60,5.31035,3081.77
313.70,5.31188,3080.77
313.80,5.31368,3082.01
313.90,5.31564,3084.37
314.00,5.31718,3083.53
314.10,5.31871,3081.64
314.20,5.32025,3080.78
314.30,5.32204,3082.19
314.40,5.32409,3086.01
314.50,5.3258,3086
314.60,5.32734,3083.92
314.70,5.32896,3083.27
314.80,5.33058,3083.63
314.90,5.33229,3084.22
315.00,5.334,3084.56
315.10,5.33553,3083.89
315.20,5.33733,3084.59
315.30,5.3392,3086.79
315.40,5.341,3087.95
315.50,5.34253,3086.46
315.60,5.34416,3085.62
315.70,5.34578,3085.63
315.80,5.34774,3087.74
315.90,5.34945,3088.31
316.00,5.3509,3086.41
316.10,5.35235,3084.71
316.20,5.35415,3086.18
316.30,5.35628,3090.02
316.40,5.35799,3090.44
316.50,5.35952,3088.21
316.60,5.36115,3087.56
316.70,5.36277,3087.46
316.80,5.36448,3088.37
316.90,5.36618,3088.65
317.00,5.36772,3087.89
317.10,5.36943,3088.29
317.20,5.37131,3090.31
317.30,5.3731,3091.75
317.40,5.37472,3090.41
317.50,5.37626,3089.54
317.60,5.37797,3089.19
317.70,5.37985,3091.29
317.80,5.38164,3092.26
317.90,5.38309,3090.5
318.00,5.38454,3088.76
318.10,5.38625,3088.98
318.20,5.38838,3093.26
318.30,5.39018,3094.73
318.40,5.39171,3092.12
318.50,5.39334,3091.36
318.60,5.39487,3090.93
318.70,5.39666,3091.79
318.80,5.39829,3092.24
318.90,5.39999,3092.24
319.00,5.40162,3092.32
319.10,5.40341,3093.62
319.20,5.40529,3095.64
319.30,5.40691,3094.75
319.40,5.40853,3093.61
319.50,5.41007,3092.54
319.60,5.41203,3094.86
319.70,5.41383,3096.36
319.80,5.41536,3094.69
319.90,5.41681,3092.94
320.00,5.41844,3092.44
320.10,5.42049,3095.96
320.20,5.42236,3098.98
320.30,5.4239,3096.25
320.40,5.42552,3095.38
320.50,5.42715,3094.83
320.60,5.42885,3095.67
320.70,5.43048,3096.06
320.80,5.4321,3096.02
320.90,5.4338,3096.08
321.00,5.4356,3097.2
321.10,5.43748,3099.34
321.20,5.4391,3098.81
321.30,5.44072,3097.47
321.40,5.44226,3096.35
321.50,5.44414,3098.5
321.60,5.44601,3100.47
321.70,5.44755,3098.91
321.80,5.449,3097.29
321.90,5.45054,3095.83
322.00,5.4525,3099.18
322.10,5.45455,3102.65
322.20,5.45609,3100.87
322.30,5.45771,3099.06
322.40,5.45925,3098.71
322.50,5.46096,3099.28
322.60,5.46275,3100.5
322.70,5.46446,3100.97
322.80,5.46599,3099.91
322.90,5.4677,3100.49
323.00,5.46958,3102.1
323.10,5.47129,3102.4
323.20,5.47282,3101.37
323.30,5.47436,3100.23
323.40,5.47632,3102.21
323.50,5.4782,3104.34
323.60,5.47974,3103.04
323.70,5.48128,3101.75
323.80,5.48273,3099.88
323.90,5.48461,3102.33
324.00,5.48674,3105.88
324.10,5.48828,3105.12
324.20,5.4899,3103.15
324.30,5.49144,3102.71
324.40,5.49314,3102.67
324.50,5.49494,3104.51
324.60,5.49656,3104.59
324.70,5.49818,3103.21
324.80,5.4998,3103.8
324.90,5.50168,3105.57
325.00,5.50347,3106.67
325.10,5.5051,3105.61
325.20,5.50663,3104.71
325.30,5.50843,3104.63
325.40,5.5103,3107.34
325.50,5.51193,3107.17
325.60,5.51346,3105.59
325.70,5.51492,3103.82
325.80,5.51671,3105.09
325.90,5.51884,3109.12
326.00,5.52055,3109.48
326.10,5.52209,3107.43
326.20,5.52371,3106.84
326.30,5.52533,3106.58
326.40,5.52704,3107.6
326.50,5.52875,3108.04
326.60,5.53037,3107.61
326.70,5.53199,3107.26
326.80,5.53387,3108.92
326.90,5.53566,3110.8
327.00,5.53728,3109.76
327.10,5.53882,3108.79
327.20,5.54053,3108.3
327.30,5.54249,3110.83
327.40,5.5442,3111.57
327.50,5.54565,3109.49
327.60,5.5471,3107.78
327.70,5.54881,3108.53
327.80,5.55095,3112.3
327.90,5.55274,3113.88
328.00,5.55428,3111.67
328.10,5.5559,3110.59
328.20,5.55752,3110.02
328.30,5.55923,3111.34
328.40,5.56094,3111.85
328.50,5.56247,3111.16
328.60,5.56418,3110.81
328.70,5.56597,3112.05
328.80,5.56785,3114.45
328.90,5.56947,3114.15
329.00,5.5711,3112.94
329.10,5.57272,3112.35
329.20,5.5746,3113.71
329.30,5.57639,3115.72
329.40,5.57793,3113.7
329.50,5.57938,3112.23
329.60,5.581,3111.77
329.70,5.58305,3115.36
329.80,5.58493,3117.73
329.90,5.58646,3116.03
330.00,5.58809,3114.58
330.10,5.58971,3114.39
330.20,5.59133,3114.48
330.30,5.59312,3115.91
330.40,5.59475,3115.76
330.50,5.59637,3114.61
330.60,5.59808,3115.56
330.70,5.60004,3117.62
330.80,5.60166,3117.96
330.90,5.60328,3116.54
331.00,5.60491,3116.15
331.10,5.60661,3116.62
331.20,5.60849,3119.02
331.30,5.61011,3117.71
331.40,5.61157,3116.4
331.50,5.61319,3115.42
331.60,5.61515,3118.61
331.70,5.61711,3121.31
331.80,5.61865,3120.05
331.90,5.62019,3118.02
332.00,5.62181,3117.3
332.10,5.62352,3118.52
332.20,5.62531,3119.84
332.30,5.62693,3119.4
332.40,5.62847,3118.11
332.50,5.63026,3119.35
332.60,5.63223,3121.78
332.70,5.63393,3121.93
332.80,5.63547,3120.58
332.90,5.63718,3120.18
333.00,5.63889,3120.74
333.10,5.64068,3121.92
333.20,5.6423,3121.1
333.30,5.64375,3120.14
333.40,5.64529,3118.66
333.50,5.64717,3121.26
333.60,5.64922,3124.41
333.70,5.65093,3124.37
333.80,5.65238,3122.17
333.90,5.65391,3121.13
334.00,5.65571,3122
334.10,5.6575,3123.69
334.20,5.65921,3123.36
334.30,5.66074,3122.39
334.40,5.66245,3122.78
334.50,5.66424,3124.19
334.60,5.66612,3125.67
334.70,5.66766,3124.26
334.80,5.6692,3123.29
334.90,5.6709,3123.77
335.00,5.67287,3125.7
335.10,5.67449,3125.95
335.20,5.67603,3124.45
335.30,5.67748,3122.73
335.40,5.67927,3123.81
335.50,5.68132,3127.82
335.60,5.68303,3127.97
335.70,5.68456,3125.82
335.80,5.68619,3125.02
335.90,5.68789,3125.04
336.00,5.6896,3126.53
336.10,5.69131,3126.84
336.20,5.69293,3126.14
336.30,5.69455,3125.87
336.40,5.69643,3127.51
336.50,5.69831,3129.23
336.60,5.69985,3128.4
336.70,5.70147,3127.22
336.80,5.70318,3127.22
336.90,5.70497,3128.45
337.00,5.70668,3129.76
337.10,5.70821,3128
337.20,5.70967,3126.52
337.30,5.71137,3126.84
337.40,5.71351,3130.8
337.50,5.7153,3132.08
337.60,5.71684,3130.08
337.70,5.71837,3128.57
337.80,5.72,3128.9
337.90,5.72179,3130.16
338.00,5.72358,3131.03
338.10,5.72512,3129.92
338.20,5.72674,3129.26
338.30,5.72862,3130.92
338.40,5.73041,3132.74
338.50,5.73204,3132
338.60,5.73366,3131.02
338.70,5.73528,3130.7
338.80,5.73707,3131.91
338.90,5.73887,3133.29
339.00,5.74049,3132.05
339.10,5.74194,3130.61
339.20,5.74356,3129.91
339.30,5.74553,3133.52
339.40,5.7474,3135.6
339.50,5.74903,3134.19
339.60,5.75056,3132.51
339.70,5.75219,3132.18
339.80,5.75398,3133.2
339.90,5.75569,3134.47
340.00,5.75731,3133.96
340.10,5.75884,3131.96
340.20,5.76072,3134.53
340.30,5.7626,3136.71
340.40,5.76422,3135.57
340.50,5.76585,3134.65
340.60,5.76755,3134.44
340.70,5.76935,3135.64
340.80,5.77105,3135.91
340.90,5.77268,3135.47
341.00,5.77413,3134.03
341.10,5.77566,3133.06
341.20,5.77763,3136.27
341.30,5.77959,3139.19
341.40,5.78121,3138.01
341.50,5.78275,3136.41
341.60,5.78437,3135.6
341.70,5.78617,3136.7
341.80,5.78796,3138.01
341.90,5.78958,3137.59
342.00,5.79103,3135.55
342.10,5.79291,3137.52
342.20,5.79479,3139.77
342.30,5.79641,3139.59
342.40,5.79803,3138.18
342.50,5.79966,3137.38
342.60,5.80136,3138.3
342.70,5.80324,3140.08
342.80,5.80486,3139.8
342.90,5.8064,3138.08
343.00,5.80794,3137.28
343.10,5.80973,3138.78
343.20,5.81169,3141.37
343.30,5.8134,3141.43
343.40,5.81494,3140.28
343.50,5.81648,3138.77
343.60,5.81827,3140.1
343.70,5.82006,3141.17
343.80,5.82177,3141.28
343.90,5.82322,3139.27
344.00,5.82501,3140.07
344.10,5.82689,3142.83
344.20,5.82868,3143.42
344.30,5.83022,3141.82
344.40,5.83184,3141.21
344.50,5.83355,3141.56
344.60,5.83543,3143.09
344.70,5.83705,3143.38
344.80,5.83859,3141.79
344.90,5.84013,3140.66
345.00,5.84183,3141.65
345.10,5.84388,3145.13
345.20,5.84568,3146.42
345.30,5.84721,3144.32
345.40,5.84875,3142.96
345.50,5.85037,3142.93
345.60,5.85225,3144.41
345.70,5.85396,3145.2
345.80,5.85541,3143.79
345.90,5.85712,3143.22
346.00,5.85899,3145.67
346.10,5.86087,3147.36
346.20,5.86241,3145.67
346.30,5.86403,3144.98
346.40,5.86565,3144.64
346.50,5.86753,3146.3
346.60,5.86924,3146.77
346.70,5.87078,3145.83
346.80,5.87231,3144.19
346.90,5.87394,3144.16
347.00,5.87599,3148.01
347.10,5.87786,3149.72
347.20,5.8794,3147.82
347.30,5.88094,3146.49
347.40,5.88256,3145.75
347.50,5.88435,3147.48
347.60,5.88615,3148.6
347.70,5.8876,3147.37
347.80,5.88922,3146.7
347.90,5.89118,3149.11
348.00,5.89306,3150.84
348.10,5.8946,3149.55
348.20,5.89622,3148.48
348.30,5.89784,3147.95
348.40,5.89972,3149.74
348.50,5.90143,3150.65
348.60,5.90305,3149.48
348.70,5.9045,3147.77
348.80,5.90612,3147.59
348.90,5.908,3149.9
349.00,5.91005,3153.43
349.10,5.91159,3151.55
349.20,5.91321,3150.25
349.30,5.91475,3149.79
349.40,5.91654,3150.28
349.50,5.91825,3151.32
349.60,5.91987,3151.56
349.70,5.92141,3149.8
349.80,5.92329,3151.58
349.90,5.92516,3153.76
350.00,5.92687,3153.41
350.10,5.92841,3152.09
350.20,5.93003,3151.39
350.30,5.93174,3152.27
350.40,5.9337,3154.4
350.50,5.93524,3153.48
350.60,5.93669,3151.73
350.70,5.93823,3150.88
350.80,5.94011,3152.4
350.90,5.94215,3156.17
351.00,5.94378,3155.33
351.10,5.9454,3153.79
351.20,5.94694,3153.19
351.30,5.94864,3153.42
351.40,5.95044,3154.5
351.50,5.95206,3154.52
351.60,5.9536,3153.16
351.70,5.95539,3154.29
351.80,5.95735,3156.4
351.90,5.95906,3157.09
352.00,5.9606,3155.27
352.10,5.96205,3153.87
352.20,5.96393,3155.7
352.30,5.96589,3158.22
352.40,5.96743,3157.27
352.50,5.96896,3155.32
352.60,5.97041,3153.66
352.70,5.97229,3155.67
352.80,5.97434,3159.38
352.90,5.97605,3159.42
353.00,5.97759,3157.34
353.10,5.97921,3156.81
353.20,5.98083,3156.6
353.30,5.98262,3157.75
353.40,5.98433,3158.48
353.50,5.98578,3156.7
353.60,5.98749,3157.29
353.70,5.98945,3159.84
353.80,5.99125,3160.77
353.90,5.99278,3159.18
354.00,5.99432,3158.31
354.10,5.99603,3158
354.20,5.99799,3160.75
354.30,5.9997,3160.88
354.40,6.00115,3158.96
354.50,6.00269,3157.3
354.60,6.00431,3157.88
354.70,6.00636,3161.01
354.80,6.00824,3163.17
354.90,6.00977,3160.65
355.00,6.0114,3159.88
355.10,6.01302,3159.57
355.20,6.01473,3160.61
355.30,6.01643,3160.98
355.40,6.01797,3160.57
355.50,6.01968,3160.25
355.60,6.02147,3162.27
355.70,6.02335,3163.81
355.80,6.02497,3163.06
355.90,6.0266,3162.16
356.00,6.02822,3161.48
356.10,6.03001,3162.92
356.20,6.03189,3164.91
356.30,6.03342,3163.07
356.40,6.03488,3161.39
356.50,6.0365,3161.2
356.60,6.03855,3164.57
356.70,6.04043,3167.25
356.80,6.04196,3164.83
356.90,6.04359,3163.67
357.00,6.04521,3163.05
357.10,6.04692,3163.85
357.20,6.04862,3164.55
357.30,6.05016,3164.02
357.40,6.05178,3163.36
357.50,6.05366,3164.96
357.60,6.05554,3166.64
357.70,6.05716,3166.46
357.80,6.05878,3164.9
357.90,6.06032,3163.98
358.00,6.0622,3165.97
358.10,6.06408,3167.85
358.20,6.06561,3166.31
358.30,6.06706,3164.81
358.40,6.0686,3163.81
358.50,6.07065,3167
358.60,6.07261,3170.47
358.70,6.07415,3168.35
358.80,6.07577,3166.96
358.90,6.07731,3166.26
359.00,6.07902,3166.92
359.10,6.08073,3167.74
359.20,6.08235,3167.78
359.30,6.08405,3167.46
359.40,6.08576,3168.21
359.50,6.08773,3170.15
359.60,6.08943,3170.54
359.70,6.09097,3168.93
359.80,6.09251,3168.1
359.90,6.0943,3168.85
360.00,6.09626,3171.46
360.10,6.0978,3170.65
360.20,6.09934,3168.67
360.30,6.10079,3166.98
360.40,6.10275,3169.38
360.50,6.1048,3173.14
360.60,6.10642,3171.99
360.70,6.10796,3169.75
360.80,6.1095,3169.35
360.90,6.11121,3169.36
361.00,6.11291,3170.52
361.10,6.11454,3170.2
361.20,6.11624,3170.31
361.30,6.11795,3170.61
361.40,6.11983,3172.92
361.50,6.12154,3173.43
361.60,6.12316,3172.23
361.70,6.1247,3171
361.80,6.12649,3171.44
361.90,6.12837,3174.21
362.00,6.13007,3173.89
362.10,6.13153,3172.17
362.20,6.13298,3169.91
362.30,6.13477,3171.79
362.40,6.1369,3175.86
362.50,6.13861,3176.41
362.60,6.14015,3173.57
362.70,6.14169,3173.1
362.80,6.14339,3172.81
362.90,6.1451,3174.24
363.00,6.14681,3174.67
363.10,6.14843,3174.21
363.20,6.15014,3174.07
363.30,6.15193,3175.55
363.40,6.15372,3176.34
363.50,6.15535,3175.42
363.60,6.1568,3173.85
363.70,6.15859,3174.31
363.80,6.16056,3177.12
363.90,6.16226,3176.87
364.00,6.1638,3175.36
364.10,6.16517,3173.35
364.20,6.16696,3174.33
364.30,6.16901,3178.37
364.40,6.1708,3179.61
364.50,6.17234,3177.06
364.60,6.17396,3176.52
364.70,6.1755,3175.93
364.80,6.17729,3177.22
364.90,6.17908,3178.38
365.00,6.18062,3177.52
365.10,6.18224,3176.67
365.20,6.18403,3178.42
365.30,6.18591,3180.17
365.40,6.18753,3179.58
365.50,6.18907,3178.34
365.60,6.19069,3177.66
365.70,6.19266,3179.77
365.80,6.19445,3181.21
365.90,6.19599,3179.57
366.00,6.19744,3177.74
366.10,6.19906,3177.46
366.20,6.20111,3180.9
366.30,6.20299,3183.25
366.40,6.20453,3181.38
366.50,6.20615,3180.14
366.60,6.20768,3179.64
366.70,6.20948,3180.37
366.80,6.21118,3180.92
366.90,6.21281,3180.54
367.00,6.21443,3179.68
367.10,6.21614,3180.27
367.20,6.2181,3182.16
367.30,6.21972,3182.16
367.40,6.22134,3180.79
367.50,6.22288,3180.17
367.60,6.22476,3181.58
367.70,6.22664,3184.03
367.80,6.22818,3182.55
367.90,6.22963,3180.59
368.00,6.23116,3180
368.10,6.23321,3183.23
368.20,6.23518,3186.15
368.30,6.23671,3184.73
368.40,6.23834,3183.13
368.50,6.23996,3182.71
368.60,6.24167,3183.19
368.70,6.24337,3184.14
368.80,6.245,3183.93
368.90,6.24653,3182.87
369.00,6.24824,3183.43
369.10,6.2502,3185.63
369.20,6.25191,3186.57
369.30,6.25353,3185.14
369.40,6.25516,3184.52
369.50,6.25686,3184.5
369.60,6.25883,3186.93
369.70,6.26036,3186.17
369.80,6.26182,3184.44
369.90,6.26335,3183.11
370.00,6.26532,3185.57
370.10,6.26736,3189.05
370.20,6.26899,3188.57
370.30,6.27052,3186.3
370.40,6.27206,3185.91
370.50,6.27377,3185.69
370.60,6.27556,3187.07
370.70,6.27727,3187.22
370.80,6.27881,3185.82
370.90,6.28043,3185.28
371.00,6.28231,3187.32
371.10,6.28418,3188.62
371.20,6.28572,3187.15
371.30,6.28734,3186.39
371.40,6.28905,3186.84
371.50,6.29093,3188.73
371.60,6.29255,3189.25
371.70,6.29409,3187.64
371.80,6.29554,3186.21
371.90,6.29742,3187.72
372.00,6.29947,3191.75
372.10,6.30117,3191.69
372.20,6.30271,3189.68
372.30,6.30416,3188.11
372.40,6.30596,3189.05
372.50,6.30775,3190.5
372.60,6.30937,3190.71
372.70,6.31091,3189.3
372.80,6.31262,3189.14
372.90,6.31449,3191.87
373.00,6.31637,3193.07
373.10,6.31791,3191.73
373.20,6.31953,3191
373.30,6.32124,3191.3
373.40,6.32312,3192.27
373.50,6.32474,3192.61
373.60,6.32628,3191.19
373.70,6.32773,3189.73
373.80,6.32952,3190.48
373.90,6.33157,3194.27
374.00,6.33336,3195.6
374.10,6.3349,3193.55
374.20,6.33635,3191.74
374.30,6.33806,3191.99
374.40,6.33994,3193.55
374.50,6.34164,3194.28
374.60,6.34318,3193.13
374.70,6.3448,3192.05
374.80,6.3466,3193.29
374.90,6.34856,3194.49
375.00,6.3501,3193.91
375.10,6.35172,3192.72
375.20,6.35334,3192.51
375.30,6.35513,3194.01
375.40,6.35701,3195.89
375.50,6.35855,3194.33
375.60,6.36,3192.96
375.70,6.36162,3192.4
375.80,6.36367,3196.25
375.90,6.36555,3198.54
376.00,6.36709,3196.59
376.10,6.36863,3195.29
376.20,6.37025,3194.45
376.30,6.37204,3196.11
376.40,6.37383,3197.21
376.50,6.37537,3196.47
376.60,6.37699,3195.48
376.70,6.3787,3196.22
376.80,6.38066,3198.85
376.90,6.38229,3198.52
377.00,6.38391,3197.22
377.10,6.38553,3196.61
377.20,6.38724,3197.47
377.30,6.38912,3199.33
377.40,6.39074,3198.37
377.50,6.39219,3196.61
377.60,6.39373,3195.47
377.70,6.39569,3198.77
377.80,6.39765,3201.36
377.90,6.39928,3200.28
378.00,6.40081,3198.44
378.10,6.40243,3198.03
378.20,6.40423,3199.02
378.30,6.40602,3200.4
378.40,6.40764,3199.57
378.50,6.40909,3198.43
378.60,6.41089,3199.09
378.70,6.41285,3201.73
378.80,6.41456,3201.1
378.90,6.4161,3199.14
379.00,6.41772,3198.04
379.10,6.41943,3198.73
379.20,6.4213,3200.18
379.30,6.42293,3200.13
379.40,6.42446,3199.04
379.50,6.42591,3197.59
379.60,6.42788,3200.12
379.70,6.42984,3203.58
379.80,6.43155,3203.07
379.90,6.433,3201.28
380.00,6.43462,3200.18
380.10,6.43633,3201.34
380.20,6.43812,3202.48
380.30,6.43983,3202.7
380.40,6.4412,3200.91
380.50,6.44308,3201.58
380.60,6.44504,3204.69
380.70,6.44675,3204.71
380.80,6.44828,3203.38
380.90,6.44991,3202.62
381.00,6.4517,3203.39
381.10,6.45349,3204.47
381.20,6.45511,3204.3
381.30,6.45665,3203.17
381.40,6.4581,3201.28
381.50,6.4599,3203
381.60,6.46194,3206.69
381.70,6.46374,3207.16
381.80,6.46527,3205.14
381.90,6.46681,3203.56
382.00,6.46852,3204.24
382.10,6.47031,3205.76
382.20,6.47202,3205.9
382.30,6.47347,3204.22
382.40,6.47518,3204.36
