Specimen choice input : Material,Steel,
28.6,3.17,4741.51
28.7,3.17,4744.02
28.8,3.17,4746.71
28.9,3.17,4749.49
29,3.17,4751.79
29.1,3.17,4754.67
29.2,3.17,4757.37
29.3,3.17,4760.21
29.4,3.17,4762.62
29.5,3.17,4765.5
29.6,3.17,4768.13
29.7,3.17,4771.16
29.8,3.17,4773.77
29.9,3.17,4776.15
30,3.17,4778.87
30.1,3.17,4781.77
30.2,3.17,4784.39
30.3,3.17,4786.88
30.4,3.17,4789.75
30.5,3.17,4792.38
30.6,3.17,4795.28
30.7,3.17,4797.85
30.8,3.17,4800.48
30.9,3.17,4803.51
31,3.17,4806.31
31.1,3.17,4808.83
31.2,3.18,4810.71
31.3,3.18,4813.74
31.4,3.18,4816.72
31.5,3.18,4819.45
31.6,3.18,4822.41
31.7,3.18,4825.02
31.8,3.18,4827.36
31.9,3.18,4830.48
32,3.18,4833.13
32.1,3.18,4834.91
32.2,3.18,4837.92
32.3,3.18,4841.03
32.4,3.18,4843.47
32.5,3.18,4846.37
32.6,3.18,4848.75
32.7,3.18,4851.8
32.8,3.18,4854.16
32.9,3.18,4857.28
33,3.18,4859.81
33.1,3.18,4862.32
33.2,3.18,4865.11
33.3,3.18,4867.47
33.4,3.18,4870.25
33.5,3.18,4872.9
33.6,3.18,4875.87
33.7,3.18,4878.44
33.8,3.18,4881.01
33.9,3.18,4883.73
34,3.18,4886.47
34.1,3.18,4889.24
34.2,3.18,4891.65
34.3,3.18,4894.79
34.4,3.18,4897.06
34.5,3.18,4900.16
34.6,3.18,4902.7
34.7,3.18,4905.25
34.8,3.18,4908.22
34.9,3.18,4910.37
35,3.18,4913.6
35.1,3.18,4916.18
35.2,3.18,4918.95
35.3,3.18,4921.5
35.4,3.18,4924.16
35.5,3.19,4926.97
35.6,3.19,4929.45
35.7,3.19,4932.42
35.8,3.19,4934.75
35.9,3.19,4937.89
36,3.19,4940.42
36.1,3.19,4942.91
36.2,3.19,4945.7
36.3,3.19,4948.34
36.4,3.19,4951.13
36.5,3.19,4953.55
36.6,3.19,4956.53
36.7,3.19,4959.25
36.8,3.19,4961.72
36.9,3.19,4964.57
37,3.19,4967.34
37.1,3.19,4969.94
37.2,3.19,4972.52
37.3,3.19,4975.27
37.4,3.19,4977.87
37.5,3.19,4980.52
37.6,3.19,4983.49
37.7,3.19,4985.86
37.8,3.19,4988.72
37.9,3.19,4991.23
38,3.19,4994.35
38.1,3.19,4996.71
38.2,3.19,4999.32
38.3,3.19,5002.26
38.4,3.19,5004.5
38.5,3.19,5007.39
38.6,3.19,5009.93
38.7,3.19,5012.89
38.8,3.19,5015.56
38.9,3.19,5017.98
39,3.19,5021.12
39.1,3.19,5023.43
39.2,3.19,5026.48
39.3,3.19,5028.93
39.4,3.19,5031.71
39.5,3.19,5034.41
39.6,3.19,5037
39.7,3.2,5039.98
39.8,3.2,5042.14
39.9,3.2,5045.29
40,3.2,5047.8
40.1,3.2,5050.62
40.2,3.2,5053.2
40.3,3.2,5056.01
40.4,3.2,5058.69
40.5,3.2,5061.25
40.6,3.2,5064.01
40.7,3.2,5066.42
40.8,3.2,5069.05
40.9,3.2,5071.94
41,3.2,5074.41
41.1,3.2,5077.37
41.2,3.2,5080.27
41.3,3.2,5082.92
41.4,3.2,5085.29
41.5,3.2,5088.08
41.6,3.2,5090.75
41.7,3.2,5093.12
41.8,3.2,5096.05
41.9,3.2,5098.75
42,3.2,5101.65
42.1,3.2,5104.03
42.2,3.2,5106.72
42.3,3.2,5109.45
42.4,3.2,5112.54
42.5,3.2,5115.01
42.6,3.2,5117.53
42.7,3.2,5120.57
42.8,3.2,5122.86
42.9,3.2,5125.88
43,3.2,5128.56
43.1,3.2,5130.76
43.2,3.2,5133.94
43.3,3.2,5136.59
43.4,3.2,5139.4
43.5,3.2,5141.87
43.6,3.2,5144.64
43.7,3.2,5147.4
43.8,3.21,5149.73
43.9,3.21,5152.58
44,3.21,5155.22
44.1,3.21,5158.41
44.2,3.21,5160.56
44.3,3.21,5163.35
44.4,3.21,5166.13
44.5,3.21,5168.94
44.6,3.21,5171.64
44.7,3.21,5173.87
44.8,3.21,5176.76
44.9,3.21,5179.48
45,3.21,5182.64
45.1,3.21,5184.8
45.2,3.21,5187.67
45.3,3.21,5190.81
45.4,3.21,5193.64
45.5,3.21,5195.49
45.6,3.21,5198.05
45.7,3.21,5201.01
45.8,3.21,5203.76
45.9,3.21,5206.38
46,3.21,5209.23
46.1,3.21,5212
46.2,3.21,5214.68
46.3,3.21,5217.39
46.4,3.21,5219.88
46.5,3.21,5222.56
46.6,3.21,5225.35
46.7,3.21,5228.03
46.8,3.21,5230.46
46.9,3.21,5233.41
47,3.21,5236.26
47.1,3.21,5238.69
47.2,3.21,5241.66
47.3,3.21,5243.89
47.4,3.21,5246.97
47.5,3.21,5248.99
47.6,3.21,5252.2
47.7,3.21,5254.66
47.8,3.21,5257.68
47.9,3.21,5260.23
48,3.21,5262.9
48.1,3.22,5265.63
48.2,3.22,5268.56
48.3,3.22,5271.35
48.4,3.22,5273.05
48.5,3.22,5276.34
48.6,3.22,5279.07
48.7,3.22,5281.76
48.8,3.22,5284.5
48.9,3.22,5287.21
49,3.22,5289.95
49.1,3.22,5292.52
49.2,3.22,5295.3
49.3,3.22,5297.75
49.4,3.22,5300.72
49.5,3.22,5303.35
49.6,3.22,5305.78
49.7,3.22,5308.78
49.8,3.22,5311.29
49.9,3.22,5314.1
50,3.22,5316.62
50.1,3.22,5319.25
50.2,3.22,5322.27
50.3,3.22,5324.63
50.4,3.22,5327.55
50.5,3.22,5330.05
50.6,3.22,5332.96
50.7,3.22,5335.52
50.8,3.22,5338.11
50.9,3.22,5340.86
51,3.22,5343.51
51.1,3.22,5346.38
51.2,3.22,5348.89
51.3,3.22,5351.63
51.4,3.22,5354.19
51.5,3.22,5357.21
51.6,3.22,5359.61
51.7,3.22,5362.27
51.8,3.22,5365.66
51.9,3.22,5367.81
52,3.22,5370.58
52.1,3.22,5372.98
52.2,3.23,5376.13
52.3,3.23,5378.5
52.4,3.23,5381.41
52.5,3.23,5383.88
52.6,3.23,5386.99
52.7,3.23,5389.8
52.8,3.23,5391.73
52.9,3.23,5394.51
53,3.23,5397.61
53.1,3.23,5399.88
53.2,3.23,5402.78
53.3,3.23,5405.62
53.4,3.23,5408.47
53.5,3.23,5410.71
53.6,3.23,5413.48
53.7,3.23,5416.37
53.8,3.23,5418.66
53.9,3.23,5421.6
54,3.23,5424.14
54.1,3.23,5426.78
54.2,3.23,5429.53
54.3,3.23,5432.43
54.4,3.23,5434.83
54.5,3.23,5437.54
54.6,3.23,5440.6
54.7,3.23,5442.79
54.8,3.23,5445.62
54.9,3.23,5448.28
55,3.23,5451.28
55.1,3.23,5453.64
55.2,3.23,5456.79
55.3,3.23,5459.28
55.4,3.23,5461.39
55.5,3.23,5464.99
55.6,3.23,5466.82
55.7,3.23,5469.55
55.8,3.23,5472.67
55.9,3.23,5475.31
56,3.23,5478.15
56.1,3.23,5480.46
56.2,3.23,5483.77
56.3,3.24,5485.76
56.4,3.24,5488.79
56.5,3.24,5491.52
56.6,3.24,5493.92
56.7,3.24,5497.06
56.8,3.24,5499.4
56.9,3.24,5502.24
57,3.24,5504.86
57.1,3.24,5507.64
57.2,3.24,5510.57
57.3,3.24,5512.55
57.4,3.24,5515.66
57.5,3.24,5518.15
57.6,3.24,5520.94
57.7,3.24,5523.69
57.8,3.24,5526.29
57.9,3.24,5529.11
58,3.24,5531.37
58.1,3.24,5534.68
58.2,3.24,5536.89
58.3,3.24,5540.07
58.4,3.24,5542.55
58.5,3.24,5545.08
58.6,3.24,5547.88
58.7,3.24,5550.74
58.8,3.24,5553.44
58.9,3.24,5555.81
59,3.24,5558.56
59.1,3.24,5561.44
59.2,3.24,5564.04
59.3,3.24,5566.93
59.4,3.24,5569.33
59.5,3.24,5572.28
59.6,3.24,5574.93
59.7,3.24,5577.64
59.8,3.24,5580.31
59.9,3.24,5582.67
60,3.24,5585.52
60.1,3.24,5588.18
60.2,3.24,5590.95
60.3,3.24,5593.47
60.4,3.25,5596.47
60.5,3.25,5599.22
60.6,3.25,5601.33
60.7,3.25,5604.21
60.8,3.25,5606.83
60.9,3.25,5609.78
61,3.25,5612.44
61.1,3.25,5615.11
61.2,3.25,5617.67
61.3,3.25,5620.1
61.4,3.25,5623.11
61.5,3.25,5625.63
61.6,3.25,5628.76
61.7,3.25,5631.37
61.8,3.25,5634.03
61.9,3.25,5636.58
62,3.25,5639.16
62.1,3.25,5642.03
62.2,3.25,5644.47
62.3,3.25,5647.42
62.4,3.25,5650.03
62.5,3.25,5652.82
62.6,3.25,5655.55
62.7,3.25,5658.21
62.8,3.25,5660.97
62.9,3.25,5663.35
63,3.25,5666.29
63.1,3.25,5668.82
63.2,3.25,5671.76
63.3,3.25,5674.2
63.4,3.25,5677.23
63.5,3.25,5679.65
63.6,3.25,5682.1
63.7,3.25,5685.05
63.8,3.25,5687.56
63.9,3.25,5690.56
64,3.25,5693.49
64.1,3.25,5695.83
64.2,3.25,5698.76
64.3,3.25,5701
64.4,3.26,5703.87
64.5,3.26,5706.5
64.6,3.26,5709.23
64.7,3.26,5711.66
64.8,3.26,5714.67
64.9,3.26,5717.23
65,3.26,5719.8
65.1,3.26,5722.7
65.2,3.26,5725.27
65.3,3.26,5728.12
65.4,3.26,5730.53
65.5,3.26,5733.69
65.6,3.26,5736.07
65.7,3.26,5738.6
65.8,3.26,5741.36
65.9,3.26,5744.29
66,3.26,5746.98
66.1,3.26,5749.85
66.2,3.26,5752.13
66.3,3.26,5754.92
66.4,3.26,5757.39
66.5,3.26,5760.53
66.6,3.26,5762.83
66.7,3.26,5765.91
66.8,3.26,5768.16
66.9,3.26,5771.18
67,3.26,5773.74
67.1,3.26,5776.32
67.2,3.26,5779.19
67.3,3.26,5781.84
67.4,3.26,5784.43
67.5,3.26,5787.18
67.6,3.26,5789.81
67.7,3.26,5793.09
67.8,3.26,5795.15
67.9,3.26,5798.51
68,3.26,5800.35
68.1,3.26,5803.58
68.2,3.26,5805.69
68.3,3.27,5808.95
68.4,3.27,5811.24
68.5,3.27,5813.94
68.6,3.27,5816.73
68.7,3.27,5819.41
68.8,3.27,5822.2
68.9,3.27,5824.79
69,3.27,5827.63
69.1,3.27,5830.01
69.2,3.27,5833
69.3,3.27,5835.59
69.4,3.27,5838.14
69.5,3.27,5841.02
69.6,3.27,5843.53
69.7,3.27,5846.49
69.8,3.27,5849.02
69.9,3.27,5851.54
70,3.27,5854.52
70.1,3.27,5857.01
70.2,3.27,5860.16
70.3,3.27,5862.12
70.4,3.27,5865.25
70.5,3.27,5867.76
70.6,3.27,5870.46
70.7,3.27,5873.22
70.8,3.27,5875.71
70.9,3.27,5878.71
71,3.27,5881.37
71.1,3.27,5883.75
71.2,3.27,5886.69
71.3,3.27,5889.41
71.4,3.27,5892.05
71.5,3.27,5894.53
71.6,3.27,5897.65
71.7,3.27,5900.04
71.8,3.27,5902.85
71.9,3.27,5905.51
72,3.27,5908.08
72.1,3.28,5910.97
72.2,3.28,5913.54
72.3,3.28,5916.34
72.4,3.28,5918.81
72.5,3.28,5921.51
72.6,3.28,5924.33
72.7,3.28,5926.83
72.8,3.28,5929.77
72.9,3.28,5932.09
73,3.28,5935.17
73.1,3.28,5937.88
73.2,3.28,5940.46
73.3,3.28,5943.53
73.4,3.28,5945.31
73.5,3.28,5948.44
73.6,3.28,5951.51
73.7,3.28,5954.07
73.8,3.28,5956.72
73.9,3.28,5958.92
74,3.28,5961.92
74.1,3.28,5964.72
74.2,3.28,5967.37
74.3,3.28,5969.65
74.4,3.28,5972.87
74.5,3.28,5975.5
74.6,3.28,5978.04
74.7,3.28,5980.92
74.8,3.28,5983.23
74.9,3.28,5986.19
75,3.28,5988.59
75.1,3.28,5991.7
75.2,3.28,5994.19
75.3,3.28,5996.92
75.4,3.28,5999.63
75.5,3.28,6002.53
75.6,3.28,6005.01
75.7,3.29,6007.28
75.8,3.29,6010.22
75.9,3.29,6012.99
76,3.29,6015.51
76.1,3.29,6018.37
76.2,3.29,6020.89
76.3,3.29,6023.71
76.4,3.29,6026.04
76.5,3.29,6028.94
76.6,3.29,6031.51
76.7,3.29,6034.37
76.8,3.29,6037.28
76.9,3.29,6039.79
77,3.29,6042.91
77.1,3.29,6045.81
77.2,3.29,6048.39
77.3,3.29,6050.15
77.4,3.29,6053.5
77.5,3.29,6056.2
77.6,3.29,6058.59
77.7,3.29,6061.5
77.8,3.29,6064.3
77.9,3.29,6066.88
78,3.29,6069.16
78.1,3.29,6072.4
78.2,3.29,6074.8
78.3,3.29,6077.36
78.4,3.29,6080.06
78.5,3.29,6082.51
78.6,3.29,6085.85
78.7,3.3,6087.93
78.8,3.3,6091.39
78.9,3.3,6093.75
79,3.3,6096.16
79.1,3.3,6098.87
79.2,3.3,6101.68
79.3,3.3,6104.92
79.4,3.3,6106.72
79.5,3.3,6110.19
79.6,3.3,6112.57
79.7,3.3,6115.33
79.8,3.3,6117.83
79.9,3.3,6120.05
80,3.3,6123.46
80.1,3.3,6126.11
80.2,3.3,6128.45
80.3,3.3,6131.25
80.4,3.3,6134.34
80.5,3.3,6137.03
80.6,3.3,6138.92
80.7,3.3,6142.73
80.8,3.3,6144.26
80.9,3.3,6147.71
81,3.3,6150.58
81.1,3.31,6152.21
81.2,3.31,6155.81
81.3,3.31,6158.46
81.4,3.31,6160.69
81.5,3.31,6163.3
81.6,3.31,6166.87
81.7,3.31,6169.23
81.8,3.31,6171.02
81.9,3.31,6175.06
82,3.31,6176.54
82.1,3.31,6179.23
82.2,3.31,6181.94
82.3,3.31,6185.43
82.4,3.31,6187.84
82.5,3.31,6189.55
82.6,3.31,6193.9
82.7,3.31,6196.13
82.8,3.32,6198.12
82.9,3.32,6201.16
83,3.32,6204.86
83.1,3.32,6206.62
83.2,3.32,6208.19
83.3,3.32,6212.97
83.4,3.32,6214.63
83.5,3.32,6216.41
83.6,3.32,6219.92
83.7,3.32,6223.83
83.8,3.32,6225.35
83.9,3.33,6227.08
84,3.33,6232.19
84.1,3.33,6233.33
84.2,3.33,6234.75
84.3,3.33,6239.16
84.4,3.33,6242.73
84.5,3.33,6243.76
84.6,3.33,6245.71
84.7,3.34,6250.48
84.8,3.34,6252.55
84.9,3.34,6253.69
85,3.34,6258.24
85.1,3.34,6261.07
85.2,3.34,6262.92
85.3,3.35,6264.78
85.4,3.35,6269.66
85.5,3.35,6271.25
85.6,3.35,6273.68
85.7,3.36,6276.86
85.8,3.36,6279.18
85.9,3.36,6282.01
86,3.36,6283.71
86.1,3.37,6288.29
86.2,3.37,6292.79
86.25,3.35,6265.86
86.25,3.36,6233.8
86.26,3.37,6200.97
86.26,3.39,6174.51
86.28,3.41,6206.94
86.28,3.41,6233.52
86.28,3.4,6260.72
86.29,3.38,6292.74
86.3,3.36,6267.29
86.3,3.36,6232.36
86.31,3.37,6206.2
86.31,3.37,6178.86
86.31,3.38,6151.39
86.31,3.38,6124.85
86.31,3.4,6089.09
86.32,3.41,6061.32
86.33,3.45,6089.62
86.33,3.45,6125.14
86.34,3.45,6151.01
86.34,3.45,6177.42
86.34,3.44,6203.48
86.34,3.44,6240.15
86.35,3.42,6271.15
86.35,3.41,6298.16
86.36,3.4,6269.76
86.36,3.41,6238.54
86.37,3.41,6201.59
86.37,3.42,6175.47
86.37,3.42,6149.43
86.37,3.44,6112.89
86.38,3.45,6082.66
86.38,3.47,6055.5
86.39,3.49,6081.22
86.39,3.5,6111.09
86.39,3.5,6146.93
86.4,3.49,6172.36
86.4,3.49,6197.92
86.4,3.48,6234.66
86.4,3.47,6266.83
86.41,3.46,6297.12
86.42,3.45,6270.63
86.42,3.45,6238.94
86.42,3.46,6201.75
86.43,3.46,6175.59
86.43,3.47,6149.62
86.43,3.48,6113.42
86.43,3.49,6083.78
86.44,3.52,6058.1
86.45,3.54,6085.92
86.45,3.54,6116.33
86.45,3.54,6152.54
86.45,3.54,6178.13
86.46,3.53,6203.79
86.46,3.52,6240.6
86.46,3.51,6272.66
86.47,3.5,6302.42
86.48,3.49,6272.26
86.48,3.49,6239.09
86.48,3.5,6213.61
86.48,3.5,6186.6
86.49,3.51,6159.17
86.49,3.51,6132.44
86.49,3.52,6096.03
86.49,3.54,6067.28
86.51,3.58,6102.08
86.51,3.58,6139.47
86.51,3.58,6166.28
86.52,3.58,6193.41
86.52,3.57,6219.98
86.52,3.56,6245.13
86.52,3.55,6278.04
86.53,3.54,6307.81
86.54,3.53,6282.73
86.54,3.53,6250.36
86.54,3.53,6224.77
86.54,3.54,6197.1
86.55,3.54,6168.42
86.55,3.55,6139.84
86.55,3.55,6112.46
86.55,3.56,6087.38
86.55,3.58,6056.45
86.56,3.6,6030.77
86.57,3.62,6063.07
86.57,3.63,6096.97
86.57,3.63,6123.41
86.57,3.63,6151.59
86.58,3.62,6180.47
86.58,3.62,6209.12
86.58,3.61,6236.68
86.58,3.6,6262.21
86.58,3.59,6294.52
86.59,3.58,6321.27
86.6,3.57,6292.42
86.6,3.57,6258.53
86.6,3.57,6231.49
86.6,3.58,6202.05
86.61,3.58,6171.29
86.61,3.59,6140.34
86.61,3.59,6110.34
86.61,3.6,6082.43
86.62,3.61,6046.91
86.62,3.63,6016.75
86.63,3.67,6046.06
86.63,3.67,6082.32
86.63,3.67,6110.6
86.64,3.67,6140.79
86.64,3.67,6171.77
86.64,3.66,6202.57
86.64,3.66,6232.3
86.64,3.65,6260.02
86.65,3.64,6295.67
86.65,3.63,6321.24
86.66,3.61,6296.12
86.66,3.61,6259.89
86.67,3.61,6231.33
86.67,3.62,6200.46
86.67,3.62,6168.39
86.67,3.63,6136.26
86.67,3.64,6105.24
86.68,3.64,6076.46
86.68,3.65,6051.05
86.68,3.67,6021.59
86.69,3.71,6051.34
86.69,3.72,6077.57
86.7,3.72,6107.03
86.7,3.71,6138.5
86.7,3.71,6170.87
86.7,3.71,6203.12
86.7,3.7,6234.36
86.71,3.69,6263.62
86.71,3.69,6289.92
86.71,3.67,6321.59
86.73,3.65,6284.97
86.73,3.65,6256.83
86.73,3.65,6225.38
86.73,3.66,6191.67
86.73,3.66,6156.83
86.74,3.67,6122.05
86.74,3.68,6088.49
86.74,3.68,6057.3
86.74,3.69,6029.6
86.74,3.71,5996.93
86.76,3.76,6032.55
86.76,3.76,6061.75
86.76,3.76,6094.18
86.76,3.76,6128.58
86.77,3.76,6163.8
86.77,3.75,6198.83
86.77,3.75,6232.72
86.77,3.74,6264.52
86.77,3.73,6293.23
86.78,3.72,6328.3
86.78,3.71,6354.91
86.79,3.69,6323.68
86.79,3.69,6285.99
86.79,3.69,6255.19
86.8,3.7,6221.12
86.8,3.7,6184.87
86.8,3.71,6147.6
86.8,3.71,6110.48
86.8,3.72,6074.71
86.81,3.73,6041.5
86.81,3.73,6012
86.81,3.75,5976.99
86.82,3.78,5950.92
86.82,3.8,5984.1
86.82,3.8,6009.49
86.83,3.81,6039.94
86.83,3.81,6074.08
86.83,3.81,6110.59
86.83,3.81,6148.21
86.83,3.8,6185.84
86.84,3.8,6222.52
86.84,3.79,6257.33
86.84,3.78,6289.28
86.84,3.77,6317.33
86.84,3.76,6349.9
86.86,3.74,6324.09
86.86,3.74,6296.61
86.86,3.74,6264.54
86.86,3.74,6229.02
86.86,3.74,6191.15
86.87,3.75,6152.12
86.87,3.75,6113.11
86.87,3.76,6075.36
86.87,3.77,6040.07
86.87,3.78,6008.41
86.88,3.79,5981.45
86.88,3.8,5952.01
86.89,3.85,5978.1
86.89,3.85,6006
86.89,3.86,6038.89
86.9,3.86,6075.36
86.9,3.86,6114.05
86.9,3.85,6153.72
86.9,3.85,6193.25
86.9,3.85,6231.66
86.91,3.84,6268.02
86.91,3.83,6301.34
86.91,3.82,6330.59
86.91,3.81,6364.63
86.93,3.78,6326.15
86.93,3.78,6295.25
86.93,3.78,6260.02
86.93,3.79,6221.59
86.93,3.79,6181.13
86.94,3.79,6139.82
86.94,3.8,6098.89
86.94,3.81,6059.57
86.94,3.82,6023.08
86.94,3.82,5990.59
86.95,3.83,5963.17
86.95,3.85,5933.67
86.96,3.9,5964.17
86.96,3.9,5993.68
86.96,3.9,6028.37
86.96,3.9,6066.78
86.97,3.9,6107.53
86.97,3.9,6149.28
86.97,3.9,6190.89
86.97,3.89,6231.37
