Specimen choice input : Material,Steel,
Specimen properties : Geometry,Rectangular,
Width,7.091,mm
Thickness,7.091,mm
,,
Time,Extension,Load
(s),(mm),(N)
108.7,0.39,2931.46
108.8,0.39,2934.23
108.9,0.39,2936.8
109,0.39,2939.68
109.1,0.39,2942.34
109.2,0.39,2945.06
109.3,0.39,2947.63
109.4,0.39,2950.51
109.5,0.39,2953.2
109.6,0.39,2955.61
109.7,0.39,2958.45
109.8,0.39,2961.11
109.9,0.39,2963.91
110,0.39,2966.41
110.1,0.39,2969.42
110.2,0.39,2972.17
110.3,0.39,2974.82
110.4,0.4,2977.52
110.5,0.4,2979.95
110.6,0.4,2983
110.7,0.4,2985.28
110.8,0.4,2988.24
110.9,0.4,2991.15
111,0.4,2993.56
111.1,0.4,2996.34
111.2,0.4,2998.95
111.3,0.4,3001.97
111.4,0.4,3004.22
111.5,0.4,3006.73
111.6,0.4,3009.66
111.7,0.4,3012.08
111.8,0.4,3014.92
111.9,0.4,3017.51
112,0.4,3020.58
112.1,0.4,3022.91
112.2,0.4,3025.69
112.3,0.4,3028.28
112.4,0.4,3031.05
112.5,0.4,3033.64
112.6,0.4,3036.26
112.7,0.4,3039.17
112.8,0.4,3041.93
112.9,0.4,3044.6
113,0.4,3047.05
113.1,0.4,3049.94
113.2,0.4,3052.31
113.3,0.4,3055.33
113.4,0.4,3057.97
113.5,0.4,3060.97
113.6,0.4,3063.02
113.7,0.4,3065.95
113.8,0.4,3068.7
113.9,0.4,3071.64
114,0.4,3074.06
114.1,0.41,3076.77
114.2,0.41,3079.61
114.3,0.41,3082.09
114.4,0.41,3085.02
114.5,0.41,3087.69
114.6,0.41,3090.42
114.7,0.41,3092.86
114.8,0.41,3095.63
114.9,0.41,3098.32
115,0.41,3101
115.1,0.41,3103.51
115.2,0.41,3106.17
115.3,0.41,3109.06
115.4,0.41,3111.52
115.5,0.41,3114.42
115.6,0.41,3117.05
115.7,0.41,3119.99
115.8,0.41,3122.33
115.9,0.41,3125.17
116,0.41,3128.18
116.1,0.41,3130.42
116.2,0.41,3133.31
116.3,0.41,3135.95
116.4,0.41,3138.74
116.5,0.41,3141.54
116.6,0.41,3143.85
116.7,0.41,3146.68
116.8,0.41,3149.43
116.9,0.41,3151.93
117,0.41,3154.85
117.1,0.41,3157.48
117.2,0.41,3160.25
117.3,0.41,3162.6
117.4,0.41,3165.72
117.5,0.41,3168.16
117.6,0.41,3171.08
117.7,0.42,3173.85
117.8,0.42,3176.2
117.9,0.42,3178.73
118,0.42,3181.53
118.1,0.42,3184.66
118.2,0.42,3186.84
118.3,0.42,3189.81
118.4,0.42,3192.39
118.5,0.42,3195.13
118.6,0.42,3197.65
118.7,0.42,3200.53
118.8,0.42,3202.94
118.9,0.42,3206.06
119,0.42,3208.47
119.1,0.42,3211.39
119.2,0.42,3213.57
119.3,0.42,3216.6
119.4,0.42,3219.28
119.5,0.42,3222.13
119.6,0.42,3224.68
119.7,0.42,3227.37
119.8,0.42,3230.09
119.9,0.42,3232.61
120,0.42,3235.69
120.1,0.42,3238
120.2,0.42,3240.88
120.3,0.42,3243.35
120.4,0.42,3246.5
120.5,0.42,3248.61
120.6,0.42,3251.73
120.7,0.42,3254.2
120.8,0.42,3256.99
120.9,0.42,3259.29
121,0.42,3262.32
121.1,0.42,3265.24
121.2,0.42,3267.55
121.3,0.42,3270.64
121.4,0.43,3272.93
121.5,0.43,3275.7
121.6,0.43,3278.37
121.7,0.43,3281.16
121.8,0.43,3283.62
121.9,0.43,3286.53
122,0.43,3289.07
122.1,0.43,3291.85
122.2,0.43,3294.32
122.3,0.43,3297.26
122.4,0.43,3300.44
122.5,0.43,3302.6
122.6,0.43,3305.58
122.7,0.43,3307.85
122.8,0.43,3310.48
122.9,0.43,3313.31
123,0.43,3315.68
123.1,0.43,3318.57
123.2,0.43,3322.02
123.3,0.43,3323.78
123.4,0.43,3326.99
123.5,0.43,3329.53
123.6,0.43,3332.32
123.7,0.43,3334.71
123.8,0.43,3337.61
123.9,0.43,3340.39
124,0.43,3342.92
124.1,0.43,3345.95
124.2,0.43,3348.38
124.3,0.43,3350.76
124.4,0.43,3353.69
124.5,0.43,3356.62
124.6,0.43,3359.02
124.7,0.43,3361.71
124.8,0.43,3364.43
124.9,0.43,3367.15
125,0.44,3369.41
125.1,0.44,3372.62
125.2,0.44,3375.17
125.3,0.44,3378.12
125.4,0.44,3380.6
125.5,0.44,3383.23
125.6,0.44,3385.7
125.7,0.44,3388.71
125.8,0.44,3391.24
125.9,0.44,3394.1
126,0.44,3396.77
126.1,0.44,3399.42
126.2,0.44,3402.2
126.3,0.44,3404.93
126.4,0.44,3407.53
126.5,0.44,3410.14
126.6,0.44,3412.82
126.7,0.44,3415.44
126.8,0.44,3418.36
126.9,0.44,3420.85
127,0.44,3423.47
127.1,0.44,3426.09
127.2,0.44,3429.11
127.3,0.44,3431.65
127.4,0.44,3434.54
127.5,0.44,3436.82
127.6,0.44,3440.03
127.7,0.44,3442.33
127.8,0.44,3445.21
127.9,0.44,3447.78
128,0.44,3450.86
128.1,0.44,3453.37
128.2,0.44,3456.01
128.3,0.44,3458.55
128.4,0.44,3461.09
128.5,0.45,3464.03
128.6,0.45,3466.78
128.7,0.45,3469.46
128.8,0.45,3471.85
128.9,0.45,3474.86
129,0.45,3477.33
129.1,0.45,3480.19
129.2,0.45,3482.7
129.3,0.45,3485.57
129.4,0.45,3488.13
129.5,0.45,3490.94
129.6,0.45,3493.38
129.7,0.45,3496.07
129.8,0.45,3498.83
129.9,0.45,3501.53
130,0.45,3504.34
130.1,0.45,3507.05
130.2,0.45,3509.53
130.3,0.45,3512.29
130.4,0.45,3514.95
130.5,0.45,3517.64
130.6,0.45,3520.35
130.7,0.45,3522.97
130.8,0.45,3525.71
130.9,0.45,3528.32
131,0.45,3531.29
131.1,0.45,3533.69
131.2,0.45,3536.48
131.3,0.45,3539.01
131.4,0.45,3542.07
131.5,0.45,3544.4
131.6,0.45,3547.41
131.7,0.45,3549.95
131.8,0.45,3552.83
131.9,0.45,3555.45
132,0.45,3558.1
132.1,0.46,3560.55
132.2,0.46,3563.42
132.3,0.46,3566.13
132.4,0.46,3568.83
132.5,0.46,3571.58
132.6,0.46,3574.15
132.7,0.46,3576.93
132.8,0.46,3579.36
132.9,0.46,3582.11
133,0.46,3584.76
133.1,0.46,3587.67
133.2,0.46,3590.15
133.3,0.46,3592.97
133.4,0.46,3595.56
133.5,0.46,3598.57
133.6,0.46,3601.03
133.7,0.46,3603.72
133.8,0.46,3606.25
133.9,0.46,3609.26
134,0.46,3611.83
134.1,0.46,3614.68
134.2,0.46,3617.22
134.3,0.46,3619.9
134.4,0.46,3622.6
134.5,0.46,3625.41
134.6,0.46,3627.87
134.7,0.46,3630.65
134.8,0.46,3633.42
134.9,0.46,3635.94
135,0.46,3638.63
135.1,0.46,3641.29
135.2,0.46,3644.14
135.3,0.46,3647.09
135.4,0.46,3649.4
135.5,0.46,3651.93
135.6,0.47,3654.83
135.7,0.47,3657.13
135.8,0.47,3660.25
135.9,0.47,3662.76
136,0.47,3665.5
136.1,0.47,3667.98
136.2,0.47,3670.87
136.3,0.47,3673.57
136.4,0.47,3676.73
136.5,0.47,3679.42
136.6,0.47,3681.39
136.7,0.47,3683.97
136.8,0.47,3687.32
136.9,0.47,3689.95
137,0.47,3692.09
137.1,0.47,3695.04
137.2,0.47,3698.3
137.3,0.47,3700.57
137.4,0.47,3703.03
137.5,0.47,3706.01
137.6,0.47,3708.55
137.7,0.47,3711.39
137.8,0.47,3713.79
137.9,0.47,3716.8
138,0.47,3719.3
138.1,0.47,3722.09
138.2,0.47,3724.58
138.3,0.47,3727.49
138.4,0.47,3729.89
138.5,0.47,3732.86
138.6,0.47,3735.35
138.7,0.47,3738.1
138.8,0.47,3740.9
138.9,0.47,3744
139,0.48,3746.85
139.1,0.48,3748.6
139.2,0.48,3751.28
139.3,0.48,3754.76
139.4,0.48,3757.04
139.5,0.48,3759.56
139.6,0.48,3762.72
139.7,0.48,3764.77
139.8,0.48,3767.77
139.9,0.48,3770.51
140,0.48,3773.13
140.1,0.48,3775.51
140.2,0.48,3778.76
140.3,0.48,3780.88
140.4,0.48,3783.96
140.5,0.48,3786.56
140.6,0.48,3789.23
140.7,0.48,3791.76
140.8,0.48,3794.68
140.9,0.48,3797.1
141,0.48,3800.25
141.1,0.48,3802.3
141.2,0.48,3805.46
141.3,0.48,3808.08
141.4,0.48,3810.74
141.5,0.48,3813.2
141.6,0.48,3816
141.7,0.48,3818.66
141.8,0.48,3821.72
141.9,0.48,3824.23
142,0.48,3826.79
142.1,0.48,3829.77
142.2,0.48,3832.18
142.3,0.49,3835.05
142.4,0.49,3837.58
142.5,0.49,3840.25
142.6,0.49,3842.8
142.7,0.49,3845.54
142.8,0.49,3848.09
142.9,0.49,3851.52
143,0.49,3853.94
143.1,0.49,3856.67
143.2,0.49,3859.09
143.3,0.49,3861.91
143.4,0.49,3864.21
143.5,0.49,3867.48
143.6,0.49,3870.16
143.7,0.49,3872.49
143.8,0.49,3875.05
143.9,0.49,3877.87
144,0.49,3880.53
144.1,0.49,3883.43
144.2,0.49,3886.18
144.3,0.49,3888.77
144.4,0.49,3891.37
144.5,0.49,3894.48
144.6,0.49,3897.25
144.7,0.49,3899.22
144.8,0.49,3902.2
144.9,0.49,3904.69
145,0.49,3907.93
145.1,0.49,3909.92
145.2,0.49,3912.97
145.3,0.49,3915.41
145.4,0.49,3918.44
145.5,0.49,3921.2
145.6,0.5,3923.77
145.7,0.5,3926.33
145.8,0.5,3929.17
145.9,0.5,3931.69
146,0.5,3934.59
146.1,0.5,3937.16
146.2,0.5,3939.92
146.3,0.5,3942.18
146.4,0.5,3945.01
146.5,0.5,3947.54
146.6,0.5,3950.52
146.7,0.5,3953.04
146.8,0.5,3955.71
146.9,0.5,3958.49
147,0.5,3961.2
147.1,0.5,3963.77
147.2,0.5,3966.44
147.3,0.5,3969.48
147.4,0.5,3971.56
147.5,0.5,3974.87
147.6,0.5,3977.68
147.7,0.5,3980.13
147.8,0.5,3982.51
147.9,0.5,3985.94
148,0.5,3987.79
148.1,0.5,3991.56
148.2,0.5,3994.22
148.3,0.5,3996.34
148.4,0.5,3998.35
148.5,0.5,4001.33
148.6,0.5,4004.63
148.7,0.51,4007.64
148.8,0.51,4010.26
148.9,0.51,4011.91
149,0.51,4014.54
149.1,0.51,4017.45
149.2,0.51,4020.34
149.3,0.51,4023.04
149.4,0.51,4025.81
149.5,0.51,4028.25
149.6,0.51,4031.45
149.7,0.51,4033.9
149.8,0.51,4036.95
149.9,0.51,4039.75
150,0.51,4041.78
150.1,0.51,4044.43
150.2,0.51,4047.74
150.3,0.51,4050.17
150.4,0.51,4052.96
150.5,0.51,4055.4
150.6,0.51,4058.23
150.7,0.51,4060.52
150.8,0.51,4063.56
150.9,0.51,4066.39
151,0.51,4069.19
151.1,0.51,4071.08
151.2,0.51,4073.89
151.3,0.51,4077.22
151.4,0.51,4079.96
151.5,0.51,4082.12
151.6,0.51,4084.78
151.7,0.52,4088.31
151.8,0.52,4089.83
151.9,0.52,4093.53
152,0.52,4095.36
152.1,0.52,4098.48
152.2,0.52,4101.08
152.3,0.52,4103.88
152.4,0.52,4106.14
152.5,0.52,4109.24
152.6,0.52,4112.57
152.7,0.52,4114.43
152.8,0.52,4117.85
152.9,0.52,4119.85
153,0.52,4122.48
153.1,0.52,4125.45
153.2,0.52,4128.77
153.3,0.52,4131.1
153.4,0.52,4132.51
153.5,0.52,4136.23
153.6,0.52,4138.9
153.7,0.52,4141.38
153.8,0.52,4144.5
153.9,0.52,4146.68
154,0.52,4149.84
154.1,0.52,4152.09
154.2,0.52,4155.47
154.3,0.52,4157.36
154.4,0.52,4160.33
154.5,0.52,4163.74
154.6,0.53,4166.2
154.7,0.53,4167.95
154.8,0.53,4171.7
154.9,0.53,4173.23
155,0.53,4176
155.1,0.53,4178.85
155.2,0.53,4181.52
155.3,0.53,4184.26
155.4,0.53,4186.78
155.5,0.53,4189.37
155.6,0.53,4192.11
155.7,0.53,4194.81
155.8,0.53,4197.83
155.9,0.53,4200.79
156,0.53,4203.39
156.1,0.53,4205.59
156.2,0.53,4208.64
156.3,0.53,4211.65
156.4,0.53,4213.89
156.5,0.53,4216.37
156.6,0.53,4219.28
156.7,0.53,4221.71
156.8,0.53,4224.9
156.9,0.53,4227.55
157,0.53,4230.35
157.1,0.53,4232.48
157.2,0.53,4235.7
157.3,0.53,4238.53
157.4,0.54,4241.21
157.5,0.54,4243.31
157.6,0.54,4246.26
157.7,0.54,4248.95
157.8,0.54,4251.94
157.9,0.54,4254.08
158,0.54,4256.75
158.1,0.54,4260.6
158.2,0.54,4261.83
158.3,0.54,4265.15
158.4,0.54,4267.86
158.5,0.54,4270.45
158.6,0.54,4272.94
158.7,0.54,4276.04
158.8,0.54,4278.62
158.9,0.54,4281.28
159,0.54,4283.58
159.1,0.54,4286.48
159.2,0.54,4288.92
159.3,0.54,4291.76
159.4,0.54,4294.24
159.5,0.54,4297.51
159.6,0.54,4299.9
159.7,0.54,4303.33
159.8,0.54,4305.65
159.9,0.54,4308.41
160,0.55,4310.72
160.1,0.55,4313.63
160.2,0.55,4315.79
160.3,0.55,4318.63
160.4,0.55,4321.37
160.5,0.55,4324.2
160.6,0.55,4326.65
160.7,0.55,4329.67
160.8,0.55,4332.42
160.9,0.55,4335.32
161,0.55,4337.45
161.1,0.55,4340.35
161.2,0.55,4342.72
161.3,0.55,4346.2
161.4,0.55,4348.91
161.5,0.55,4351.4
161.6,0.55,4353.49
161.7,0.55,4357.47
161.8,0.55,4358.5
161.9,0.55,4361.87
162,0.55,4364.15
162.1,0.55,4367.09
162.2,0.55,4370.56
162.3,0.55,4372.57
162.4,0.56,4375.02
162.5,0.56,4378.17
162.6,0.56,4380.12
162.7,0.56,4383.36
162.8,0.56,4386.23
162.9,0.56,4389.33
163,0.56,4390.83
163.1,0.56,4394.08
163.2,0.56,4397.06
163.3,0.56,4400.22
163.4,0.56,4402.63
163.5,0.56,4405.73
163.6,0.56,4407.81
163.7,0.56,4411.12
163.8,0.56,4413.58
163.9,0.56,4415.5
164,0.56,4418.12
164.1,0.56,4420.79
164.2,0.56,4423.37
164.3,0.56,4426.12
164.4,0.56,4429.54
164.5,0.56,4432.04
164.6,0.57,4434.12
164.7,0.57,4436.77
164.8,0.57,4440.04
164.9,0.57,4443.35
165,0.57,4445.49
165.1,0.57,4447.99
165.2,0.57,4450.22
165.3,0.57,4452.95
165.4,0.57,4456.6
165.5,0.57,4459.25
165.6,0.57,4461.07
165.7,0.57,4463.65
165.8,0.57,4466.75
165.9,0.57,4469.13
166,0.57,4472.61
166.1,0.57,4474.43
166.2,0.57,4477.61
166.3,0.57,4479.97
166.4,0.57,4482.82
166.5,0.58,4485.09
166.6,0.58,4488.83
166.7,0.58,4490.77
166.8,0.58,4493.6
166.9,0.58,4495.87
167,0.58,4499.35
167.1,0.58,4502.21
167.2,0.58,4504.12
167.3,0.58,4506.4
167.4,0.58,4509.76
167.5,0.58,4513.07
167.6,0.58,4514.94
167.7,0.58,4517.29
167.8,0.58,4520.51
167.9,0.58,4524.12
168,0.58,4525.68
168.1,0.58,4529.36
168.2,0.58,4531.51
168.3,0.58,4533.4
168.4,0.58,4536.6
168.5,0.58,4540.42
168.6,0.59,4541.81
168.7,0.59,4544.01
168.8,0.59,4547.3
168.9,0.59,4550.64
169,0.59,4552.82
169.1,0.59,4554.87
169.2,0.59,4558.06
169.3,0.59,4561.22
169.4,0.59,4563.43
169.5,0.59,4565.99
169.6,0.59,4568.79
169.7,0.59,4571.5
169.8,0.59,4574.41
169.9,0.59,4577.89
170,0.59,4579.33
170.1,0.59,4582.89
170.2,0.59,4585.99
170.3,0.59,4587.35
170.4,0.6,4590.33
170.5,0.6,4592.72
170.6,0.6,4594.98
170.7,0.6,4598.94
170.8,0.6,4600.94
170.9,0.6,4603.83
171,0.6,4605.92
171.1,0.6,4609.31
171.2,0.6,4612.66
171.3,0.6,4614.6
171.4,0.6,4616.57
171.5,0.6,4620.41
171.6,0.6,4622.83
171.7,0.6,4625.27
171.8,0.6,4627.18
171.9,0.6,4630.66
172,0.6,4633.88
172.1,0.61,4636.33
172.2,0.61,4638.04
172.3,0.61,4641.56
172.4,0.61,4645.44
172.5,0.61,4646.46
172.6,0.61,4649.16
172.7,0.61,4652.01
172.8,0.61,4654.98
172.9,0.61,4657.72
173,0.61,4659.73
173.1,0.61,4662.7
173.2,0.61,4666.45
173.3,0.61,4668.59
173.4,0.61,4670.47
173.5,0.61,4673.59
173.6,0.61,4675.58
173.7,0.62,4679.02
173.8,0.62,4682.46
173.9,0.62,4684.79
174,0.62,4687
174.1,0.62,4689.63
174.2,0.62,4693.57
174.3,0.62,4695.4
174.4,0.62,4697.54
174.5,0.62,4700.1
174.6,0.62,4703.57
174.7,0.62,4706.47
174.8,0.62,4708.14
174.9,0.62,4710.79
175,0.62,4714.8
175.1,0.62,4717.27
175.2,0.63,4718.98
175.3,0.63,4721.46
175.4,0.63,4724.38
175.5,0.63,4726.64
175.6,0.63,4730.72
175.7,0.63,4732.68
175.8,0.63,4735.37
175.9,0.63,4737.34
176,0.63,4741.55
176.1,0.63,4744.21
176.2,0.63,4745.92
176.3,0.63,4748.06
176.4,0.63,4752.44
176.5,0.64,4755.19
176.6,0.64,4756.73
176.7,0.64,4758.77
176.8,0.64,4763.48
176.9,0.64,4764.21
177,0.64,4768.42
177.1,0.64,4771.69
177.2,0.64,4772.76
177.3,0.64,4775
177.4,0.64,4779.37
177.5,0.64,4781.84
177.6,0.64,4783.51
177.7,0.65,4785.64
177.8,0.65,4790.23
177.9,0.65,4791.87
178,0.65,4794.53
178.1,0.65,4796.46
178.2,0.65,4801.05
178.3,0.65,4802.68
178.4,0.65,4805.26
178.5,0.65,4807.17
178.6,0.65,4811.31
178.7,0.65,4814.07
178.8,0.65,4816.2
178.9,0.66,4817.91
179,0.66,4822.35
179.1,0.66,4825.35
179.2,0.66,4826.59
179.3,0.66,4828.53
179.4,0.66,4831.92
179.5,0.66,4834.01
179.6,0.66,4838.28
179.7,0.66,4840.92
179.8,0.66,4842.92
179.9,0.67,4844.45
180,0.67,4848.98
180.1,0.67,4852.42
180.2,0.67,4853.09
180.3,0.67,4855.65
180.4,0.67,4860.15
180.5,0.67,4863.19
180.6,0.67,4863.99
180.7,0.67,4866.07
180.8,0.67,4871.32
180.9,0.68,4872.93
181,0.68,4875.06
181.1,0.68,4876.66
181.2,0.68,4881.79
181.3,0.68,4884.62
181.4,0.68,4885.44
181.5,0.68,4887.78
181.6,0.68,4892.73
181.7,0.69,4894.66
181.8,0.69,4898.16
181.9,0.69,4899.38
182,0.69,4902
182.1,0.69,4903.82
182.2,0.69,4909.02
182.3,0.69,4910.24
182.4,0.69,4912.83
182.5,0.7,4913.99
182.6,0.7,4919.49
182.7,0.7,4922.16
182.8,0.7,4923.32
182.9,0.7,4924.88
183,0.7,4930.18
183.1,0.7,4933.22
183.2,0.71,4933.94
183.3,0.71,4935.74
183.4,0.71,4940.98
183.5,0.71,4943.92
183.6,0.71,4944.48
183.7,0.71,4946.58
183.8,0.71,4951.68
183.9,0.72,4954.23
184,0.72,4956.15
184.1,0.72,4956.79
184.2,0.72,4961.97
184.3,0.72,4965.52
184.4,0.72,4966.38
184.5,0.73,4968.12
184.6,0.73,4971.96
184.7,0.73,4976.06
184.8,0.73,4976.95
184.9,0.73,4979.78
185,0.73,4983.57
185.1,0.73,4986.61
185.2,0.74,4988.19
185.3,0.74,4989.3
185.4,0.74,4994.68
185.5,0.74,4997.47
185.6,0.74,4998.75
185.7,0.75,5000.05
185.8,0.75,5004.99
185.9,0.75,5008.37
186,0.75,5009.54
186.1,0.75,5010.9
186.2,0.75,5015.69
186.3,0.76,5018.79
186.4,0.76,5020.11
186.5,0.76,5022.3
186.6,0.76,5026.16
186.7,0.77,5029.21
186.8,0.77,5031
186.9,0.77,5033.09
187,0.77,5037.08
187.1,0.77,5039.81
187.2,0.78,5041.89
187.3,0.78,5044.64
187.4,0.78,5047.66
187.5,0.78,5049.77
187.6,0.79,5053.18
187.7,0.79,5055.7
187.8,0.79,5057.89
187.9,0.8,5060.63
188,0.8,5063.96
188.1,0.8,5066.07
188.2,0.8,5069.61
188.3,0.81,5071.69
188.4,0.81,5074.92
188.5,0.81,5076.34
188.57,0.83,5050.06
188.59,0.84,5077.22
188.59,0.82,5106.01
188.61,0.79,5077.66
188.61,0.79,5042.93
188.61,0.79,5016.75
188.61,0.8,4989.22
188.62,0.8,4961.33
188.62,0.81,4934.16
188.62,0.82,4908.76
188.62,0.83,4876.28
188.63,0.85,4848.75
188.64,0.88,4877.67
188.64,0.88,4911.15
188.64,0.88,4936.69
188.64,0.88,4963.49
188.64,0.88,4990.51
188.65,0.87,5016.92
188.65,0.86,5053.55
188.65,0.85,5083.94
188.66,0.84,5109.53
188.67,0.83,5076.9
188.67,0.84,5044.72
188.67,0.84,5007.07
188.67,0.85,4980.65
188.68,0.85,4954.46
188.68,0.86,4918.02
188.68,0.88,4888.3
188.69,0.9,4862.93
188.69,0.92,4892.91
188.7,0.93,4924.66
188.7,0.92,4962
188.7,0.92,4988.16
188.7,0.92,5014.24
188.71,0.91,5039.41
188.71,0.9,5073.58
188.71,0.89,5100.74
188.73,0.87,5074.44
188.73,0.88,5039.3
188.73,0.88,5013.09
188.73,0.89,4985.88
188.74,0.89,4958.79
188.74,0.9,4932.95
188.74,0.91,4898.96
188.74,0.93,4873.93
188.76,0.97,4907.5
188.76,0.97,4943.48
188.76,0.97,4969.74
188.76,0.97,4996.58
188.76,0.96,5023.08
188.77,0.96,5048.41
188.77,0.94,5082.32
188.77,0.93,5108.57
188.79,0.92,5073.15
188.79,0.92,5036.25
188.79,0.93,5009.03
188.79,0.93,4980.95
188.8,0.94,4953.11
188.8,0.94,4926.68
188.8,0.96,4892.13
188.8,0.97,4866.82
188.82,1.01,4902.05
188.82,1.01,4939.02
188.82,1.01,4965.98
188.82,1.01,4993.54
188.82,1,5020.81
188.83,1,5046.96
188.83,0.99,5082.13
188.83,0.98,5109.68
188.85,0.96,5077.55
188.85,0.96,5040.07
188.85,0.97,5012.17
188.85,0.97,4983.18
188.86,0.98,4954.22
188.86,0.98,4926.4
188.86,0.99,4900.86
188.86,1.01,4869.22
188.87,1.03,4842.52
188.87,1.05,4874.68
188.88,1.06,4908.89
188.88,1.06,4935.47
188.88,1.06,4963.67
188.88,1.05,4992.43
188.89,1.05,5020.82
188.89,1.04,5048.01
188.89,1.04,5073.11
188.89,1.02,5104.84
188.9,1.01,5131.36
188.91,1,5105.27
188.91,1,5073.17
188.91,1.01,5047.52
188.91,1.01,5019.62
188.91,1.01,4990.53
188.92,1.02,4961.4
188.92,1.03,4933.35
188.92,1.04,4907.54
188.92,1.05,4875.4
188.93,1.07,4850.01
188.94,1.1,4878.04
188.94,1.1,4911.92
188.94,1.1,4938.43
188.94,1.1,4966.68
188.94,1.1,4995.58
188.95,1.09,5024.21
188.95,1.09,5051.73
188.95,1.08,5077.25
188.95,1.07,5109.76
188.96,1.06,5137.54
188.97,1.04,5103.41
188.97,1.05,5067.91
188.97,1.05,5040.27
188.97,1.05,5010.65
188.98,1.06,4980.15
188.98,1.06,4949.94
188.98,1.07,4921.17
188.98,1.08,4894.99
188.99,1.09,4862.98
188.99,1.12,4837.09
189,1.14,4862.86
189,1.14,4895.86
189,1.15,4922.51
189,1.14,4951.42
189.01,1.14,4981.41
189.01,1.14,5011.49
189.01,1.13,5040.77
189.01,1.13,5068.37
189.01,1.12,5104.58
189.02,1.1,5131.79
189.03,1.08,5096.43
189.03,1.09,5070.79
189.03,1.09,5041.94
189.04,1.09,5010.93
189.04,1.1,4978.85
189.04,1.1,4946.87
189.04,1.11,4916.15
189.04,1.12,4887.82
189.05,1.13,4852.29
189.05,1.15,4823.2
189.06,1.18,4848.36
189.06,1.19,4883.98
189.06,1.19,4912.52
189.07,1.19,4943.4
189.07,1.19,4975.41
189.07,1.18,5007.52
189.07,1.18,5038.83
189.07,1.17,5068.45
189.08,1.17,5095.44
189.08,1.15,5128.95
189.08,1.14,5155.67
189.09,1.13,5120.78
189.1,1.13,5083.17
189.1,1.13,5053.26
189.1,1.13,5020.7
189.1,1.14,4986.59
189.1,1.14,4952.11
189.11,1.15,4918.45
189.11,1.16,4886.77
189.11,1.16,4858.21
189.11,1.18,4823.61
189.12,1.2,4797.95
189.12,1.23,4824.21
189.13,1.23,4860.92
189.13,1.24,4890.85
189.13,1.24,4923.56
189.13,1.23,4957.78
189.13,1.23,4992.39
189.14,1.23,5026.44
189.14,1.22,5059.04
189.14,1.21,5089.27
189.14,1.21,5116.18
189.15,1.19,5148.27
189.16,1.17,5121.82
189.16,1.17,5094.79
189.16,1.17,5063.77
189.16,1.17,5029.83
189.17,1.18,4994.08
189.17,1.18,4957.7
189.17,1.19,4921.91
189.17,1.2,4887.89
189.17,1.21,4856.81
189.18,1.21,4829.8
189.18,1.23,4799.14
189.19,1.28,4825.9
189.19,1.28,4853.55
189.19,1.28,4885.41
189.2,1.28,4920.1
189.2,1.28,4956.32
189.2,1.28,4992.92
189.2,1.27,5028.96
189.2,1.27,5063.51
189.21,1.26,5095.64
189.21,1.25,5124.38
189.21,1.24,5159.07
189.22,1.22,5184.68
189.22,1.21,5150.5
189.23,1.21,5111.33
189.23,1.21,5079.48
189.23,1.21,5044.29
189.23,1.22,5006.88
189.23,1.22,4968.44
189.24,1.23,4930.18
189.24,1.24,4893.32
189.24,1.24,4859.05
189.24,1.25,4828.51
189.24,1.26,4802.78
189.25,1.28,4775.39
189.26,1.32,4808.85
189.26,1.33,4837.54
189.26,1.33,4870.87
189.26,1.33,4907.39
189.27,1.33,4945.76
189.27,1.33,4984.77
189.27,1.32,5023.38
189.27,1.32,5060.64
189.27,1.31,5095.6
189.28,1.3,5127.26
189.28,1.29,5154.65
189.28,1.28,5185.64
189.29,1.25,5148.97
189.29,1.25,5119.23
189.3,1.25,5084.85
189.3,1.26,5046.95
189.3,1.26,5006.67
189.3,1.26,4965.23
189.3,1.27,4923.87
189.31,1.28,4883.82
189.31,1.28,4846.29
189.31,1.29,4812.43
189.31,1.3,4783.34
189.32,1.32,4750.88
189.33,1.37,4783.58
189.33,1.37,4814.78
189.33,1.38,4850.9
189.33,1.38,4890.42
189.33,1.38,4931.93
189.34,1.37,4974.16
189.34,1.37,5016.04
189.34,1.36,5056.58
189.34,1.36,5094.83
189.34,1.35,5129.81
189.35,1.34,5160.52
189.35,1.33,5186.02
189.35,1.32,5212.35
189.36,1.3,5186.66
189.36,1.29,5160.37
189.36,1.29,5128.16
189.37,1.29,5091.1
189.37,1.3,5050.35
189.37,1.3,5007.11
189.37,1.3,4962.58
189.37,1.31,4918.02
189.38,1.32,4874.71
189.38,1.32,4833.87
189.38,1.33,4796.7
189.38,1.34,4764.33
189.38,1.35,4737.82
189.39,1.37,4711.07
189.4,1.41,4746.01
189.4,1.42,4776.96
189.4,1.42,4813.86
189.4,1.42,4855.09
189.4,1.42,4899.11
189.41,1.42,4944.52
189.41,1.42,4990.11
189.41,1.42,5034.81
189.41,1.41,5077.64
189.41,1.4,5117.59
189.42,1.39,5153.68
189.42,1.38,5184.91
189.42,1.37,5210.35
189.42,1.36,5235.58
189.43,1.34,5200.87
189.43,1.34,5171.78
189.44,1.34,5136.57
189.44,1.34,5096.37
189.44,1.34,5052.35
189.44,1.34,5005.76
189.44,1.35,4957.83
189.45,1.35,4909.86
189.45,1.36,4863.13
189.45,1.36,4818.91
189.45,1.37,4778.4
189.45,1.38,4742.73
189.46,1.39,4712.97
189.46,1.41,4681.43
189.47,1.46,4718.81
