Specimen choice input : Material,Steel,
Specimen properties : Geometry,Rectangular,
Specimen properties : Width,13,mm
Specimen properties : Thickness,3.58,mm
,,
Time,Extension,Load
(s),(mm),(N)
97.4,-1.17038,1232.98
97.5,-1.16944,1234.20
97.6,-1.1685,1235.32
97.7,-1.16756,1236.58
97.8,-1.16645,1237.86
97.9,-1.16552,1239.23
98,-1.16449,1240.53
98.1,-1.16347,1241.80
98.2,-1.16253,1243.10
98.3,-1.1615,1244.27
98.4,-1.16048,1245.49
98.5,-1.15945,1246.71
98.6,-1.15851,1248.05
98.7,-1.1574,1249.29
98.8,-1.15638,1250.65
98.9,-1.15535,1251.89
99,-1.15433,1253.11
99.1,-1.15339,1254.28
99.2,-1.15228,1255.45
99.3,-1.15134,1256.80
99.4,-1.15023,1258.04
99.5,-1.14921,1259.44
99.6,-1.14801,1260.70
99.7,-1.14699,1262.01
99.8,-1.14596,1263.21
99.9,-1.14494,1264.34
100,-1.14391,1265.57
100.1,-1.1428,1266.77
100.2,-1.14169,1268.16
100.3,-1.14058,1269.45
100.4,-1.13947,1270.78
100.5,-1.13845,1272.00
100.6,-1.13734,1273.19
100.7,-1.13632,1274.27
100.8,-1.13521,1275.48
100.9,-1.13418,1276.79
101,-1.13299,1278.11
101.1,-1.13188,1279.51
101.2,-1.13068,1280.72
101.3,-1.12966,1282.01
101.4,-1.12846,1283.09
101.5,-1.12744,1284.41
101.6,-1.12624,1285.67
101.7,-1.12513,1287.03
101.8,-1.12385,1288.30
101.9,-1.12274,1289.60
102,-1.12172,1290.78
102.1,-1.12052,1291.93
102.2,-1.11941,1293.20
102.3,-1.11813,1294.42
102.4,-1.11702,1295.84
102.5,-1.11574,1297.11
102.6,-1.11463,1298.42
102.7,-1.11343,1299.61
102.8,-1.11224,1300.78
102.9,-1.11113,1302.00
103,-1.10993,1303.24
103.1,-1.10874,1304.64
103.2,-1.10746,1305.94
103.3,-1.10626,1307.25
103.4,-1.10507,1308.37
103.5,-1.10387,1309.50
103.6,-1.10268,1310.66
103.7,-1.10148,1311.96
103.8,-1.1002,1313.36
103.9,-1.09892,1314.64
104,-1.09772,1315.98
104.1,-1.09644,1317.14
104.2,-1.09525,1318.28
104.3,-1.09397,1319.58
104.4,-1.09269,1320.89
104.5,-1.09141,1322.26
104.6,-1.09004,1323.49
104.7,-1.08893,1324.76
104.8,-1.08756,1325.84
104.9,-1.08637,1327.15
105,-1.08509,1328.40
105.1,-1.08372,1329.78
105.2,-1.08244,1331.13
105.3,-1.08107,1332.29
105.4,-1.07979,1333.48
105.5,-1.07851,1334.56
105.6,-1.07723,1335.95
105.7,-1.07578,1337.29
105.8,-1.0745,1338.68
105.9,-1.07313,1339.87
106,-1.07185,1340.99
106.1,-1.07057,1342.07
106.2,-1.06921,1343.34
106.3,-1.06784,1344.73
106.4,-1.06639,1346.05
106.5,-1.06511,1347.39
106.6,-1.06366,1348.51
106.7,-1.06238,1349.68
106.8,-1.06101,1351.00
106.9,-1.05956,1352.33
107,-1.05819,1353.72
107.1,-1.05674,1354.84
107.2,-1.05538,1356.06
107.3,-1.05392,1357.24
107.4,-1.05256,1358.59
107.5,-1.05102,1359.92
107.6,-1.04957,1361.25
107.7,-1.0482,1362.42
107.8,-1.04675,1363.53
107.9,-1.04539,1364.74
108,-1.04385,1366.09
108.1,-1.0424,1367.57
108.2,-1.04086,1368.76
108.3,-1.03949,1369.94
108.4,-1.03804,1370.91
108.5,-1.03659,1372.21
108.6,-1.03506,1373.62
108.7,-1.03352,1374.98
108.8,-1.03207,1376.28
108.9,-1.03053,1377.27
109,-1.02916,1378.61
109.1,-1.02754,1379.94
109.2,-1.02601,1381.33
109.3,-1.02447,1382.58
109.4,-1.02302,1383.64
109.5,-1.02148,1384.87
109.6,-1.01986,1386.17
109.7,-1.01841,1387.63
109.8,-1.0167,1388.90
109.9,-1.01525,1390.07
110,-1.01362,1391.11
110.1,-1.01217,1392.45
110.2,-1.01047,1393.87
110.3,-1.00884,1395.20
110.4,-1.00731,1396.39
110.5,-1.00568,1397.31
110.6,-1.00415,1398.57
110.7,-1.00244,1399.90
110.8,-1.0009,1401.39
110.9,-0.9992,1402.58
111,-0.99766,1403.70
111.1,-0.99595,1404.99
111.2,-0.99433,1406.38
111.3,-0.99262,1407.76
111.4,-0.991,1408.79
111.5,-0.98938,1410.03
111.6,-0.98758,1411.24
111.7,-0.98596,1412.74
111.8,-0.98417,1414.02
111.9,-0.98263,1415.19
112,-0.98092,1416.26
112.1,-0.97913,1417.57
112.2,-0.97742,1419.07
112.3,-0.97563,1420.35
112.4,-0.97401,1421.44
112.5,-0.9723,1422.39
112.6,-0.97059,1423.79
112.7,-0.9688,1425.20
112.8,-0.96709,1426.51
112.9,-0.9653,1427.55
113,-0.96359,1428.88
113.1,-0.9618,1430.24
113.2,-0.95992,1431.52
113.3,-0.9583,1432.74
113.4,-0.95642,1433.83
113.5,-0.95471,1435.25
113.6,-0.95275,1436.67
113.7,-0.95104,1437.96
113.8,-0.94916,1438.96
113.9,-0.94737,1440.12
114,-0.94549,1441.65
114.1,-0.94353,1442.93
114.2,-0.94182,1444.09
114.3,-0.94003,1444.99
114.4,-0.93815,1446.36
114.5,-0.93619,1447.79
114.6,-0.93431,1449.10
114.7,-0.93251,1450.16
114.8,-0.93064,1451.49
114.9,-0.92867,1452.93
115,-0.92671,1454.18
115.1,-0.92492,1455.25
115.2,-0.92295,1456.41
115.3,-0.92099,1457.93
115.4,-0.91902,1459.34
115.5,-0.91706,1460.39
115.6,-0.91518,1461.49
115.7,-0.91313,1462.87
115.8,-0.91117,1464.38
115.9,-0.90921,1465.40
116,-0.90733,1466.39
116.1,-0.90528,1467.66
116.2,-0.90331,1469.26
116.3,-0.90135,1470.47
116.4,-0.8993,1471.50
116.5,-0.89725,1472.89
116.6,-0.8952,1474.29
116.7,-0.89324,1475.55
116.8,-0.89119,1476.50
116.9,-0.88914,1478.00
117,-0.88701,1479.43
117.1,-0.88504,1480.55
117.2,-0.88299,1481.57
117.3,-0.88077,1482.94
117.4,-0.87873,1484.49
117.5,-0.87659,1485.45
117.6,-0.87471,1486.42
117.7,-0.87249,1487.79
117.8,-0.87036,1489.31
117.9,-0.86831,1490.50
118,-0.86617,1491.60
118.1,-0.86404,1493.05
118.2,-0.86182,1494.37
118.3,-0.85977,1495.46
118.4,-0.85755,1496.65
118.5,-0.85542,1498.25
118.6,-0.85311,1499.49
118.7,-0.85106,1500.46
118.8,-0.84876,1501.73
118.9,-0.84645,1503.27
119,-0.84432,1504.47
119.1,-0.84218,1505.29
119.2,-0.83996,1506.72
119.3,-0.83766,1508.15
119.4,-0.83552,1509.34
119.5,-0.83322,1510.44
119.6,-0.831,1511.95
119.7,-0.82869,1513.28
119.8,-0.82647,1514.24
119.9,-0.82417,1515.66
120,-0.82169,1517.07
120.1,-0.81956,1518.24
120.2,-0.81725,1519.19
120.3,-0.81486,1520.83
120.4,-0.81247,1522.08
120.5,-0.81034,1522.90
120.6,-0.80803,1524.14
120.7,-0.80556,1525.73
120.8,-0.80334,1526.96
120.9,-0.80086,1528.02
121,-0.79847,1529.59
121.1,-0.79599,1530.83
121.2,-0.79377,1531.89
121.3,-0.79121,1533.19
121.4,-0.78882,1534.68
121.5,-0.78643,1535.77
121.6,-0.78404,1536.84
121.7,-0.78148,1538.51
121.8,-0.77909,1539.58
121.9,-0.77687,1540.48
122,-0.77431,1541.91
122.1,-0.77183,1543.42
122.2,-0.76935,1544.35
122.3,-0.76688,1545.83
122.4,-0.76432,1547.26
122.5,-0.76184,1548.16
122.6,-0.75936,1549.50
122.7,-0.75672,1551.03
122.8,-0.75433,1552.19
122.9,-0.75177,1553.12
123,-0.74912,1554.76
123.1,-0.74656,1555.95
123.2,-0.74417,1556.72
123.3,-0.74152,1558.21
123.4,-0.73887,1559.65
123.5,-0.7364,1560.74
123.6,-0.73367,1562.11
123.7,-0.7311,1563.61
123.8,-0.72846,1564.45
123.9,-0.72581,1565.93
124,-0.72316,1567.36
124.1,-0.7206,1568.34
124.2,-0.71787,1569.68
124.3,-0.71514,1571.15
124.4,-0.71275,1571.98
124.5,-0.70993,1573.16
124.6,-0.70728,1574.79
124.7,-0.70455,1575.76
124.8,-0.7019,1577.17
124.9,-0.69909,1578.59
125,-0.69644,1579.55
125.1,-0.69371,1580.97
125.2,-0.69081,1582.44
125.3,-0.68824,1583.45
125.4,-0.68534,1584.66
125.5,-0.68261,1586.28
125.6,-0.67988,1586.93
125.7,-0.67714,1588.27
125.8,-0.67424,1589.85
125.9,-0.67151,1590.84
126,-0.66869,1592.34
126.1,-0.6657,1593.68
126.2,-0.66306,1594.69
126.3,-0.65998,1596.09
126.4,-0.65725,1597.49
126.5,-0.65443,1598.38
126.6,-0.65145,1600.05
126.7,-0.64863,1601.14
126.8,-0.64581,1601.93
126.9,-0.64282,1603.59
127,-0.63992,1604.68
127.1,-0.6371,1606.06
127.2,-0.63403,1607.53
127.3,-0.63121,1608.57
127.4,-0.62805,1609.89
127.5,-0.62515,1611.34
127.6,-0.62225,1612.20
127.7,-0.61917,1613.69
127.8,-0.61627,1615.01
127.9,-0.61328,1615.73
128,-0.61029,1617.47
128.1,-0.60722,1618.53
128.2,-0.60423,1619.87
128.3,-0.60116,1621.36
128.4,-0.59808,1622.26
128.5,-0.59509,1623.84
128.6,-0.59194,1625.05
128.7,-0.58903,1626.09
128.8,-0.5857,1627.66
128.9,-0.58289,1628.72
129,-0.57973,1629.64
129.1,-0.57657,1631.28
129.2,-0.57358,1632.31
129.3,-0.57025,1633.79
129.4,-0.56726,1635.02
129.5,-0.56402,1636.11
129.6,-0.56086,1637.77
129.7,-0.55778,1638.62
129.8,-0.55454,1640.13
129.9,-0.5513,1641.43
130,-0.54831,1642.15
130.1,-0.54506,1643.82
130.2,-0.54182,1644.85
130.3,-0.53857,1646.32
130.4,-0.53524,1647.60
130.5,-0.53217,1648.70
130.6,-0.52876,1650.27
130.7,-0.5256,1651.34
130.8,-0.52227,1652.61
130.9,-0.51894,1653.96
131,-0.51586,1654.74
131.1,-0.51245,1656.29
131.2,-0.50929,1657.53
131.3,-0.50579,1658.86
131.4,-0.50263,1660.15
131.5,-0.4993,1661.24
131.6,-0.4958,1662.85
131.7,-0.49255,1663.80
131.8,-0.48905,1665.19
131.9,-0.48589,1666.52
132,-0.48248,1667.27
132.1,-0.47906,1669.04
132.2,-0.47565,1669.94
132.3,-0.47223,1671.57
132.4,-0.4689,1672.59
132.5,-0.4654,1673.89
132.6,-0.46199,1675.48
132.7,-0.45857,1676.29
132.8,-0.45507,1678.02
132.9,-0.45166,1678.58
133,-0.44824,1680.09
133.1,-0.44483,1681.42
133.2,-0.44124,1682.72
133.3,-0.43783,1684.11
133.4,-0.43424,1685.05
133.5,-0.43065,1686.79
133.6,-0.42715,1687.57
133.7,-0.42365,1689.26
133.8,-0.42015,1690.20
133.9,-0.41665,1691.34
134,-0.41307,1692.85
134.1,-0.40948,1693.84
134.2,-0.40589,1695.48
134.3,-0.40231,1696.38
134.4,-0.39864,1698.07
134.5,-0.39514,1698.91
134.6,-0.39146,1700.47
134.7,-0.38788,1701.53
134.8,-0.38438,1702.56
134.9,-0.38062,1704.15
135,-0.37704,1705.23
135.1,-0.37336,1706.77
135.2,-0.36969,1707.66
135.3,-0.36594,1709.38
135.4,-0.36227,1710.17
135.5,-0.35851,1711.86
135.6,-0.35484,1712.73
135.7,-0.35125,1713.93
135.8,-0.34749,1715.38
135.9,-0.34374,1716.55
136,-0.34007,1718.04
136.1,-0.33622,1719.01
136.2,-0.33238,1720.71
136.3,-0.32863,1721.44
136.4,-0.32478,1723.28
136.5,-0.32111,1723.82
136.6,-0.31736,1725.41
136.7,-0.31368,1726.57
136.8,-0.30967,1728.02
136.9,-0.306,1729.15
137,-0.30199,1730.56
137.1,-0.29832,1731.81
137.2,-0.29422,1732.96
137.3,-0.29063,1734.39
137.4,-0.28679,1735.17
137.5,-0.28286,1736.80
137.6,-0.27911,1737.93
137.7,-0.27509,1739.37
137.8,-0.27142,1740.42
137.9,-0.26732,1742.01
138,-0.26357,1742.90
138.1,-0.25947,1744.65
138.2,-0.2558,1745.19
138.3,-0.25178,1746.88
138.4,-0.24786,1747.84
138.5,-0.24393,1749.57
138.6,-0.23992,1750.28
138.7,-0.23599,1752.10
138.8,-0.23198,1752.90
138.9,-0.22796,1754.60
139,-0.22412,1755.38
139.1,-0.22011,1756.77
139.2,-0.21618,1758.00
139.3,-0.212,1759.41
139.4,-0.20824,1760.58
139.5,-0.20389,1762.01
139.6,-0.20013,1763.10
139.7,-0.19586,1764.58
139.8,-0.19202,1765.45
139.9,-0.18792,1766.74
140,-0.18382,1767.93
140.1,-0.17981,1769.49
140.2,-0.17571,1770.50
140.3,-0.17153,1772.09
140.4,-0.16743,1773.15
140.5,-0.16316,1774.60
140.6,-0.15923,1775.49
140.7,-0.15496,1776.76
140.8,-0.15112,1778.07
140.9,-0.14677,1779.50
141,-0.14275,1780.56
141.1,-0.1384,1782.23
141.2,-0.1343,1783.06
141.3,-0.13003,1784.80
141.4,-0.12602,1785.30
141.5,-0.12175,1787.01
141.6,-0.11757,1788.02
141.7,-0.11338,1789.76
141.8,-0.10911,1790.60
141.9,-0.10476,1792.29
142,-0.10066,1793.15
142.1,-0.09614,1794.78
142.2,-0.09221,1795.42
142.3,-0.08786,1797.07
142.4,-0.08376,1798.24
142.5,-0.07932,1799.71
142.6,-0.07505,1800.80
142.7,-0.07078,1802.27
142.8,-0.06634,1803.32
142.9,-0.06233,1804.67
143,-0.05789,1805.57
143.1,-0.0537,1806.96
143.2,-0.04918,1808.44
143.3,-0.04499,1809.51
143.4,-0.04047,1811.15
143.5,-0.0362,1812.01
143.6,-0.03185,1813.74
143.7,-0.02758,1814.12
143.8,-0.02322,1816.01
143.9,-0.01878,1816.96
144,-0.01451,1818.65
144.1,-0.01007,1819.63
144.2,-0.00572,1821.08
144.3,-0.0012,1822.25
144.4,0.00307,1823.24
144.5,0.00743,1824.51
144.6,0.01195,1825.67
144.7,0.01639,1827.41
144.8,0.02083,1828.25
144.9,0.02536,1829.97
145,0.0298,1830.81
145.1,0.03432,1832.43
145.2,0.03851,1833.13
145.3,0.04312,1834.61
145.4,0.04747,1836.07
145.5,0.05208,1837.15
145.6,0.05661,1838.75
145.7,0.06105,1839.62
145.8,0.06566,1841.29
145.9,0.06993,1841.92
146,0.07462,1843.62
146.1,0.07906,1844.80
146.2,0.08376,1845.98
146.3,0.08828,1847.45
146.4,0.09289,1848.52
146.5,0.0975,1850.09
146.6,0.10186,1850.69
146.7,0.10655,1852.29
146.8,0.11099,1853.42
146.9,0.11569,1854.88
147,0.12021,1856.16
147.1,0.12491,1857.41
147.2,0.12961,1858.81
147.3,0.13405,1859.61
147.4,0.13874,1861.08
147.5,0.14335,1862.20
147.6,0.14805,1863.73
147.7,0.15266,1864.95
147.8,0.15744,1866.23
147.9,0.16205,1867.62
148,0.16666,1868.32
148.1,0.17127,1869.87
148.2,0.17597,1870.95
148.3,0.18066,1872.51
148.4,0.18536,1873.74
148.5,0.19014,1874.96
148.6,0.19492,1876.39
148.7,0.19953,1877.03
148.8,0.20431,1878.73
148.9,0.20909,1879.79
149,0.21388,1881.15
149.1,0.21857,1882.61
149.2,0.22335,1883.66
149.3,0.22822,1885.38
149.4,0.23283,1885.80
149.5,0.23753,1887.59
149.6,0.24256,1888.76
149.7,0.24734,1889.91
149.8,0.2523,1891.54
149.9,0.25708,1892.24
150,0.26186,1894.12
150.1,0.26673,1894.66
150.2,0.27142,1896.24
150.3,0.27646,1897.75
150.4,0.28124,1898.71
150.5,0.28619,1900.39
150.6,0.29123,1901.25
150.7,0.29584,1902.57
150.8,0.30096,1903.76
150.9,0.30566,1904.96
151,0.3107,1906.49
151.1,0.31573,1907.61
151.2,0.32051,1908.95
151.3,0.32572,1910.42
151.4,0.33033,1911.10
151.5,0.33546,1912.68
151.6,0.34049,1914.00
151.7,0.34545,1915.03
151.8,0.35057,1916.72
151.9,0.35552,1917.63
152,0.36056,1918.99
152.1,0.36551,1919.99
152.2,0.37063,1921.13
152.3,0.37558,1922.89
152.4,0.38079,1923.88
152.5,0.38566,1925.15
152.6,0.39095,1926.83
152.7,0.39582,1927.27
152.8,0.40077,1929.03
152.9,0.40606,1930.28
153,0.41093,1931.39
153.1,0.41631,1933.03
153.2,0.42135,1934.09
153.3,0.42639,1935.10
153.4,0.43159,1936.50
153.5,0.43655,1937.65
153.6,0.44175,1939.01
153.7,0.44688,1940.49
153.8,0.45208,1941.28
153.9,0.45712,1943.15
154,0.46224,1943.68
154.1,0.46728,1945.05
154.2,0.47258,1946.71
154.3,0.4777,1947.63
154.4,0.48274,1949.23
154.5,0.4882,1950.58
154.6,0.49298,1951.25
154.7,0.49827,1952.85
154.8,0.50348,1954.08
154.9,0.50852,1955.21
155,0.51398,1956.86
155.1,0.51911,1957.90
155.2,0.52432,1958.84
155.3,0.52944,1960.44
155.4,0.53465,1961.43
155.5,0.53977,1962.86
155.6,0.54515,1964.47
155.7,0.55044,1965.20
155.8,0.55548,1966.84
155.9,0.56086,1967.71
156,0.56581,1968.99
156.1,0.57119,1970.58
156.2,0.57648,1971.76
156.3,0.5816,1972.89
156.4,0.58707,1974.56
156.5,0.59211,1975.19
156.6,0.59749,1976.43
156.7,0.60269,1978.30
156.8,0.60807,1979.08
156.9,0.6132,1980.55
157,0.61874,1982.04
157.1,0.62378,1982.46
157.2,0.62899,1984.12
157.3,0.63454,1985.52
157.4,0.63949,1986.71
157.5,0.64504,1988.22
157.6,0.65034,1989.53
157.7,0.65546,1990.16
157.8,0.66084,1991.81
157.9,0.66622,1993.18
158,0.67159,1994.11
158.1,0.67689,1995.92
158.2,0.68244,1996.84
158.3,0.68748,1997.70
158.4,0.69294,1999.32
158.5,0.69832,2000.54
158.6,0.70353,2001.75
158.7,0.70925,2003.31
158.8,0.71446,2004.51
158.9,0.71983,2005.25
159,0.72513,2006.91
159.1,0.73068,2008.09
159.2,0.73606,2009.29
159.3,0.74152,2011.05
159.4,0.74707,2011.86
159.5,0.75219,2012.90
159.6,0.75774,2014.42
159.7,0.76312,2015.65
159.8,0.76859,2016.78
159.9,0.77414,2018.46
160,0.77969,2019.51
160.1,0.78498,2020.31
160.2,0.79036,2022.02
160.3,0.79599,2023.13
160.4,0.8012,2024.42
160.5,0.80684,2026.08
160.6,0.81247,2027.08
160.7,0.81768,2027.91
160.8,0.82323,2029.44
160.9,0.82869,2030.86
161,0.83424,2031.72
161.1,0.83971,2033.53
161.2,0.84543,2034.62
161.3,0.85064,2035.26
161.4,0.8561,2037.05
161.5,0.86182,2038.33
161.6,0.86711,2039.48
161.7,0.87283,2040.99
161.8,0.87838,2042.21
161.9,0.88376,2042.82
162,0.88931,2044.40
162.1,0.89486,2046.02
162.2,0.9005,2046.81
162.3,0.90579,2048.53
162.4,0.9116,2049.89
162.5,0.9168,2050.36
162.6,0.92235,2051.94
162.7,0.92816,2053.53
162.8,0.93362,2054.67
162.9,0.93926,2055.75
163,0.94481,2057.46
163.1,0.95036,2058.03
163.2,0.95591,2059.26
163.3,0.96137,2061.06
163.4,0.96718,2062.17
163.5,0.97256,2063.31
163.6,0.97828,2064.84
163.7,0.98366,2065.77
163.8,0.98929,2067.03
163.9,0.99493,2068.33
164,1.00048,2070.01
164.1,1.00628,2070.61
164.2,1.01149,2072.18
164.3,1.0173,2073.32
164.4,1.02276,2074.57
164.5,1.02831,2075.85
164.6,1.03412,2077.44
164.7,1.03967,2078.56
164.8,1.04522,2079.38
164.9,1.05068,2081.08
165,1.05657,2082.26
165.1,1.06195,2083.34
165.2,1.06758,2085.02
165.3,1.07348,2086.20
165.4,1.07877,2086.93
165.5,1.08458,2088.36
165.6,1.09012,2089.99
165.7,1.09585,2090.81
165.8,1.10122,2092.34
165.9,1.10712,2093.93
166,1.11258,2094.38
166.1,1.11813,2095.91
166.2,1.12402,2097.45
166.3,1.12957,2098.65
166.4,1.13529,2099.57
166.5,1.14076,2101.31
166.6,1.14648,2102.17
166.7,1.15203,2103.37
166.8,1.15757,2105.01
166.9,1.16355,2106.40
167,1.16893,2107.43
167.1,1.17465,2108.43
167.2,1.18029,2109.96
167.3,1.18609,2111.03
167.4,1.19156,2112.20
167.5,1.19736,2113.96
167.6,1.20317,2114.95
167.7,1.20846,2115.87
167.8,1.21427,2117.39
167.9,1.21982,2118.85
168,1.22562,2119.75
168.1,1.23117,2121.31
168.2,1.23698,2122.82
168.3,1.24261,2123.21
168.4,1.24808,2124.86
168.5,1.25397,2126.35
168.6,1.25952,2127.58
168.7,1.26532,2128.51
168.8,1.27087,2130.30
168.9,1.27659,2131.09
169,1.28223,2132.20
169.1,1.28778,2133.83
169.2,1.29376,2135.22
169.3,1.29922,2136.20
169.4,1.30494,2137.28
169.5,1.31049,2138.82
169.6,1.3163,2139.96
169.7,1.32184,2141.11
169.8,1.32757,2142.92
169.9,1.33346,2143.99
170,1.33866,2144.79
170.1,1.34447,2146.24
170.2,1.35011,2147.79
170.3,1.35591,2148.71
170.4,1.36146,2150.08
170.5,1.36727,2151.72
170.6,1.3729,2152.11
170.7,1.37828,2153.69
170.8,1.38417,2155.27
170.9,1.38972,2156.55
171,1.39544,2157.50
171.1,1.40099,2159.13
171.2,1.40671,2159.97
171.3,1.41226,2161.10
171.4,1.41781,2162.76
171.5,1.42379,2164.15
171.6,1.42917,2165.19
171.7,1.43489,2166.24
171.8,1.44044,2167.76
171.9,1.44624,2168.88
172,1.45171,2170.09
172.1,1.45743,2171.84
172.2,1.46323,2172.83
172.3,1.46844,2173.63
172.4,1.47425,2175.14
172.5,1.4798,2176.67
172.6,1.4856,2177.50
172.7,1.49107,2179.15
172.8,1.49687,2180.54
172.9,1.50225,2180.96
173,1.50772,2182.64
173.1,1.51352,2184.16
173.2,1.5189,2185.36
173.3,1.52454,2186.50
173.4,1.53009,2188.15
173.5,1.53555,2188.66
173.6,1.5411,2190.00
173.7,1.54656,2191.77
173.8,1.55237,2192.82
173.9,1.55766,2194.07
174,1.56347,2195.46
174.1,1.56876,2196.39
174.2,1.57431,2197.59
174.3,1.57986,2199.09
174.4,1.58558,2200.52
174.5,1.59105,2201.35
174.6,1.59634,2203.07
174.7,1.60197,2203.84
174.8,1.60727,2205.30
174.9,1.61299,2206.55
175,1.61845,2208.13
175.1,1.62409,2208.88
175.2,1.62938,2210.33
175.3,1.63493,2211.55
175.4,1.64048,2212.58
175.5,1.64577,2214.17
175.6,1.65167,2215.59
175.7,1.65687,2216.68
175.8,1.66242,2217.72
175.9,1.66789,2219.17
176,1.67344,2220.35
176.1,1.6789,2221.55
176.2,1.68454,2223.34
176.3,1.69026,2224.15
176.4,1.69547,2225.22
176.5,1.70136,2226.67
176.6,1.70699,2228.00
176.7,1.71263,2229.01
176.8,1.71835,2230.64
176.9,1.72432,2232.01
177,1.73004,2232.38
177.1,1.73576,2234.16
177.2,1.74191,2235.65
177.3,1.74789,2236.98
177.4,1.75404,2237.78
177.5,1.75993,2239.21
177.6,1.76616,2240.56
177.7,1.77248,2241.72
177.8,1.77863,2242.95
177.9,1.78511,2244.12
178,1.79118,2245.89
178.1,1.79775,2246.60
178.2,1.80398,2247.96
178.3,1.81047,2249.08
178.4,1.81696,2250.62
178.5,1.82345,2252.25
178.6,1.83028,2252.85
178.7,1.8366,2254.36
178.8,1.84343,2255.37
178.9,1.84992,2256.85
179,1.85675,2258.35
179.1,1.86349,2259.34
179.2,1.87024,2260.71
179.3,1.87724,2261.70
179.4,1.8839,2262.98
179.5,1.8909,2264.07
179.6,1.89756,2265.64
179.7,1.90473,2267.12
179.8,1.91165,2268.51
179.9,1.91873,2269.58
180,1.92565,2270.15
180.1,1.93256,2271.79
180.2,1.93991,2272.93
180.3,1.94674,2274.63
180.4,1.95408,2276.00
180.5,1.961,2276.90
180.6,1.96825,2278.40
180.7,1.97551,2279.43
180.8,1.98251,2280.71
180.9,1.98977,2281.50
181,1.99685,2283.06
181.1,2.00428,2284.39
181.2,2.01145,2285.98
181.3,2.01871,2287.39
181.4,2.02605,2288.10
181.5,2.03323,2289.67
181.6,2.04083,2290.71
181.7,2.04783,2292.11
181.8,2.05525,2292.82
181.9,2.06243,2294.40
182,2.06994,2295.65
182.1,2.07737,2297.08
182.2,2.08463,2298.57
182.3,2.09205,2299.49
182.4,2.0994,2301.15
182.5,2.10717,2302.33
182.6,2.11451,2303.63
182.7,2.12202,2304.27
182.8,2.12945,2305.71
182.9,2.13696,2307.02
183,2.14465,2308.13
183.1,2.15182,2309.38
183.2,2.15959,2310.53
183.3,2.16693,2312.19
183.4,2.17479,2313.60
183.5,2.18221,2315.00
183.6,2.18981,2315.93
183.7,2.1975,2317.30
183.8,2.2051,2318.87
183.9,2.21304,2319.92
184,2.22038,2320.78
184.1,2.22832,2322.09
184.2,2.236,2323.45
184.3,2.24386,2324.71
184.4,2.25137,2325.48
184.5,2.25897,2327.15
184.6,2.267,2328.22
184.7,2.27468,2329.75
184.8,2.28262,2330.55
184.9,2.29039,2331.99
185,2.29824,2333.49
185.1,2.30618,2334.70
185.2,2.31387,2335.94
185.3,2.32207,2336.87
185.4,2.32983,2338.46
185.5,2.33812,2339.79
185.6,2.3458,2341.06
185.7,2.35383,2342.21
185.8,2.36194,2343.48
185.9,2.36988,2345.05
186,2.37807,2346.08
186.1,2.38584,2347.34
186.2,2.39421,2348.43
186.3,2.40232,2350.00
186.4,2.41069,2351.20
186.5,2.41854,2352.18
186.6,2.42691,2353.62
186.7,2.43528,2354.90
186.8,2.44322,2356.29
186.9,2.45167,2357.13
187,2.45978,2358.56
187.1,2.46832,2359.97
187.2,2.47643,2360.96
187.3,2.48471,2362.26
187.4,2.49317,2363.40
187.5,2.50136,2365.00
187.6,2.50999,2365.71
187.7,2.51818,2367.11
187.8,2.52689,2368.48
187.9,2.53526,2369.83
188,2.54354,2370.85
188.1,2.55216,2372.18
188.2,2.56053,2373.81
188.3,2.56941,2374.89
188.4,2.57769,2375.96
188.5,2.58657,2377.36
188.6,2.59519,2378.90
188.7,2.60373,2380.35
188.8,2.61244,2381.06
188.9,2.62089,2382.83
189,2.62986,2383.96
189.1,2.63831,2385.21
189.2,2.64736,2386.03
189.3,2.65633,2387.40
189.4,2.66521,2388.80
189.5,2.67426,2389.47
189.6,2.68296,2391.32
189.7,2.69236,2392.57
189.8,2.70132,2394.13
189.9,2.71029,2395.00
190,2.71942,2396.41
190.1,2.72856,2397.75
190.2,2.73803,2398.34
190.3,2.74717,2399.97
190.4,2.7569,2401.29
190.5,2.76612,2402.99
190.6,2.77552,2403.75
190.7,2.78516,2405.04
190.8,2.79464,2406.45
190.9,2.80454,2407.15
191,2.81394,2408.97
191.1,2.82393,2410.37
191.2,2.83357,2411.55
191.3,2.84339,2412.43
191.4,2.85338,2413.75
191.5,2.86329,2415.57
191.6,2.87336,2416.19
191.7,2.88309,2417.60
191.8,2.89368,2418.70
191.9,2.9035,2419.77
192,2.91366,2421.54
192.1,2.92382,2422.80
192.2,2.93389,2423.71
192.3,2.94448,2425.07
192.4,2.95456,2426.86
192.5,2.96497,2427.58
192.6,2.97539,2428.79
192.7,2.98598,2430.51
192.8,2.99639,2431.60
192.9,3.00664,2432.53
193,3.01748,2433.91
193.1,3.02764,2435.70
193.2,3.03831,2436.29
193.3,3.04907,2437.68
193.4,3.05966,2439.42
193.5,3.07016,2439.90
193.6,3.08083,2441.50
193.7,3.09193,2443.09
193.8,3.10209,2443.94
193.9,3.11328,2445.23
194,3.12421,2446.84
194.1,3.13471,2447.71
194.2,3.14606,2448.74
194.3,3.15682,2450.84
194.4,3.16783,2451.35
194.5,3.17893,2452.70
194.6,3.18995,2454.51
194.7,3.20088,2455.02
