Specimen choice input : Material,Steel,
Specimen properties : Geometry,Rectangular,
Width,5.59024,mm
Thickness,5.59024,mm
,,
Time,Extension,Load
(s),(mm),(N)
230.4,0.63,3047.47
230.5,0.64,3048.73
230.6,0.64,3050.05
230.7,0.64,3051.5
230.8,0.64,3052.62
230.9,0.64,3053.91
231,0.64,3055.38
231.1,0.64,3056.51
231.2,0.64,3057.94
231.3,0.64,3059.4
231.4,0.64,3060.63
231.5,0.64,3062.01
231.6,0.64,3063.37
231.7,0.64,3064.48
231.8,0.64,3065.88
231.9,0.64,3067.28
232,0.64,3068.58
232.1,0.64,3069.91
232.2,0.64,3071.2
232.3,0.64,3072.6
232.4,0.64,3073.92
232.5,0.64,3075.18
232.6,0.64,3076.57
232.7,0.64,3077.79
232.8,0.64,3079.1
232.9,0.64,3080.41
233,0.64,3081.69
233.1,0.64,3083.19
233.2,0.64,3084.21
233.3,0.64,3085.74
233.4,0.64,3086.98
233.5,0.64,3088.29
233.6,0.64,3089.61
233.7,0.64,3090.73
233.8,0.64,3092.2
233.9,0.64,3093.62
234,0.64,3094.98
234.1,0.65,3096.19
234.2,0.65,3097.52
234.3,0.65,3098.64
234.4,0.65,3100.14
234.5,0.65,3101.48
234.6,0.65,3102.74
234.7,0.65,3104.2
234.8,0.65,3105.55
234.9,0.65,3106.65
235,0.65,3108.02
235.1,0.65,3109.39
235.2,0.65,3110.69
235.3,0.65,3112.12
235.4,0.65,3113.43
235.5,0.65,3114.72
235.6,0.65,3116.11
235.7,0.65,3117.26
235.8,0.65,3118.51
235.9,0.65,3119.95
236,0.65,3121.25
236.1,0.65,3122.5
236.2,0.65,3123.95
236.3,0.65,3125.24
236.4,0.65,3126.47
236.5,0.65,3127.81
236.6,0.65,3129.13
236.7,0.65,3130.37
236.8,0.65,3131.8
236.9,0.65,3133.08
237,0.65,3134.18
237.1,0.65,3135.76
237.2,0.65,3137
237.3,0.65,3138.31
237.4,0.65,3139.61
237.5,0.65,3140.98
237.6,0.65,3142.21
237.7,0.65,3143.67
237.8,0.66,3145.03
237.9,0.66,3146.17
238,0.66,3147.6
238.1,0.66,3148.79
238.2,0.66,3150.2
238.3,0.66,3151.61
238.4,0.66,3152.77
238.5,0.66,3154.12
238.6,0.66,3155.58
238.7,0.66,3156.7
238.8,0.66,3158.13
238.9,0.66,3159.45
239,0.66,3160.76
239.1,0.66,3162.14
239.2,0.66,3163.5
239.3,0.66,3164.67
239.4,0.66,3166.05
239.5,0.66,3167.32
239.6,0.66,3168.53
239.7,0.66,3170
239.8,0.66,3171.18
239.9,0.66,3172.61
240,0.66,3173.89
240.1,0.66,3175.17
240.2,0.66,3176.65
240.3,0.66,3177.93
240.4,0.66,3179.14
240.5,0.66,3180.47
240.6,0.66,3181.85
240.7,0.66,3183.2
240.8,0.66,3184.4
240.9,0.66,3185.88
241,0.66,3187.14
241.1,0.66,3188.54
241.2,0.66,3189.72
241.3,0.66,3191.09
241.4,0.66,3192.35
241.5,0.67,3193.65
241.6,0.67,3194.99
241.7,0.67,3196.46
241.8,0.67,3197.61
241.9,0.67,3198.95
242,0.67,3200.25
242.1,0.67,3201.49
242.2,0.67,3202.91
242.3,0.67,3204.3
242.4,0.67,3205.31
242.5,0.67,3206.82
242.6,0.67,3208.3
242.7,0.67,3209.26
242.8,0.67,3210.9
242.9,0.67,3212.16
243,0.67,3213.46
243.1,0.67,3214.89
243.2,0.67,3216.03
243.3,0.67,3217.21
243.4,0.67,3218.72
243.5,0.67,3220.02
243.6,0.67,3221.51
243.7,0.67,3222.79
243.8,0.67,3223.95
243.9,0.67,3225.23
244,0.67,3226.66
244.1,0.67,3227.84
244.2,0.67,3229.3
244.3,0.67,3230.71
244.4,0.67,3231.94
244.5,0.67,3233.32
244.6,0.67,3234.59
244.7,0.67,3235.66
244.8,0.67,3237.2
244.9,0.67,3238.5
245,0.67,3239.78
245.1,0.68,3241.21
245.2,0.68,3242.31
245.3,0.68,3243.68
245.4,0.68,3245.15
245.5,0.68,3246.33
245.6,0.68,3247.65
245.7,0.68,3249.03
245.8,0.68,3250.16
245.9,0.68,3251.79
246,0.68,3252.92
246.1,0.68,3254.09
246.2,0.68,3255.68
246.3,0.68,3256.85
246.4,0.68,3258.01
246.5,0.68,3259.55
246.6,0.68,3260.94
246.7,0.68,3262.14
246.8,0.68,3263.62
246.9,0.68,3264.82
247,0.68,3266.02
247.1,0.68,3267.61
247.2,0.68,3268.77
247.3,0.68,3270.19
247.4,0.68,3271.54
247.5,0.68,3272.84
247.6,0.68,3274.08
247.7,0.68,3275.35
247.8,0.68,3276.79
247.9,0.68,3277.93
248,0.68,3279.43
248.1,0.68,3280.64
248.2,0.68,3281.98
248.3,0.68,3283.29
248.4,0.68,3284.39
248.5,0.68,3285.93
248.6,0.68,3287.3
248.7,0.68,3288.35
248.8,0.69,3289.77
248.9,0.69,3291.04
249,0.69,3292.32
249.1,0.69,3293.77
249.2,0.69,3295.03
249.3,0.69,3296.35
249.4,0.69,3297.85
249.5,0.69,3298.96
249.6,0.69,3300.28
249.7,0.69,3301.75
249.8,0.69,3302.94
249.9,0.69,3304.41
250,0.69,3305.84
250.1,0.69,3306.9
250.2,0.69,3308.28
250.3,0.69,3309.82
250.4,0.69,3310.72
250.5,0.69,3312.27
250.6,0.69,3313.61
250.7,0.69,3314.88
250.8,0.69,3316.22
250.9,0.69,3317.53
251,0.69,3318.77
251.1,0.69,3320.23
251.2,0.69,3321.51
251.3,0.69,3322.83
251.4,0.69,3324.12
251.5,0.69,3325.18
251.6,0.69,3326.72
251.7,0.69,3328.04
251.8,0.69,3329.37
251.9,0.69,3330.77
252,0.69,3331.95
252.1,0.69,3333.19
252.2,0.69,3334.83
252.3,0.69,3335.78
252.4,0.69,3337.23
252.5,0.7,3338.61
252.6,0.7,3339.85
252.7,0.7,3341.19
252.8,0.7,3342.55
252.9,0.7,3343.89
253,0.7,3345.12
253.1,0.7,3346.54
253.2,0.7,3347.89
253.3,0.7,3349.24
253.4,0.7,3350.48
253.5,0.7,3351.62
253.6,0.7,3353.13
253.7,0.7,3354.33
253.8,0.7,3355.7
253.9,0.7,3357.13
254,0.7,3358.31
254.1,0.7,3359.51
254.2,0.7,3361.03
254.3,0.7,3362.15
254.4,0.7,3363.55
254.5,0.7,3365.04
254.6,0.7,3366.15
254.7,0.7,3367.56
254.8,0.7,3368.9
254.9,0.7,3370.04
255,0.7,3371.56
255.1,0.7,3372.91
255.2,0.7,3374.11
255.3,0.7,3375.6
255.4,0.7,3376.73
255.5,0.7,3378.07
255.6,0.7,3379.44
255.7,0.7,3380.64
255.8,0.7,3382.06
255.9,0.7,3383.48
256,0.7,3384.77
256.1,0.71,3386.13
256.2,0.71,3387.43
256.3,0.71,3388.52
256.4,0.71,3389.96
256.5,0.71,3391.34
256.6,0.71,3392.62
256.7,0.71,3394.05
256.8,0.71,3395.25
256.9,0.71,3396.59
257,0.71,3397.88
257.1,0.71,3399.09
257.2,0.71,3400.51
257.3,0.71,3401.92
257.4,0.71,3402.95
257.5,0.71,3404.4
257.6,0.71,3405.91
257.7,0.71,3406.88
257.8,0.71,3408.4
257.9,0.71,3409.73
258,0.71,3410.98
258.1,0.71,3412.53
258.2,0.71,3413.59
258.3,0.71,3414.96
258.4,0.71,3416.35
258.5,0.71,3417.61
258.6,0.71,3419.01
258.7,0.71,3420.37
258.8,0.71,3421.69
258.9,0.71,3422.82
259,0.71,3424.49
259.1,0.71,3425.39
259.2,0.71,3426.85
259.3,0.71,3428.26
259.4,0.71,3429.46
259.5,0.71,3430.75
259.6,0.71,3432.18
259.7,0.72,3433.3
259.8,0.72,3434.8
259.9,0.72,3436.17
260,0.72,3437.39
260.1,0.72,3438.86
260.2,0.72,3439.86
260.3,0.72,3441.2
260.4,0.72,3442.7
260.5,0.72,3443.92
260.6,0.72,3445.24
260.7,0.72,3446.59
260.8,0.72,3447.65
260.9,0.72,3449.11
261,0.72,3450.48
261.1,0.72,3451.7
261.2,0.72,3453.17
261.3,0.72,3454.62
261.4,0.72,3455.68
261.5,0.72,3457.13
261.6,0.72,3458.36
261.7,0.72,3459.67
261.8,0.72,3461.08
261.9,0.72,3462.43
262,0.72,3463.72
262.1,0.72,3465.15
262.2,0.72,3466.41
262.3,0.72,3467.69
262.4,0.72,3469
262.5,0.72,3470.28
262.6,0.72,3471.56
262.7,0.72,3473.08
262.8,0.72,3474.22
262.9,0.72,3475.52
263,0.72,3477.02
263.1,0.72,3478.1
263.2,0.72,3479.51
263.3,0.72,3481.01
263.4,0.73,3481.97
263.5,0.73,3483.39
263.6,0.73,3484.79
263.7,0.73,3486.01
263.8,0.73,3487.38
263.9,0.73,3488.72
264,0.73,3489.98
264.1,0.73,3491.46
264.2,0.73,3492.84
264.3,0.73,3493.89
264.4,0.73,3495.33
264.5,0.73,3496.59
264.6,0.73,3497.88
264.7,0.73,3499.55
264.8,0.73,3500.51
264.9,0.73,3501.94
265,0.73,3503.37
265.1,0.73,3504.43
265.2,0.73,3506.07
265.3,0.73,3507.16
265.4,0.73,3508.44
265.5,0.73,3509.9
265.6,0.73,3511.28
265.7,0.73,3512.4
265.8,0.73,3513.94
265.9,0.73,3514.99
266,0.73,3516.25
266.1,0.73,3517.75
266.2,0.73,3519.06
266.3,0.73,3520.35
266.4,0.73,3521.69
266.5,0.73,3522.8
266.6,0.73,3524.27
266.7,0.73,3525.65
266.8,0.73,3526.83
266.9,0.73,3528.34
267,0.73,3529.63
267.1,0.74,3530.79
267.2,0.74,3532.19
267.3,0.74,3533.59
267.4,0.74,3534.69
267.5,0.74,3536.23
267.6,0.74,3537.58
267.7,0.74,3538.71
267.8,0.74,3540.29
267.9,0.74,3541.28
268,0.74,3542.72
268.1,0.74,3544.14
268.2,0.74,3545.35
268.3,0.74,3546.91
268.4,0.74,3548.11
268.5,0.74,3549.22
268.6,0.74,3550.66
268.7,0.74,3552.01
268.8,0.74,3553.13
268.9,0.74,3554.65
269,0.74,3556.06
269.1,0.74,3557.13
269.2,0.74,3558.63
269.3,0.74,3559.9
269.4,0.74,3561.02
269.5,0.74,3562.53
269.6,0.74,3563.74
269.7,0.74,3565.04
269.8,0.74,3566.53
269.9,0.74,3567.82
270,0.74,3569.04
270.1,0.74,3570.55
270.2,0.74,3571.57
270.3,0.74,3572.93
270.4,0.74,3574.64
270.5,0.74,3575.53
270.6,0.74,3577.02
270.7,0.75,3578.45
270.8,0.75,3579.57
270.9,0.75,3581.09
271,0.75,3582.44
271.1,0.75,3583.52
271.2,0.75,3584.91
271.3,0.75,3586.24
271.4,0.75,3587.46
271.5,0.75,3588.98
271.6,0.75,3590.27
271.7,0.75,3591.48
271.8,0.75,3592.92
271.9,0.75,3594.13
272,0.75,3595.32
272.1,0.75,3596.85
272.2,0.75,3598.05
272.3,0.75,3599.21
272.4,0.75,3600.67
272.5,0.75,3601.8
272.6,0.75,3603.28
272.7,0.75,3604.74
272.8,0.75,3605.87
272.9,0.75,3607.28
273,0.75,3608.63
273.1,0.75,3609.77
273.2,0.75,3611.19
273.3,0.75,3612.58
273.4,0.75,3613.86
273.5,0.75,3615.24
273.6,0.75,3616.63
273.7,0.75,3617.8
273.8,0.75,3619.26
273.9,0.75,3620.43
274,0.75,3621.7
274.1,0.75,3623.15
274.2,0.75,3624.38
274.3,0.76,3625.73
274.4,0.76,3627.15
274.5,0.76,3628.35
274.6,0.76,3629.68
274.7,0.76,3631.16
274.8,0.76,3632.26
274.9,0.76,3633.62
275,0.76,3634.98
275.1,0.76,3636.18
275.2,0.76,3637.65
275.3,0.76,3638.79
275.4,0.76,3640.2
275.5,0.76,3641.52
275.6,0.76,3642.79
275.7,0.76,3644.1
275.8,0.76,3645.77
275.9,0.76,3646.58
276,0.76,3648.13
276.1,0.76,3649.44
276.2,0.76,3650.89
276.3,0.76,3651.94
276.4,0.76,3653.46
276.5,0.76,3654.63
276.6,0.76,3656.17
276.7,0.76,3657.5
276.8,0.76,3658.67
276.9,0.76,3659.98
277,0.76,3661.4
277.1,0.76,3662.52
277.2,0.76,3663.95
277.3,0.76,3665.3
277.4,0.76,3666.64
277.5,0.76,3667.93
277.6,0.76,3669.31
277.7,0.76,3670.5
277.8,0.76,3671.96
277.9,0.76,3673.12
278,0.77,3674.41
278.1,0.77,3675.85
278.2,0.77,3677.07
278.3,0.77,3678.28
278.4,0.77,3679.75
278.5,0.77,3680.86
278.6,0.77,3682.38
278.7,0.77,3683.95
278.8,0.77,3684.87
278.9,0.77,3686.39
279,0.77,3687.73
279.1,0.77,3688.94
279.2,0.77,3690.39
279.3,0.77,3691.56
279.4,0.77,3692.83
279.5,0.77,3694.33
279.6,0.77,3695.57
279.7,0.77,3696.91
279.8,0.77,3698.36
279.9,0.77,3699.53
280,0.77,3700.9
280.1,0.77,3702.17
280.2,0.77,3703.31
280.3,0.77,3704.87
280.4,0.77,3706.22
280.5,0.77,3707.39
280.6,0.77,3708.85
280.7,0.77,3710
280.8,0.77,3711.26
280.9,0.77,3712.91
281,0.77,3713.86
281.1,0.77,3715.26
281.2,0.77,3716.69
281.3,0.77,3717.81
281.4,0.77,3719.25
281.5,0.77,3720.58
281.6,0.78,3721.71
281.7,0.78,3723.2
281.8,0.78,3724.64
281.9,0.78,3725.79
282,0.78,3727.25
282.1,0.78,3728.46
282.2,0.78,3729.65
282.3,0.78,3731.22
282.4,0.78,3732.45
282.5,0.78,3733.82
282.6,0.78,3735.21
282.7,0.78,3736.49
282.8,0.78,3737.63
282.9,0.78,3739.15
283,0.78,3740.23
283.1,0.78,3741.83
283.2,0.78,3743.02
283.3,0.78,3744.32
283.4,0.78,3745.73
283.5,0.78,3747.07
283.6,0.78,3748.21
283.7,0.78,3749.58
283.8,0.78,3750.83
283.9,0.78,3752.24
284,0.78,3753.6
284.1,0.78,3754.75
284.2,0.78,3755.9
284.3,0.78,3757.5
284.4,0.78,3758.59
284.5,0.78,3760.02
284.6,0.78,3761.42
284.7,0.78,3762.76
284.8,0.78,3763.92
284.9,0.78,3765.36
285,0.78,3766.58
285.1,0.78,3767.98
285.2,0.78,3769.38
285.3,0.79,3770.47
285.4,0.79,3772
285.5,0.79,3773.4
285.6,0.79,3774.6
285.7,0.79,3776.01
285.8,0.79,3777.09
285.9,0.79,3778.47
286,0.79,3779.94
286.1,0.79,3781.02
286.2,0.79,3782.54
286.3,0.79,3783.9
286.4,0.79,3785.07
286.5,0.79,3786.57
286.6,0.79,3787.78
286.7,0.79,3789.08
286.8,0.79,3790.42
286.9,0.79,3791.69
287,0.79,3792.98
287.1,0.79,3794.42
287.2,0.79,3795.47
287.3,0.79,3796.89
287.4,0.79,3798.37
287.5,0.79,3799.51
287.6,0.79,3800.88
287.7,0.79,3802.1
287.8,0.79,3803.43
287.9,0.79,3805.02
288,0.79,3806.24
288.1,0.79,3807.39
288.2,0.79,3808.96
288.3,0.79,3810.16
288.4,0.79,3811.46
288.5,0.79,3812.95
288.6,0.79,3814.01
288.7,0.79,3815.34
288.8,0.79,3816.86
288.9,0.8,3818.18
289,0.8,3819.34
289.1,0.8,3820.79
289.2,0.8,3821.83
289.3,0.8,3823.49
289.4,0.8,3824.59
289.5,0.8,3826.03
289.6,0.8,3827.36
289.7,0.8,3828.62
289.8,0.8,3829.92
289.9,0.8,3831.34
290,0.8,3832.39
290.1,0.8,3833.81
290.2,0.8,3835.23
290.3,0.8,3836.34
290.4,0.8,3837.82
290.5,0.8,3839.15
290.6,0.8,3840.28
290.7,0.8,3841.81
290.8,0.8,3843
290.9,0.8,3844.3
291,0.8,3845.82
291.1,0.8,3847.08
291.2,0.8,3848.4
291.3,0.8,3849.77
291.4,0.8,3850.86
291.5,0.8,3852.3
291.6,0.8,3853.69
291.7,0.8,3854.95
291.8,0.8,3856.39
291.9,0.8,3857.7
292,0.8,3858.82
292.1,0.8,3860.4
292.2,0.8,3861.47
292.3,0.8,3862.82
292.4,0.8,3864.31
292.5,0.81,3865.49
292.6,0.81,3866.82
292.7,0.81,3868.2
292.8,0.81,3869.35
292.9,0.81,3870.74
293,0.81,3872.14
293.1,0.81,3873.29
293.2,0.81,3874.69
293.3,0.81,3876.09
293.4,0.81,3877.09
293.5,0.81,3878.65
293.6,0.81,3879.96
293.7,0.81,3881.22
293.8,0.81,3882.71
293.9,0.81,3883.97
294,0.81,3885.1
294.1,0.81,3886.64
294.2,0.81,3887.83
294.3,0.81,3889.09
294.4,0.81,3890.79
294.5,0.81,3891.65
294.6,0.81,3893.15
294.7,0.81,3894.61
294.8,0.81,3895.69
294.9,0.81,3897.16
295,0.81,3898.51
295.1,0.81,3899.6
295.2,0.81,3901.17
295.3,0.81,3902.5
295.4,0.81,3903.68
295.5,0.81,3905.14
295.6,0.81,3906.3
295.7,0.81,3907.5
295.8,0.81,3909.04
295.9,0.81,3910.16
296,0.81,3911.46
296.1,0.81,3912.97
296.2,0.82,3913.96
296.3,0.82,3915.51
296.4,0.82,3916.81
296.5,0.82,3918.08
296.6,0.82,3919.54
296.7,0.82,3920.81
296.8,0.82,3921.91
296.9,0.82,3923.54
297,0.82,3924.68
297.1,0.82,3925.92
297.2,0.82,3927.46
297.3,0.82,3928.65
297.4,0.82,3929.99
297.5,0.82,3931.48
297.6,0.82,3932.8
297.7,0.82,3933.99
297.8,0.82,3935.38
297.9,0.82,3936.53
298,0.82,3937.93
298.1,0.82,3939.32
298.2,0.82,3940.56
298.3,0.82,3941.92
298.4,0.82,3943.26
298.5,0.82,3944.46
298.6,0.82,3945.97
298.7,0.82,3947.17
298.8,0.82,3948.44
298.9,0.82,3949.86
299,0.82,3951.05
299.1,0.82,3952.4
299.2,0.82,3953.78
299.3,0.82,3954.92
299.4,0.82,3956.52
299.5,0.82,3957.74
299.6,0.82,3958.87
299.7,0.82,3960.4
299.8,0.83,3961.64
299.9,0.83,3962.97
300,0.83,3964.46
300.1,0.83,3965.54
300.2,0.83,3967.12
300.3,0.83,3968.33
300.4,0.83,3969.51
300.5,0.83,3970.81
300.6,0.83,3972.35
300.7,0.83,3973.32
300.8,0.83,3974.78
300.9,0.83,3976.24
301,0.83,3977.33
301.1,0.83,3978.87
301.2,0.83,3980.19
301.3,0.83,3981.28
301.4,0.83,3982.8
301.5,0.83,3984.06
301.6,0.83,3985.26
301.7,0.83,3986.76
301.8,0.83,3987.9
301.9,0.83,3989.25
302,0.83,3990.71
302.1,0.83,3991.71
302.2,0.83,3993.28
302.3,0.83,3994.59
302.4,0.83,3995.77
302.5,0.83,3997.39
302.6,0.83,3998.56
302.7,0.83,3999.83
302.8,0.83,4001.18
302.9,0.83,4002.37
303,0.83,4003.8
303.1,0.83,4005.14
303.2,0.83,4006.45
303.3,0.83,4007.69
303.4,0.83,4009.32
303.5,0.84,4010.39
303.6,0.84,4011.72
303.7,0.84,4013.18
303.8,0.84,4014.24
303.9,0.84,4015.64
304,0.84,4017.08
304.1,0.84,4018.12
304.2,0.84,4019.72
304.3,0.84,4020.9
304.4,0.84,4022.16
304.5,0.84,4023.69
304.6,0.84,4024.79
304.7,0.84,4026.22
304.8,0.84,4027.56
304.9,0.84,4028.69
305,0.84,4030.15
305.1,0.84,4031.5
305.2,0.84,4032.55
305.3,0.84,4034.16
305.4,0.84,4035.39
305.5,0.84,4036.59
305.6,0.84,4038.11
305.7,0.84,4039.41
305.8,0.84,4040.66
305.9,0.84,4042.14
306,0.84,4043.21
306.1,0.84,4044.73
306.2,0.84,4045.92
306.3,0.84,4047.18
306.4,0.84,4048.72
306.5,0.84,4050.1
306.6,0.84,4051.15
306.7,0.84,4052.71
306.8,0.84,4053.91
306.9,0.84,4055.24
307,0.84,4056.5
307.1,0.85,4057.68
307.2,0.85,4059.16
307.3,0.85,4060.61
307.4,0.85,4061.69
307.5,0.85,4063.09
307.6,0.85,4064.38
307.7,0.85,4065.59
307.8,0.85,4067.09
307.9,0.85,4068.43
308,0.85,4069.47
308.1,0.85,4070.96
308.2,0.85,4072.18
308.3,0.85,4073.49
308.4,0.85,4075.08
308.5,0.85,4076.17
308.6,0.85,4077.57
308.7,0.85,4078.95
308.8,0.85,4080.06
308.9,0.85,4081.51
309,0.85,4082.89
309.1,0.85,4083.97
309.2,0.85,4085.54
309.3,0.85,4086.85
309.4,0.85,4088.26
309.5,0.85,4089.58
309.6,0.85,4090.62
309.7,0.85,4092.21
309.8,0.85,4093.42
309.9,0.85,4094.56
310,0.85,4096.08
310.1,0.85,4097.39
310.2,0.85,4098.46
310.3,0.85,4099.98
310.4,0.85,4101.37
310.5,0.85,4102.49
310.6,0.85,4104.12
310.7,0.86,4104.95
310.8,0.86,4106.5
310.9,0.86,4107.97
311,0.86,4109.07
311.1,0.86,4110.43
311.2,0.86,4111.88
311.3,0.86,4112.94
311.4,0.86,4114.49
311.5,0.86,4115.79
311.6,0.86,4117.08
311.7,0.86,4118.59
311.8,0.86,4119.63
311.9,0.86,4120.99
312,0.86,4122.37
312.1,0.86,4123.6
312.2,0.86,4125.13
312.3,0.86,4126.39
312.4,0.86,4127.58
312.5,0.86,4129.12
312.6,0.86,4130.11
312.7,0.86,4131.76
312.8,0.86,4132.94
312.9,0.86,4134.19
313,0.86,4135.61
313.1,0.86,4136.98
313.2,0.86,4138.1
313.3,0.86,4139.49
313.4,0.86,4140.89
313.5,0.86,4141.99
313.6,0.86,4143.41
313.7,0.86,4144.63
313.8,0.86,4145.96
313.9,0.86,4147.32
314,0.86,4148.76
314.1,0.86,4150.05
314.2,0.86,4151.35
314.3,0.86,4152.62
314.4,0.87,4153.98
314.5,0.87,4155.4
314.6,0.87,4156.61
314.7,0.87,4157.98
314.8,0.87,4159.2
314.9,0.87,4160.69
315,0.87,4161.9
315.1,0.87,4163.03
315.2,0.87,4164.62
315.3,0.87,4165.69
315.4,0.87,4167.18
315.5,0.87,4168.67
315.6,0.87,4169.48
315.7,0.87,4171.13
315.8,0.87,4172.47
315.9,0.87,4173.86
316,0.87,4175.06
316.1,0.87,4176.29
316.2,0.87,4177.72
316.3,0.87,4179.03
316.4,0.87,4180.31
316.5,0.87,4181.64
316.6,0.87,4182.93
316.7,0.87,4184.19
316.8,0.87,4185.65
316.9,0.87,4186.88
317,0.87,4188.23
317.1,0.87,4189.59
317.2,0.87,4190.65
317.3,0.87,4192.24
317.4,0.87,4193.7
317.5,0.87,4194.6
317.6,0.87,4196.2
317.7,0.87,4197.57
317.8,0.87,4198.73
317.9,0.87,4200.13
318,0.88,4201.18
318.1,0.88,4202.74
318.2,0.88,4204.04
318.3,0.88,4205.27
318.4,0.88,4206.81
318.5,0.88,4208
318.6,0.88,4209.18
318.7,0.88,4210.85
318.8,0.88,4211.77
318.9,0.88,4213.26
319,0.88,4214.75
319.1,0.88,4215.76
319.2,0.88,4217.27
319.3,0.88,4218.64
319.4,0.88,4219.78
319.5,0.88,4221.17
319.6,0.88,4222.3
319.7,0.88,4223.72
319.8,0.88,4225.05
319.9,0.88,4226.33
320,0.88,4227.73
320.1,0.88,4229.05
320.2,0.88,4230.17
320.3,0.88,4231.7
320.4,0.88,4232.92
320.5,0.88,4234.33
320.6,0.88,4235.82
320.7,0.88,4236.72
320.8,0.88,4238.32
320.9,0.88,4239.57
321,0.88,4240.96
321.1,0.88,4242.43
321.2,0.88,4243.48
321.3,0.88,4244.82
321.4,0.88,4246.23
321.5,0.88,4247.33
321.6,0.89,4248.78
321.7,0.89,4250.14
321.8,0.89,4251.35
321.9,0.89,4252.84
322,0.89,4254.18
322.1,0.89,4255.34
322.2,0.89,4256.73
322.3,0.89,4258.02
322.4,0.89,4259.2
322.5,0.89,4260.71
322.6,0.89,4261.78
322.7,0.89,4263.32
322.8,0.89,4264.69
322.9,0.89,4265.83
323,0.89,4267.37
323.1,0.89,4268.52
323.2,0.89,4269.9
323.3,0.89,4271.3
323.4,0.89,4272.49
323.5,0.89,4273.69
323.6,0.89,4275.26
323.7,0.89,4276.44
323.8,0.89,4277.8
323.9,0.89,4279.21
324,0.89,4280.34
324.1,0.89,4281.84
324.2,0.89,4283.13
324.3,0.89,4284.32
324.4,0.89,4285.75
324.5,0.89,4287.01
324.6,0.89,4288.34
324.7,0.89,4289.84
324.8,0.89,4291.01
324.9,0.89,4292.39
325,0.89,4293.6
325.1,0.89,4294.74
325.2,0.9,4296.33
325.3,0.9,4297.61
325.4,0.9,4298.83
325.5,0.9,4300.21
325.6,0.9,4301.37
325.7,0.9,4302.7
325.8,0.9,4304.14
325.9,0.9,4305.28
326,0.9,4306.82
326.1,0.9,4308.21
326.2,0.9,4309.39
326.3,0.9,4310.77
326.4,0.9,4311.96
326.5,0.9,4313.31
326.6,0.9,4314.74
326.7,0.9,4316.02
326.8,0.9,4317.47
326.9,0.9,4318.7
327,0.9,4319.82
327.1,0.9,4321.5
327.2,0.9,4322.4
327.3,0.9,4323.89
327.4,0.9,4325.32
327.5,0.9,4326.48
327.6,0.9,4327.93
327.7,0.9,4329.19
327.8,0.9,4330.31
327.9,0.9,4331.88
328,0.9,4333.01
328.1,0.9,4334.28
328.2,0.9,4335.84
328.3,0.9,4336.96
328.4,0.9,4338.36
328.5,0.9,4339.79
328.6,0.9,4340.9
328.7,0.9,4342.26
328.8,0.9,4343.72
328.9,0.91,4344.82
329,0.91,4346.36
329.1,0.91,4347.63
329.2,0.91,4348.86
329.3,0.91,4350.4
329.4,0.91,4351.48
329.5,0.91,4352.95
329.6,0.91,4354.28
329.7,0.91,4355.4
329.8,0.91,4356.84
329.9,0.91,4358.3
330,0.91,4359.35
330.1,0.91,4360.89
330.2,0.91,4362.04
330.3,0.91,4363.51
330.4,0.91,4364.79
330.5,0.91,4366.12
330.6,0.91,4367.36
330.7,0.91,4368.76
330.8,0.91,4369.91
330.9,0.91,4371.29
331,0.91,4372.72
331.1,0.91,4373.76
331.2,0.91,4375.38
331.3,0.91,4376.55
331.4,0.91,4377.81
331.5,0.91,4379.16
331.6,0.91,4380.36
331.7,0.91,4381.99
331.8,0.91,4383.27
331.9,0.91,4384.24
332,0.91,4385.74
332.1,0.91,4387.15
332.2,0.91,4388.21
332.3,0.91,4389.69
332.4,0.91,4391.04
332.5,0.92,4392.3
332.6,0.92,4393.86
332.7,0.92,4395.02
332.8,0.92,4396.18
332.9,0.92,4397.72
333,0.92,4398.84
333.1,0.92,4400.28
333.2,0.92,4401.7
333.3,0.92,4402.91
333.4,0.92,4404.33
333.5,0.92,4405.76
333.6,0.92,4406.71
333.7,0.92,4408.29
333.8,0.92,4409.55
333.9,0.92,4410.92
334,0.92,4412.26
334.1,0.92,4413.43
334.2,0.92,4414.65
334.3,0.92,4416.1
334.4,0.92,4417.24
334.5,0.92,4418.95
334.6,0.92,4420.02
334.7,0.92,4421.27
334.8,0.92,4422.81
334.9,0.92,4424.03
335,0.92,4425.27
335.1,0.92,4426.7
335.2,0.92,4427.85
335.3,0.92,4429.21
335.4,0.92,4430.69
335.5,0.92,4431.89
335.6,0.92,4433.3
335.7,0.92,4434.71
335.8,0.92,4435.77
335.9,0.92,4437.23
336,0.92,4438.58
336.1,0.93,4439.78
336.2,0.93,4441.32
336.3,0.93,4442.52
336.4,0.93,4443.84
336.5,0.93,4445.17
336.6,0.93,4446.29
336.7,0.93,4447.78
336.8,0.93,4449.13
336.9,0.93,4450.3
337,0.93,4451.65
337.1,0.93,4453.12
337.2,0.93,4454.11
337.3,0.93,4455.67
337.4,0.93,4456.98
337.5,0.93,4458.13
337.6,0.93,4459.72
337.7,0.93,4460.71
337.8,0.93,4462.15
337.9,0.93,4463.56
338,0.93,4464.78
338.1,0.93,4466.28
338.2,0.93,4467.43
338.3,0.93,4468.75
338.4,0.93,4470.1
338.5,0.93,4471.32
338.6,0.93,4472.73
338.7,0.93,4474.24
338.8,0.93,4475.49
338.9,0.93,4476.61
339,0.93,4478.27
339.1,0.93,4479.16
