Specimen choice input : Material,Steel,
Specimen properties : Geometry,Rectangular,
Width,4.08915,mm
Thickness,4.08915,mm
,,
Time,Extension,Load
(s),(mm),(N)
0.00,0.05,8.98
0.10,0.05,10.53
0.20,0.05,10.71
0.30,0.05,11.15
0.40,0.05,11.74
0.50,0.05,12.30
0.60,0.06,12.81
0.70,0.06,13.33
0.80,0.06,13.84
0.90,0.06,14.37
1.00,0.06,14.87
1.10,0.06,15.37
1.20,0.06,15.91
1.30,0.06,16.33
1.40,0.06,16.89
1.50,0.06,17.45
1.60,0.06,17.88
1.70,0.06,18.42
1.80,0.06,18.94
1.90,0.06,19.52
2.00,0.06,19.99
2.10,0.06,20.51
2.20,0.06,21.08
2.30,0.06,21.58
2.40,0.06,22.06
2.50,0.06,22.61
2.60,0.06,23.13
2.70,0.06,23.61
2.80,0.06,24.15
2.90,0.06,24.69
3.00,0.06,25.18
3.10,0.06,25.71
3.20,0.06,26.19
3.30,0.07,26.72
3.40,0.07,27.21
3.50,0.07,27.70
3.60,0.07,28.23
3.70,0.07,28.77
3.80,0.07,29.23
3.90,0.07,29.75
4.00,0.07,30.34
4.10,0.07,30.83
4.20,0.07,31.34
4.30,0.07,31.88
4.40,0.07,32.38
4.50,0.07,32.89
4.60,0.07,33.42
4.70,0.07,33.95
4.80,0.07,34.52
4.90,0.07,34.95
5.00,0.07,35.53
5.10,0.07,36.03
5.20,0.07,36.55
5.30,0.07,37.03
5.40,0.07,37.54
5.50,0.07,38.07
5.60,0.07,38.56
5.70,0.07,39.08
5.80,0.07,39.63
5.90,0.07,40.11
6.00,0.07,40.60
6.10,0.07,41.12
6.20,0.07,41.64
6.30,0.08,42.16
6.40,0.08,42.68
6.50,0.08,43.22
6.60,0.08,43.69
6.70,0.08,44.21
6.80,0.08,44.74
6.90,0.08,45.28
7.00,0.08,45.77
7.10,0.08,46.27
7.20,0.08,46.89
7.30,0.08,47.37
7.40,0.08,47.89
7.50,0.08,48.38
7.60,0.08,48.97
7.70,0.08,49.43
7.80,0.08,49.94
7.90,0.08,50.45
8.00,0.08,51.03
8.10,0.08,51.45
8.20,0.08,52.01
8.30,0.08,52.55
8.40,0.08,52.98
8.50,0.08,53.49
8.60,0.08,54.07
8.70,0.08,54.53
8.80,0.08,54.98
8.90,0.08,55.53
9.00,0.08,56.07
9.10,0.08,56.56
9.20,0.08,57.08
9.30,0.08,57.59
9.40,0.08,58.15
9.50,0.08,58.61
9.60,0.09,59.18
9.70,0.09,59.71
9.80,0.09,60.21
9.90,0.09,60.69
10.00,0.09,61.24
10.10,0.09,61.78
10.20,0.09,62.30
10.30,0.09,62.82
10.40,0.09,63.36
10.50,0.09,63.88
10.60,0.09,64.37
10.70,0.09,64.81
10.80,0.09,65.43
10.90,0.09,65.89
11.00,0.09,66.42
11.10,0.09,66.90
11.20,0.09,67.43
11.30,0.09,67.93
11.40,0.09,68.42
11.50,0.09,68.99
11.60,0.09,69.48
11.70,0.09,69.99
11.80,0.09,70.50
11.90,0.09,71.04
12.00,0.09,71.53
12.10,0.09,72.07
12.20,0.09,72.60
12.30,0.09,73.11
12.40,0.09,73.60
12.50,0.09,74.14
12.60,0.09,74.70
12.70,0.09,75.19
12.80,0.10,75.70
12.90,0.10,76.18
13.00,0.10,76.78
13.10,0.10,77.23
13.20,0.10,77.78
13.30,0.10,78.32
13.40,0.10,78.84
13.50,0.10,79.29
13.60,0.10,79.82
13.70,0.10,80.34
13.80,0.10,80.84
13.90,0.10,81.33
14.00,0.10,81.89
14.10,0.10,82.40
14.20,0.10,82.86
14.30,0.10,83.42
14.40,0.10,83.91
14.50,0.10,84.42
14.60,0.10,84.92
14.70,0.10,85.47
14.80,0.10,85.97
14.90,0.10,86.54
15.00,0.10,87.01
15.10,0.10,87.59
15.20,0.10,88.07
15.30,0.10,88.58
15.40,0.10,89.13
15.50,0.10,89.68
15.60,0.10,90.10
15.70,0.10,90.69
15.80,0.10,91.20
15.90,0.10,91.69
16.00,0.10,92.22
16.10,0.10,92.74
16.20,0.11,93.27
16.30,0.11,93.76
16.40,0.11,94.26
16.50,0.11,94.77
16.60,0.11,95.27
16.70,0.11,95.77
16.80,0.11,96.29
16.90,0.11,96.84
17.00,0.11,97.31
17.10,0.11,97.83
17.20,0.11,98.33
17.30,0.11,98.88
17.40,0.11,99.37
17.50,0.11,99.90
17.60,0.11,100.46
17.70,0.11,100.94
17.80,0.11,101.45
17.90,0.11,101.98
18.00,0.11,102.53
18.10,0.11,103.08
18.20,0.11,103.56
18.30,0.11,104.07
18.40,0.11,104.62
18.50,0.11,105.09
18.60,0.11,105.65
18.70,0.11,106.13
18.80,0.11,106.67
18.90,0.11,107.11
19.00,0.11,107.68
19.10,0.11,108.19
19.20,0.11,108.71
19.30,0.11,109.19
19.40,0.11,109.73
19.50,0.11,110.24
19.60,0.11,110.71
19.70,0.12,111.21
19.80,0.12,111.74
19.90,0.12,112.24
20.00,0.12,112.72
20.10,0.12,113.25
20.20,0.12,113.83
20.30,0.12,114.29
20.40,0.12,114.81
20.50,0.12,115.35
20.60,0.12,115.89
20.70,0.12,116.35
20.80,0.12,116.90
20.90,0.12,117.46
21.00,0.12,118.02
21.10,0.12,118.46
21.20,0.12,119.00
21.30,0.12,119.54
21.40,0.12,120.04
21.50,0.12,120.53
21.60,0.12,121.09
21.70,0.12,121.60
21.80,0.12,122.08
21.90,0.12,122.63
22.00,0.12,123.18
22.10,0.12,123.62
22.20,0.12,124.12
22.30,0.12,124.60
22.40,0.12,125.18
22.50,0.12,125.71
22.60,0.12,126.18
22.70,0.12,126.74
22.80,0.12,127.27
22.90,0.12,127.74
23.00,0.12,128.23
23.10,0.13,128.77
23.20,0.13,129.30
23.30,0.13,129.81
23.40,0.13,130.37
23.50,0.13,130.83
23.60,0.13,131.41
23.70,0.13,131.88
23.80,0.13,132.42
23.90,0.13,132.96
24.00,0.13,133.47
24.10,0.13,133.97
24.20,0.13,134.51
24.30,0.13,134.99
24.40,0.13,135.50
24.50,0.13,136.04
24.60,0.13,136.53
24.70,0.13,137.05
24.80,0.13,137.53
24.90,0.13,138.14
25.00,0.13,138.56
25.10,0.13,139.05
25.20,0.13,139.58
25.30,0.13,140.12
25.40,0.13,140.62
25.50,0.13,141.12
25.60,0.13,141.72
25.70,0.13,142.15
25.80,0.13,142.66
25.90,0.13,143.21
26.00,0.13,143.73
26.10,0.13,144.22
26.20,0.13,144.76
26.30,0.13,145.30
26.40,0.13,145.84
26.50,0.13,146.32
26.60,0.13,146.87
26.70,0.14,147.38
26.80,0.14,147.92
26.90,0.14,148.37
27.00,0.14,148.93
27.10,0.14,149.44
27.20,0.14,149.96
27.30,0.14,150.46
27.40,0.14,150.99
27.50,0.14,151.50
27.60,0.14,151.94
27.70,0.14,152.52
27.80,0.14,153.05
27.90,0.14,153.52
28.00,0.14,154.04
28.10,0.14,154.56
28.20,0.14,155.06
28.30,0.14,155.58
28.40,0.14,156.08
28.50,0.14,156.63
28.60,0.14,157.13
28.70,0.14,157.62
28.80,0.14,158.18
28.90,0.14,158.67
29.00,0.14,159.16
29.10,0.14,159.71
29.20,0.14,160.24
29.30,0.14,160.79
29.40,0.14,161.32
29.50,0.14,161.76
29.60,0.14,162.39
29.70,0.14,162.87
29.80,0.14,163.37
29.90,0.14,163.89
30.00,0.14,164.41
30.10,0.14,164.91
30.20,0.15,165.44
30.30,0.15,165.92
30.40,0.15,166.45
30.50,0.15,166.99
30.60,0.15,167.47
30.70,0.15,167.99
30.80,0.15,168.48
30.90,0.15,168.98
31.00,0.15,169.52
31.10,0.15,170.04
31.20,0.15,170.49
31.30,0.15,171.04
31.40,0.15,171.57
31.50,0.15,172.04
31.60,0.15,172.57
31.70,0.15,173.09
31.80,0.15,173.63
31.90,0.15,174.14
32.00,0.15,174.65
32.10,0.15,175.15
32.20,0.15,175.69
32.30,0.15,176.21
32.40,0.15,176.74
32.50,0.15,177.28
32.60,0.15,177.79
32.70,0.15,178.32
32.80,0.15,178.82
32.90,0.15,179.32
33.00,0.15,179.85
33.10,0.15,180.32
33.20,0.15,180.87
33.30,0.15,181.39
33.40,0.15,181.94
33.50,0.15,182.42
33.60,0.15,182.92
33.70,0.15,183.44
33.80,0.16,183.91
33.90,0.16,184.45
34.00,0.16,184.98
34.10,0.16,185.48
34.20,0.16,186.01
34.30,0.16,186.51
34.40,0.16,187.03
34.50,0.16,187.55
34.60,0.16,188.06
34.70,0.16,188.56
34.80,0.16,189.10
34.90,0.16,189.65
35.00,0.16,190.14
35.10,0.16,190.65
35.20,0.16,191.21
35.30,0.16,191.71
35.40,0.16,192.21
35.50,0.16,192.76
35.60,0.16,193.28
35.70,0.16,193.76
35.80,0.16,194.31
35.90,0.16,194.83
36.00,0.16,195.35
36.10,0.16,195.83
36.20,0.16,196.35
36.30,0.16,196.89
36.40,0.16,197.37
36.50,0.16,197.87
36.60,0.16,198.41
36.70,0.16,198.92
36.80,0.16,199.36
36.90,0.16,199.89
37.00,0.16,200.43
37.10,0.16,200.94
37.20,0.16,201.45
37.30,0.16,201.96
37.40,0.17,202.49
37.50,0.17,203.00
37.60,0.17,203.52
37.70,0.17,204.06
37.80,0.17,204.57
37.90,0.17,205.07
38.00,0.17,205.65
38.10,0.17,206.12
38.20,0.17,206.64
38.30,0.17,207.20
38.40,0.17,207.72
38.50,0.17,208.20
38.60,0.17,208.76
38.70,0.17,209.22
38.80,0.17,209.81
38.90,0.17,210.28
39.00,0.17,210.80
39.10,0.17,211.28
39.20,0.17,211.83
39.30,0.17,212.32
39.40,0.17,212.84
39.50,0.17,213.36
39.60,0.17,213.86
39.70,0.17,214.37
39.80,0.17,214.88
39.90,0.17,215.37
40.00,0.17,215.87
40.10,0.17,216.42
40.20,0.17,216.94
40.30,0.17,217.44
40.40,0.17,217.91
40.50,0.17,218.48
40.60,0.17,219.02
40.70,0.17,219.49
40.80,0.17,220.08
40.90,0.17,220.55
41.00,0.18,221.06
41.10,0.18,221.64
41.20,0.18,222.15
41.30,0.18,222.68
41.40,0.18,223.13
41.50,0.18,223.66
41.60,0.18,224.22
41.70,0.18,224.71
41.80,0.18,225.24
41.90,0.18,225.77
42.00,0.18,226.27
42.10,0.18,226.77
42.20,0.18,227.30
42.30,0.18,227.76
42.40,0.18,228.33
42.50,0.18,228.76
42.60,0.18,229.31
42.70,0.18,229.85
42.80,0.18,230.30
42.90,0.18,230.83
43.00,0.18,231.34
43.10,0.18,231.84
43.20,0.18,232.31
43.30,0.18,232.94
43.40,0.18,233.42
43.50,0.18,233.93
43.60,0.18,234.44
43.70,0.18,234.96
43.80,0.18,235.47
43.90,0.18,236.01
44.00,0.18,236.55
44.10,0.18,237.04
44.20,0.18,237.58
44.30,0.18,238.15
44.40,0.18,238.59
44.50,0.18,239.16
44.60,0.19,239.61
44.70,0.19,240.20
44.80,0.19,240.70
44.90,0.19,241.19
45.00,0.19,241.71
45.10,0.19,242.25
45.20,0.19,242.74
45.30,0.19,243.28
45.40,0.19,243.76
45.50,0.19,244.25
45.60,0.19,244.77
45.70,0.19,245.29
45.80,0.19,245.82
45.90,0.19,246.32
46.00,0.19,246.84
46.10,0.19,247.35
46.20,0.19,247.85
46.30,0.19,248.36
46.40,0.19,248.90
46.50,0.19,249.41
46.60,0.19,249.91
46.70,0.19,250.49
46.80,0.19,250.98
46.90,0.19,251.51
47.00,0.19,252.00
47.10,0.19,252.55
47.20,0.19,253.08
47.30,0.19,253.56
47.40,0.19,254.14
47.50,0.19,254.65
47.60,0.19,255.13
47.70,0.19,255.65
47.80,0.19,256.16
47.90,0.19,256.64
48.00,0.19,257.19
48.10,0.19,257.69
48.20,0.20,258.20
48.30,0.20,258.72
48.40,0.20,259.23
48.50,0.20,259.72
48.60,0.20,260.23
48.70,0.20,260.72
48.80,0.20,261.26
48.90,0.20,261.80
49.00,0.20,262.33
49.10,0.20,262.80
49.20,0.20,263.30
49.30,0.20,263.87
49.40,0.20,264.36
49.50,0.20,264.92
49.60,0.20,265.39
49.70,0.20,265.96
49.80,0.20,266.46
49.90,0.20,266.98
50.00,0.20,267.50
50.10,0.20,267.99
50.20,0.20,268.51
50.30,0.20,269.06
50.40,0.20,269.63
50.50,0.20,270.06
50.60,0.20,270.58
50.70,0.20,271.13
50.80,0.20,271.65
50.90,0.20,272.13
51.00,0.20,272.70
51.10,0.20,273.20
51.20,0.20,273.67
51.30,0.20,274.15
51.40,0.20,274.75
51.50,0.20,275.19
51.60,0.20,275.71
51.70,0.20,276.22
51.80,0.20,276.75
51.90,0.21,277.26
52.00,0.21,277.78
52.10,0.21,278.29
52.20,0.21,278.78
52.30,0.21,279.29
52.40,0.21,279.83
52.50,0.21,280.38
52.60,0.21,280.87
52.70,0.21,281.38
52.80,0.21,281.91
52.90,0.21,282.50
53.00,0.21,282.93
53.10,0.21,283.51
53.20,0.21,284.04
53.30,0.21,284.52
53.40,0.21,285.07
53.50,0.21,285.56
53.60,0.21,286.10
53.70,0.21,286.58
53.80,0.21,287.11
53.90,0.21,287.66
54.00,0.21,288.09
54.10,0.21,288.61
54.20,0.21,289.18
54.30,0.21,289.64
54.40,0.21,290.18
54.50,0.21,290.70
54.60,0.21,291.19
54.70,0.21,291.66
54.80,0.21,292.16
54.90,0.21,292.69
55.00,0.21,293.19
55.10,0.21,293.74
55.20,0.21,294.22
55.30,0.21,294.78
55.40,0.21,295.25
55.50,0.21,295.78
55.60,0.22,296.37
55.70,0.22,296.85
55.80,0.22,297.33
55.90,0.22,297.92
56.00,0.22,298.41
56.10,0.22,298.93
56.20,0.22,299.43
56.30,0.22,299.96
56.40,0.22,300.50
56.50,0.22,301.00
56.60,0.22,301.53
56.70,0.22,302.07
56.80,0.22,302.59
56.90,0.22,303.04
57.00,0.22,303.60
57.10,0.22,304.10
57.20,0.22,304.61
57.30,0.22,305.12
57.40,0.22,305.61
57.50,0.22,306.11
57.60,0.22,306.62
57.70,0.22,307.14
57.80,0.22,307.70
57.90,0.22,308.17
58.00,0.22,308.71
58.10,0.22,309.25
58.20,0.22,309.71
58.30,0.22,310.28
58.40,0.22,310.77
58.50,0.22,311.27
58.60,0.22,311.79
58.70,0.22,312.35
58.80,0.22,312.86
58.90,0.22,313.35
59.00,0.22,313.88
59.10,0.22,314.43
59.20,0.22,314.95
59.30,0.23,315.42
59.40,0.23,315.95
59.50,0.23,316.50
59.60,0.23,317.01
59.70,0.23,317.52
59.80,0.23,318.03
59.90,0.23,318.55
60.00,0.23,319.04
60.10,0.23,319.55
60.20,0.23,320.10
60.30,0.23,320.59
60.40,0.23,321.09
60.50,0.23,321.59
60.60,0.23,322.14
60.70,0.23,322.62
60.80,0.23,323.15
60.90,0.23,323.66
61.00,0.23,324.22
61.10,0.23,324.64
61.20,0.23,325.20
61.30,0.23,325.72
61.40,0.23,326.23
61.50,0.23,326.79
61.60,0.23,327.30
61.70,0.23,327.85
61.80,0.23,328.33
61.90,0.23,328.84
62.00,0.23,329.35
62.10,0.23,329.91
62.20,0.23,330.39
62.30,0.23,330.95
62.40,0.23,331.43
62.50,0.23,331.95
62.60,0.23,332.46
62.70,0.23,333.00
62.80,0.23,333.48
62.90,0.23,334.06
63.00,0.24,334.53
63.10,0.24,335.01
63.20,0.24,335.55
63.30,0.24,336.06
63.40,0.24,336.57
63.50,0.24,337.05
63.60,0.24,337.59
63.70,0.24,338.09
63.80,0.24,338.64
63.90,0.24,339.08
64.00,0.24,339.63
64.10,0.24,340.13
64.20,0.24,340.68
64.30,0.24,341.16
64.40,0.24,341.70
64.50,0.24,342.22
64.60,0.24,342.75
64.70,0.24,343.29
64.80,0.24,343.79
64.90,0.24,344.28
65.00,0.24,344.86
65.10,0.24,345.35
65.20,0.24,345.86
65.30,0.24,346.38
65.40,0.24,346.92
65.50,0.24,347.46
65.60,0.24,347.92
65.70,0.24,348.45
65.80,0.24,348.95
65.90,0.24,349.48
66.00,0.24,349.96
66.10,0.24,350.52
66.20,0.24,351.04
66.30,0.24,351.53
66.40,0.24,352.05
66.50,0.24,352.54
66.60,0.24,353.07
66.70,0.24,353.55
66.80,0.25,354.09
66.90,0.25,354.58
67.00,0.25,355.05
67.10,0.25,355.56
67.20,0.25,356.11
67.30,0.25,356.60
67.40,0.25,357.13
67.50,0.25,357.65
67.60,0.25,358.17
67.70,0.25,358.68
67.80,0.25,359.26
67.90,0.25,359.75
68.00,0.25,360.29
68.10,0.25,360.82
68.20,0.25,361.31
68.30,0.25,361.83
68.40,0.25,362.35
68.50,0.25,362.86
68.60,0.25,363.38
68.70,0.25,363.90
68.80,0.25,364.42
68.90,0.25,364.93
69.00,0.25,365.47
69.10,0.25,365.96
69.20,0.25,366.49
69.30,0.25,367.00
69.40,0.25,367.49
69.50,0.25,368.02
69.60,0.25,368.55
69.70,0.25,368.98
69.80,0.25,369.51
69.90,0.25,370.07
70.00,0.25,370.57
70.10,0.25,371.07
70.20,0.25,371.62
70.30,0.25,372.12
70.40,0.25,372.64
70.50,0.25,373.16
70.60,0.26,373.69
70.70,0.26,374.18
70.80,0.26,374.69
70.90,0.26,375.23
71.00,0.26,375.76
71.10,0.26,376.29
71.20,0.26,376.74
71.30,0.26,377.34
71.40,0.26,377.81
71.50,0.26,378.33
71.60,0.26,378.83
71.70,0.26,379.40
71.80,0.26,379.90
71.90,0.26,380.40
72.00,0.26,380.92
72.10,0.26,381.46
72.20,0.26,381.96
72.30,0.26,382.47
72.40,0.26,382.98
72.50,0.26,383.48
72.60,0.26,383.98
72.70,0.26,384.47
72.80,0.26,385.04
72.90,0.26,385.51
73.00,0.26,386.05
73.10,0.26,386.55
73.20,0.26,387.10
73.30,0.26,387.55
73.40,0.26,388.15
73.50,0.26,388.65
73.60,0.26,389.11
73.70,0.26,389.66
73.80,0.26,390.18
73.90,0.26,390.68
74.00,0.26,391.23
74.10,0.26,391.75
74.20,0.26,392.25
74.30,0.26,392.74
74.40,0.27,393.30
74.50,0.27,393.80
74.60,0.27,394.38
74.70,0.27,394.84
74.80,0.27,395.35
74.90,0.27,395.87
75.00,0.27,396.41
75.10,0.27,396.92
75.20,0.27,397.39
75.30,0.27,397.94
75.40,0.27,398.45
75.50,0.27,398.96
75.60,0.27,399.42
75.70,0.27,400.01
75.80,0.27,400.48
75.90,0.27,401.00
76.00,0.27,401.54
76.10,0.27,402.02
76.20,0.27,402.53
76.30,0.27,403.08
76.40,0.27,403.56
76.50,0.27,404.05
76.60,0.27,404.59
76.70,0.27,405.10
76.80,0.27,405.62
76.90,0.27,406.15
77.00,0.27,406.69
77.10,0.27,407.19
77.20,0.27,407.71
77.30,0.27,408.25
77.40,0.27,408.75
77.50,0.27,409.29
77.60,0.27,409.83
77.70,0.27,410.31
77.80,0.27,410.88
77.90,0.27,411.37
78.00,0.27,411.89
78.10,0.27,412.37
78.20,0.28,412.91
78.30,0.28,413.46
78.40,0.28,413.91
78.50,0.28,414.39
78.60,0.28,414.96
78.70,0.28,415.47
78.80,0.28,415.94
78.90,0.28,416.44
79.00,0.28,416.99
79.10,0.28,417.50
79.20,0.28,417.97
79.30,0.28,418.48
79.40,0.28,419.04
79.50,0.28,419.51
79.60,0.28,420.03
79.70,0.28,420.56
79.80,0.28,421.07
79.90,0.28,421.59
80.00,0.28,422.12
80.10,0.28,422.67
80.20,0.28,423.11
80.30,0.28,423.66
80.40,0.28,424.20
80.50,0.28,424.71
80.60,0.28,425.21
80.70,0.28,425.75
80.80,0.28,426.27
80.90,0.28,426.82
81.00,0.28,427.30
81.10,0.28,427.89
81.20,0.28,428.32
81.30,0.28,428.86
81.40,0.28,429.43
81.50,0.28,429.84
81.60,0.28,430.42
81.70,0.28,430.91
81.80,0.28,431.45
81.90,0.28,431.94
82.00,0.29,432.42
82.10,0.29,432.93
82.20,0.29,433.48
82.30,0.29,433.95
82.40,0.29,434.51
82.50,0.29,434.97
82.60,0.29,435.58
82.70,0.29,436.03
82.80,0.29,436.60
82.90,0.29,437.06
83.00,0.29,437.62
83.10,0.29,438.11
83.20,0.29,438.63
83.30,0.29,439.17
83.40,0.29,439.66
83.50,0.29,440.22
83.60,0.29,440.72
83.70,0.29,441.24
83.80,0.29,441.73
83.90,0.29,442.29
84.00,0.29,442.76
84.10,0.29,443.32
84.20,0.29,443.85
84.30,0.29,444.34
84.40,0.29,444.83
84.50,0.29,445.37
84.60,0.29,445.87
84.70,0.29,446.39
84.80,0.29,446.93
84.90,0.29,447.37
85.00,0.29,447.91
85.10,0.29,448.43
85.20,0.29,449.01
85.30,0.29,449.45
85.40,0.29,449.97
85.50,0.29,450.48
85.60,0.29,451.02
85.70,0.29,451.53
85.80,0.30,452.00
85.90,0.30,452.57
86.00,0.30,453.09
86.10,0.30,453.58
86.20,0.30,454.07
86.30,0.30,454.63
86.40,0.30,455.14
86.50,0.30,455.66
86.60,0.30,456.18
86.70,0.30,456.71
86.80,0.30,457.22
86.90,0.30,457.78
87.00,0.30,458.25
87.10,0.30,458.75
87.20,0.30,459.31
87.30,0.30,459.81
87.40,0.30,460.34
87.50,0.30,460.81
87.60,0.30,461.35
87.70,0.30,461.87
87.80,0.30,462.38
87.90,0.30,462.87
88.00,0.30,463.43
88.10,0.30,463.92
88.20,0.30,464.42
88.30,0.30,464.90
88.40,0.30,465.46
88.50,0.30,465.97
88.60,0.30,466.47
88.70,0.30,466.95
88.80,0.30,467.50
88.90,0.30,467.99
89.00,0.30,468.53
89.10,0.30,469.04
89.20,0.30,469.57
89.30,0.30,470.08
89.40,0.30,470.61
89.50,0.30,471.15
89.60,0.31,471.66
89.70,0.31,472.22
89.80,0.31,472.66
89.90,0.31,473.26
90.00,0.31,473.74
90.10,0.31,474.26
90.20,0.31,474.75
90.30,0.31,475.28
90.40,0.31,475.82
90.50,0.31,476.28
90.60,0.31,476.83
90.70,0.31,477.32
90.80,0.31,477.85
90.90,0.31,478.34
91.00,0.31,478.87
91.10,0.31,479.40
91.20,0.31,479.90
91.30,0.31,480.41
91.40,0.31,480.92
91.50,0.31,481.38
91.60,0.31,481.94
91.70,0.31,482.44
91.80,0.31,482.97
91.90,0.31,483.44
92.00,0.31,483.95
92.10,0.31,484.44
92.20,0.31,485.00
92.30,0.31,485.48
92.40,0.31,486.06
92.50,0.31,486.57
92.60,0.31,487.06
92.70,0.31,487.62
92.80,0.31,488.13
92.90,0.31,488.64
93.00,0.31,489.17
93.10,0.31,489.70
93.20,0.31,490.21
93.30,0.31,490.72
93.40,0.31,491.25
93.50,0.32,491.76
93.60,0.32,492.27
93.70,0.32,492.81
93.80,0.32,493.34
93.90,0.32,493.86
94.00,0.32,494.30
94.10,0.32,494.87
94.20,0.32,495.37
94.30,0.32,495.91
94.40,0.32,496.41
94.50,0.32,496.87
94.60,0.32,497.39
94.70,0.32,497.94
94.80,0.32,498.42
94.90,0.32,498.93
95.00,0.32,499.45
95.10,0.32,500.01
95.20,0.32,500.48
95.30,0.32,501.02
95.40,0.32,501.55
95.50,0.32,502.02
95.60,0.32,502.59
95.70,0.32,503.08
95.80,0.32,503.58
95.90,0.32,504.14
96.00,0.32,504.64
96.10,0.32,505.18
96.20,0.32,505.63
96.30,0.32,506.22
96.40,0.32,506.69
96.50,0.32,507.26
96.60,0.32,507.72
96.70,0.32,508.25
96.80,0.32,508.80
96.90,0.32,509.31
97.00,0.32,509.77
97.10,0.32,510.32
97.20,0.32,510.80
97.30,0.33,511.32
97.40,0.33,511.85
97.50,0.33,512.36
97.60,0.33,512.87
97.70,0.33,513.39
97.80,0.33,513.90
97.90,0.33,514.43
98.00,0.33,514.94
98.10,0.33,515.47
98.20,0.33,515.97
98.30,0.33,516.46
98.40,0.33,516.99
98.50,0.33,517.53
98.60,0.33,518.02
98.70,0.33,518.54
98.80,0.33,519.06
98.90,0.33,519.61
99.00,0.33,520.07
99.10,0.33,520.65
99.20,0.33,521.16
99.30,0.33,521.65
99.40,0.33,522.21
99.50,0.33,522.72
99.60,0.33,523.20
99.70,0.33,523.76
99.80,0.33,524.23
99.90,0.33,524.78
100.00,0.33,525.30
100.10,0.33,525.79
100.20,0.33,526.33
100.30,0.33,526.80
100.40,0.33,527.32
100.50,0.33,527.84
100.60,0.33,528.33
100.70,0.33,528.87
100.80,0.33,529.40
100.90,0.33,529.86
101.00,0.33,530.39
101.10,0.33,530.92
101.20,0.34,531.40
101.30,0.34,531.95
101.40,0.34,532.45
101.50,0.34,532.97
101.60,0.34,533.48
101.70,0.34,533.99
101.80,0.34,534.56
101.90,0.34,535.05
102.00,0.34,535.57
102.10,0.34,536.04
102.20,0.34,536.60
102.30,0.34,537.13
102.40,0.34,537.66
102.50,0.34,538.18
102.60,0.34,538.69
102.70,0.34,539.21
102.80,0.34,539.82
102.90,0.34,540.24
103.00,0.34,540.74
103.10,0.34,541.25
103.20,0.34,541.81
103.30,0.34,542.31
103.40,0.34,542.81
103.50,0.34,543.34
103.60,0.34,543.83
103.70,0.34,544.34
103.80,0.34,544.87
103.90,0.34,545.34
104.00,0.34,545.84
104.10,0.34,546.37
104.20,0.34,546.89
104.30,0.34,547.35
104.40,0.34,547.90
104.50,0.34,548.37
104.60,0.34,548.91
104.70,0.34,549.47
104.80,0.34,549.95
104.90,0.34,550.52
105.00,0.35,551.01
105.10,0.35,551.51
105.20,0.35,552.05
105.30,0.35,552.59
105.40,0.35,553.07
105.50,0.35,553.62
105.60,0.35,554.12
105.70,0.35,554.65
105.80,0.35,555.17
105.90,0.35,555.66
106.00,0.35,556.24
106.10,0.35,556.72
106.20,0.35,557.25
106.30,0.35,557.75
106.40,0.35,558.28
106.50,0.35,558.75
106.60,0.35,559.32
106.70,0.35,559.81
106.80,0.35,560.34
106.90,0.35,560.82
107.00,0.35,561.32
107.10,0.35,561.81
107.20,0.35,562.34
107.30,0.35,562.89
107.40,0.35,563.36
107.50,0.35,563.92
107.60,0.35,564.43
107.70,0.35,564.93
107.80,0.35,565.45
107.90,0.35,565.97
108.00,0.35,566.49
108.10,0.35,566.99
108.20,0.35,567.56
108.30,0.35,568.06
108.40,0.35,568.57
108.50,0.35,569.11
108.60,0.35,569.60
108.70,0.35,570.12
108.80,0.35,570.64
108.90,0.36,571.15
109.00,0.36,571.70
109.10,0.36,572.21
109.20,0.36,572.71
109.30,0.36,573.23
109.40,0.36,573.73
109.50,0.36,574.27
109.60,0.36,574.78
109.70,0.36,575.29
109.80,0.36,575.79
109.90,0.36,576.28
110.00,0.36,576.79
110.10,0.36,577.30
110.20,0.36,577.82
110.30,0.36,578.38
110.40,0.36,578.87
110.50,0.36,579.38
110.60,0.36,579.90
110.70,0.36,580.40
110.80,0.36,580.90
110.90,0.36,581.44
111.00,0.36,581.96
111.10,0.36,582.51
111.20,0.36,583.00
111.30,0.36,583.53
111.40,0.36,583.97
111.50,0.36,584.60
111.60,0.36,585.06
111.70,0.36,585.60
111.80,0.36,586.12
111.90,0.36,586.63
112.00,0.36,587.18
112.10,0.36,587.69
112.20,0.36,588.18
112.30,0.36,588.67
112.40,0.36,589.24
112.50,0.36,589.73
112.60,0.36,590.25
112.70,0.36,590.76
112.80,0.37,591.25
112.90,0.37,591.80
113.00,0.37,592.29
113.10,0.37,592.82
113.20,0.37,593.30
113.30,0.37,593.85
113.40,0.37,594.32
113.50,0.37,594.81
113.60,0.37,595.34
113.70,0.37,595.89
113.80,0.37,596.36
113.90,0.37,596.92
114.00,0.37,597.43
114.10,0.37,597.92
114.20,0.37,598.42
114.30,0.37,598.99
114.40,0.37,599.50
114.50,0.37,600.02
114.60,0.37,600.50
114.70,0.37,601.06
114.80,0.37,601.56
114.90,0.37,602.08
115.00,0.37,602.62
115.10,0.37,603.14
115.20,0.37,603.64
115.30,0.37,604.19
115.40,0.37,604.70
115.50,0.37,605.21
115.60,0.37,605.72
115.70,0.37,606.23
115.80,0.37,606.79
